,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600111.SH,X600157.SH,X002466.SZ,X600188.SH,X600362.SH,X600886.SH,X600623.SH,X600547.SH,X601992.SH,X600309.SH,X000792.SZ,X600299.SH,X600660.SH,X600489.SH,X300072.SZ,X600549.SH,X600583.SH,X601158.SH,X002075.SZ,X000883.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002407.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X000761.SZ,X000983.SZ,X000060.SZ,X600176.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0800672099931078,0,0,0,0,0,0.126744942169908,0,0,0,0,0,-0.0133735513767363,0,-0.00198874600217191,0.0740482112109927,0,0,0,0,0,-0.00763323982192532,0.0365873676385981,0,0,0,0,0,0,0,-0.0444163258149281,0,-0.0193330011624765,0,0,0,0,0,0,-1.0842021724855e-19,0.0269327078722314,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.121907138921831,0,0,0,0,0,0,-0.0216404696418188,0,0,0.0838471106189104,0,0,0,0,0.0933401171975589,0,0,0,0,0,0,0.0745143470516064,0,0,0,0,0,0,0,-0.0554834495119072,-0.0347435116443925,-0.00389101282386272,0,0.00657102099144063,0,0,0,0,0.0554150462627999,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.114954668714606,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0163490697276606,0,0.0167509734405105,0,0.0243274095826771,0,0,0,0,0.0286058728699356,0,0,0,0,0,0,0,0,0.132886565858613,0,0,0,0,0,0,0,0.0419117479687873,0.0619222424222888,0,0,0,0,0.0034262492967892,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0282446895251822,0.0612115859886463,0,0,0,0,0,0.0316768644324803,0,0,0,0,0.141901557892559,0.0206881312223881,0,0,0,0,0,0,0,0,0,0,0.201868546671944,-0.028856574277368,0,0,0,0,0,0,0.0171953467455126,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199837418305506,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0648872463891073,0,0,0,0.299761372916588,0,0,0.011650911195068,0,0,0,0.0156807324101307,0,0,0,0,0,0,0,0.12620079820523,0,0,0,0,0,0,0,0,0.0361675965749786,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0340511807817522,0,0,0,0,0,0,0,0,0,0.109694679721301,0,0,0,0,0,0,0,0,0.0538088264349293,0,0,0.0283757502002538,0,0,0,0.21454804230277,0,0,0,0,0,0,0,0,-0.0420242452276466,0.0321535663201265,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.385867610807068,0,0,0,0,0,0,0,0,0,0,0.177174221673488,0,0,0,0,0,0.100917749548251,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0456386036683138,0,0,0,0,0,0,0,0,0,0.0211616047844447,0.0768763878252677,0,0,0,0,0,0,0,0,0,0,0,-0.0127023271268785,0,0.0927433200124883,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168283283836169,0,0,0,0,0,0,0,0,0,0,0.229353190646165,0,0,0.123454539022363,0.183838904433461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314274437629727,0.00330155289452134,0.0172516753348947,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131407947421832,0.0481888854351326,0,0,0.0270564776544096,0.0124065934241951,0,0,0,0,0,0,0,0,0.0362707314185859,0,0,0,0,0,0,0,0.197899156258506,0.0450257320915113,0,0.104766185305413,0,0,0,0.0145255392914897,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0582122594958709,0,0,0,0,0,0,0,0,0.081216456810608,0,0,0,0,0,0.0437773410896311,0,0,0,0.0676471593275531,0,0,0,0,0.108882178098544,0,0,0,0,0,0,0,0,0.130578775737987,0,0,0,0,0,0,0,0,0.158939814605975,0,0,0,0,0,0,0,0,0,0,0,0
