,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X000792.SZ,X600019.SH,X000301.SZ,X002466.SZ,X600010.SH,X600660.SH,X600188.SH,X600011.SH,X000877.SZ,X601600.SH,X002271.SZ,X601898.SH,X000708.SZ,X600547.SH,X600362.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X002326.SZ,X300037.SZ,X000408.SZ,X600141.SH,X600096.SH,X600219.SH,X601991.SH,X600795.SH,X600803.SH,X000723.SZ,X002407.SZ,X000786.SZ,X600295.SH,X600027.SH,X600688.SH,X002353.SZ,X600160.SH,X000825.SZ,X600516.SH,X600399.SH,X000630.SZ,X600157.SH,X600352.SH,X000898.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.185716709065001,0,0,0,0,0,0,0,0.0111531006505069,0,0,0,0.0567813963629709,0,0,0,0,0,0,0,0,0,0,0,0.0365358357733825,0.0316821968435591,0,0,0,0.0459051374596204,0,0.00899952948127613,0,0,0,0.03198631353915,0,0.0864360334650959,0,0,0.102118256404896,0,0.0217728767572748,0,0,0,0,0,0,0,0,-0.0144698558282254,0,0,0,-0.0387805039368619,0,0
X600028.SH,0.204597583545696,0,0,0,0,0,0,0,0,0.0085456055320919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138777976108612,0,0,0,0,0,0,0,0,0,0,0,0.0856741803011461,0,0,0.104580538968956,0,0.0107044845300027,0,0,0,0.0811536746057077,0,0.112785385465646,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0784885429541157,0,0.16459116367075,0.0162186250737227,0,0,-0.0434939870513427,0.298850079325736,0,0,0,0,0.0277463479458394,0,0,0,0,0,0,0,0.0273964153586444,0,0,0.098411532797516,0.000878959822381364,-0.035094546871516,0,0.0796749233903234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192584011454452,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0197673247576109,0,0,0,0,0,0,0,-0.0298797032574368,0,0,0.04719238262508,0,0.109108746074588,0,1.73472347597681e-18,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.129094467901248,0,-0.101980818060948,0,0,0.0819319818362561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455438257885921,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.528369670588532,0,0,0,0,-0.027796759350559,-0.0198280906101034,0.0634868835292308,0,0,0,0,0,0,0,0,0,0,0,0,-0.055248561062395,0,0,0,0,0,0.308202426560764,0,0,0,0,0,0,0,-0.00584180354243736,0.1408350913629,0,0,0,0.0550074190392168,0,0,-0.0479830870342094,0,0,0,0.0226432918778626,0,0
X600585.SH,0,0,0,0,-0.00769582655344225,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.446994855643289,1.73472347597681e-18,4.25500048605509e-05,0,0,0,0,0.12958379035236,0.02645817803752,0,-0.128075918245738,0,0,0.0134025682710758,0,0,0,0,0,0,0,0,0.134818955936065,0,0,0,0,0,0,0,0,0,0,0,0.00895631359084828,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.116866585251418,0,0,0,0,0,0.036680557106683,0.331828678845945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318484202475789,0,0.198225922861375,0,0,0,0,0,0,0,0.0368773997395415,0,0,0,0,0,0,0,0,0.229396420162878,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,-0.234866465190944,0.112481171750491,0,0,0,0,0.023263706509507,0,0.0669302625405679,0,0,0,0.147494995107602,0,0,-0.175124836939012,0,0,0,0,0,0,0,0,0,0.159591640632373,0,6.93889390390723e-18,0,0,0,0,-0.223971982266669,0,0,0.165768891480061,0.0246064203138946,0.0807372160608969,0,0.0447969361869292,-0.0625744040493551,0,0,0,-0.0842138377548356,0,0,0,0,0.109023030989825,0,0,0,0,0,0
X600019.SH,0,0,0.0127278798509123,0,0,0,0,0.0265482367343546,0,0,0,0.055147965582376,0,0.022983260979782,0,0.0536175721533594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,4.33680868994202e-19,0,0,0,0.0135645647875698,0.0539363088369994,0.0197185687624038,0,0,0,0,0.541880474602421,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0205451327484152,0,0,0,-0.277816527649945,0,0,0.0114009407028756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293795366458764,0.116534433028836,0,0,0,0.029707157380618,0,0,0,0,0,0.000778358097922993,0,0,0,0,0,0.283122373487244,0.0203448042940941,0,0.094656937908866,0,0,-0.0214926867533879,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.48379804508489,0,0.0977538460163179,0,0,0.0660170266502054,0,0.081899702498788,0,0,0.0028537360291518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150740942572093,0.00193728361994849,0,0.0138433979922751,0.0185044610581365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00221866087171218,0,0,0,0,0,0,0
