,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X600795.SH,X600688.SH,X600309.SH,X601991.SH,X601600.SH,X300072.SZ,X600660.SH,X600547.SH,X600188.SH,X600362.SH,X600886.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X600299.SH,X000883.SZ,X600176.SH,X600352.SH,X002271.SZ,X600219.SH,X600578.SH,X000723.SZ,X600583.SH,X000408.SZ,X002460.SZ,X000630.SZ,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X600808.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.224749425643428,0,0,0,0,0,0.0329990293446757,0,0,0,0,0,0.104093320882968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213109395431132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11799923499037,0,0,0,0,0,0,0.00610795319655062,0,0,0,0,0,0
X600028.SH,0,0,0.0411692295511573,0,0,0,0,0,0,0,0.0956787065237526,0.0422510307916327,0,0,0,0,-0.130538450500726,0.00285158806951836,0,0,0,0,0,0,-0.0616573053079922,0,0.0951328851858682,0,0,0,0,0,0,0,0,0.0326904167754559,0,0,0,0,0,-0.0472696217063555,0,0,0,0,0,0,0,0,-0.00590378868317287,0.00705571857792732,0,0,0,0,0,0
X601088.SH,0,0,0,0.03182965862851,0,0,0,-0.0277984639995576,0.0920956979284222,0,0,0,-0.0366281869415007,0,0.00528501935983945,0,0.00352521210466954,0,0,0.104232723347153,0,0,0,0,-0.0115280853440738,0,0.105498306136676,0,0,0,0,0,0,0,0,0,0,0,0,-0.000114644604835306,-0.0648466293552305,0,0,4.33680868994202e-19,0,0,0,0,0.0172780366799292,0,-0.00920648436852758,-0.00389562380774151,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.162293850463133,0,0,0,0,0,0,0.00876942193861351,0,0.116008100876959,0,0,0,0,0,0,0.0964286012269669,0,0.299423379947826,-0.0484815248154777,0,0,-0.00739145414762736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253365995417727,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.186923028315726,0,0,0,0,0,0,0,0,0,0.0776513916251983,0,0,0,0.00968974496908849,0,0,0,0.387061581249749,0.0450184706583877,0,0,0.038761495002924,0,0,0,0,0,0.0805982486676441,0,0,0,0,-0.0669063617865029,0,0.08934320151072,0,0,-0.0399458646683707,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0619382385958124,-0.0429191385167252,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0775710218125042,0,0,-0.011392508820402,0,0,0,-0.0814443944092899,-0.0638940774133069,0,0,0,0,0,0,0,0,0,0,0.0854853764616874,-0.0864974621135413,0,0.0728563470466321,0,0,0,-0.0506811453124145,0,0,0,0,0.00413091466577752,0,0,0,0,0.130377873347232,0.0434654311879958,0,0,0,0,0,0,0,0,-0.0171578472741254,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158069065593861,0,0,0,0,0.0492303281997759,0,0,0,0,0,0,0.0445752946409162,0.0954861114494536,0,0,0,0.0976072472955425,0,0,0,0,0,0,-0.0465394382574171,0,0,0,-0.00231137166402297,0,0,0,0.155126370976866,0,0,0,0,0,0.011617394256851,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140917977998951,0,0,0,0,0,0,0.603895224353048,0,-0.215065790272607,0,0,0,0.16266443437344,0,0,0.391324878186899,0,0,0,0,0.0668422393152023,0,0,0,0,0,0,0,0,0,0,0,0,0.0844354404882915,0,0.00452339323548713,0.0760155387122416,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0399061258348465,0,0,0,0,0,0,0.316185903883955,0,0,-0.0042423064811686,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0126266513465554,0,0.0461115060456272,0,0.00343051580927244,0,0,0,0,0,0,-0.00579255758491847,0,-0.04254848198775,-2.71050543121376e-20,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.120884019479839,0,0,0,0,0,0,0.0648436474506099,0.00719896890829478,0,0.0196139748586536,0,0.0375591579236863,0,0,0,0.0212672541012519,0.0372532250261075,0,0,-0.0100891473522855,0,0,0,0,0,0,0,0,0,0,0,0,0.0298856231043257,0,0,-0.0479908733647634,0,0,0.130617365247058,0,0,0,0,0,0,-0.00323096221759504,0.0151066169971023,0,0,0,0,0,0
X600688.SH,0.150071924885558,0.270873758493478,0,0,0,0,0,0,0,0,0,0,-0.0305535452181676,0,0,0,-0.0552558363773979,0,0,0,0,0,0,0,0.0208685618803649,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0140425464140851,0,0,0,0,-0.0378471840901052,0,0,0,-0.0134969029172133,0.00584986805743684,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219873456327179,0,0.0953809403300174,0.121265285458909,0,0.0972357969666603,0,0,0,0,0,0,0,0,0.0433411668820115,0,0.0362858519650801,0,0,0.0554265375613705,0,0,0,0,0,0,0,-0.0593719362224087,0,0,0,-0.0132104923831203,0.440738289527784,0,0,0,-0.0206870915435653,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.0896343594873857,0,-0.0494658289277121,0,0,0,0,0,0,0,-0.0650180354486446,0,0.0657096536166247,0,0,0.221261101888443,0,0,0,0,0.131538007705486,0,0,0.041454578582275,0,0,0,0,0,0,0,0,0.0919274246105705,0,0,0,0,0,0.0633127291741509,0,0.0530097436641276,0,0,0.0622010679929678,0,0.0239223098025902,-0.0334971515657773,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0268791958840166,0,0,0,0,0.03146940818469,0,0,0,0,0,0.261782343965884,0,0.317012096750969,0,0,0.0382046046225352,0.0582769079421049,0,0,0.0222274867637945,0.1134396700738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171156643407234,0.011146098887307,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0.825857796804116,0.094631630877588,0,0,0.000398963448515366,-0.092417129172606,0,0,0,0,0,0,0,0,0,0,0,-0.125749925832749,0,0.25109754714818,0,0,0,0,0.146046099919151,0,0,0,0,0,-0.205845133961193,0,0,0,0,0,0,-0.247948807223314,0,0.0838947077444758,0.0703024015383741,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.15131939479447,0,0,0,0,0,0,-0.0623381727833223,0.111797361940232,0.104839185049284,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0327199360638437,0,0,0,0,0.102267071314283,0,0,0,0,0,-0.0656631535637454,0,0,0,0,0,0.0119719960752081,0,0,0,0,0,0,0,-0.0916058941220869,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378186093573548,0,0,0,0,0,0,0,0,0.30083851215163,0,0,0,0,0,0.124773339131893,0.23281985684477,0,0,0,0,0,0,0,-0.536218029676719,0.0280140150978283,0.0481335884464398,0,0,0,0,0,0,0.0915119338609238,0,-0.0304275894922461,0.0605853715462423,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0153059675419565,0.148895174387862,0,0,0,0.00996297678267839,0,0,0,0,0,0.157103890291625,0,0,0.1405901223138,0,0,-0.0383870856474479,0,0,0,0,0,0,0,0,0,0,-0.0999264554474848,0,0.0592975438496949,0,0,0,0.0227818339588399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.170460182121332,0,0,0,0,0,0,0,0,0,0,0.205637847174401,0,0,0.296441858369544,0,0.0276985433623668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740564167458372,0,0,0,-0.0011046457841991,-0.00151956573223171,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0502779025785517,0,0,-0.0733684783615531,0,0.279278624362037,0,0,0,0,0.121037468624083,0.00556733856375561,-0.0429941269155667,-0.088073093324676,0,0,0,0.122309678922822,0,0,-0.0663889124076754,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0524790935832619,0,0,0.149501915948696,0,0,0,0,-0.0245371860393267,0,0,-0.125311979131988,0,0.00549161780340662,-0.0185265831710975,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.176205938859308,0,0,0.0472994530219202,0,0,0,-0.0101682725446278,0.0707046531216531,0,0,0,0.0171624274545495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00876253116271144,0,0,0,0,0,0,0,0,-0.0287045402924779,0.0263435231366137,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.103280231676739,0,0,0,0,0.0876773383872161,0,0,0,0,0,0,0,0,0,0.491640598978575,0,0,0.243861988667437,0,0,0,0,0,0,0,0,0,0,0,0,0.19422523766415,0,0,0,0,0.255748493676029,0,0,-0.0183360839569862,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225592559669799,0,0.0986029354160183,0,0.0335578935593081,0,0,0.0806177808242677,0,0,0,0,0,0,0,0,0,0,0.031514702625952,0,0,0,0.0967852649232231,0,0,0,0,0,0,-0.014854345425221,0.0309163496226392,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0174501855065355,0,0,0,0,0,0,0,0,0,0,0.162561041774995,0,0,0,0,0,0,0,0,0,0.0994187618832707,0,0,0,0,0,0,0,0,0,0,0,0,0.675588375636024,0,0,0,0,0,0,0,0,-0.0218836420101807,0,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,-0.0579885014004608,0,0,0,0,0,0,-0.0477566942173223,0,0,0,0,0,0,0,0,0,0,0.0997114039572578,0,0,0,0,0.0343419056295636,0,0.176119892375839,0,0,0,0,-0.112755084799956,0,0,0,0.221702711307899,0.306736939324366,0,0,0,0,0,0,0.0147641134826813,0,0,0,0.0707252086374069,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0273849155993997,0,0,0,0,0,0,0.0169080703767651,0,0,0,0,0,0,0,0,0.188828714539803,0,0,0.106196229843629,0,0.286273155899106,0,0.00427072047324449,0,0,0,0,0,0,0,0,0,0,0.00245041306547777,0,0,0,0,0,0,0,0,-0.000979848399970657,0.00963276572187564,0,0,0,0,0,0
X000898.SZ,0,0,0.0923446417479318,0.292584583774905,0,0,0,0,0,0,0,-0.0577327093407016,0,0,0,0,0,0.0936637330118546,0.244270727117116,0,0,0,0,0,0.0690412471510048,0,0,0.0301703795644193,-0.0480541184706588,0,0.0401791529910079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157901541872268,-0.0963092351425274,0,-0.0316634060132771,-0.0203338717484701,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,-0.126300375924551,0,0,0,0,0.159074100480894,0.159276881383133,0,0,0,0,0,-0.143417836244143,0.0540435993956605,0,0,0.0229302894539482,0,0,0,0,-0.137600041769615,0,0,0,0,0,0,0,0,0,0,0,0,0.250699170943432,0,0,0,0,0,0.415522537430482,0.431383536166616,0,-0.0106931515002753,0.0151114934920529,-0.277909750158178,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495570670538054,0,0.154398887825121,0.0600046029934136,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0254210375847376,0,0,0,0,0.262061613993732,0,0,0,0.0158108326063649,0.0252385290615404,0,0,0,0,0,0
X601158.SH,0,0,0,0.0653925146867008,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401243025795688,0.0824907712241431,0,0,0,0.0611165773748258,0,0.0172181865058548,0,0,0,0.00751768814526443,0,0,0,0,0,0.0102569139472838,0,0.0402960838574717,0,0,0,0,0,0.0133278390753584,0,0,0,0,0,0,0,0,-0.0194097843084181,0,0,0,0,0,0,0
X600008.SH,0,0,0,0,0,0,0,0.627679934871632,0,0,0,0,0,0,0.163652672114397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306730575377618,0,0,0.24994316554229,0.0903128617278127,0,0,-0.0485917463321644,0,0,0,0.328034430336105,0,-0.0222402622061241,0.0267215234206696,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,-0.0214305263111621,0,0,0,0,0,0,0,0,0.0816915793921623,0,0.102686422463478,0,0,-8.67361737988404e-19,0,0,0.0967012025255714,0,0,0,0.217974645373023,0,0,0,0,0,0,0,0,0,0,0,0.0926022262829704,-0.0188490100319063,0,0,0,0.0473538073442014,0,0.0258571897931863,0,0,0,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580295206146508,0,0.0372672252273134,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0628369538101183,0,0.022807817290244,0.0374633496160341,0,0,0.0739177038569001,0,0,0,0,0,0,0,0.0167128287503413,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.0115597351800911,0,0,0,0.29092398367057,0,0,0,0,0,0,0,0,0.0128043625311677,0,0,0.00622837360717689,0,0,0,0.0882455825809978,0,0,0.0151281966936666,0,0,0,0,0.128202656995135,0,0,0,0,0,0.126683063853991,0,0,0,0,0,0,0.10096979851884,0,-0.0156816371528106,-0.0216143013121799,0,0,0,0,0,0
X600352.SH,0,0,0,0,-0.044975849518551,0,0,0,0,0,0,0,-0.0108395632007625,0,0,0,0,0,0,0,0,0.0257171767056949,0,0,0,0,0,0,0.0638240726842492,0,0,0,0,0,0,0,0,0,0,0.0249450589374172,0,0.0196366475060364,0,0,0,-1.73472347597681e-18,0,0,-0.0193339920964273,0,0.0126371358972507,-0.00571711309141757,0,0,0,0,0,0
