,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X601991.SH,X600660.SH,X600188.SH,X600362.SH,X600027.SH,X600886.SH,X000709.SZ,X002466.SZ,X600157.SH,X600111.SH,X000959.SZ,X600339.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X600008.SH,X600219.SH,X002460.SZ,X000883.SZ,X600352.SH,X600583.SH,X000408.SZ,X600578.SH,X000792.SZ,X000630.SZ,X000539.SZ,X000723.SZ,X600021.SH,X600176.SH,X000027.SZ,X600160.SH,X000983.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.02741988002036,0,0,0,0.01866714748502,0,0.137865664674989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323015771013415,0,-0.0157295358479604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146197529769248,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0449584172094463,0,0,0,0,0,0.0666446027870812,0,0.0119172978400466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435289186527275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546753979738023,0,0,-0.0116591252458877,-0.00198108552438363,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.101544612262667,0,0,0,0,0,0,0,0,0.00426745291771841,0.0383108924363005,0,0,0,0,0,0,2.16840434497101e-19,0.0386322733990034,0,0.134899408603854,0,0,0,0,-0.00864078246669957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119803591885385,-0.0217177083469875,0,-0.00113385720644084,-0.0038745301108547,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0346425033485844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785282063979394,0.369105559828383,0,0,0,0,0,0,0,0,0,0.117805454294483,0,0,0,0,0,0,0,0,0,-0.0994308860598877,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0698431202223263,0,0,0,0,0,0,0,0.0458154568353521,0,0,0,0,0.130788554091838,0,0,0,0,0,0.0565581016243314,0,0,0,0.0244762732131807,0.100595870983304,0,0,0,0,0.0820629859507539,0,-0.0351256266204676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422054125605638,-0.0139238248086535,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249239322815994,-0.0632120279118948,0,0,0.066843079805841,0,0,0,0,0,0,0,0,-0.123821010105375,0.0762031156893089,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182083784550574,0,0,0,0,0.0669699569167505,0.0332254499173541,0,0.0103060780600385,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0930896674944347,0,0.0612478582479286,0,0,0,0,-0.0922082730973816,0,0,0,0,0,0,0,0,0,0.0448854495675739,0,0,0,0.26286399286864,0,0,0.023704607320102,0,0,0,0,0,0,0,0.203875269343726,0,0,0.113063221560099,0,0,0.0212629929030863,0,0,0.119149806857863,0,0.00125149032926032,-0.00985849490034929,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524665787810192,-0.0711933731604057,0,0,0.0974908407486695,0,0,0,0,0,0.229140553791155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426595585224039,0,0.0350317621871689,0.033217884685639,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996409324179118,0,0,0,0,0,0,0,0.00584718504070307,0,0,0,0,0.0103489307498328,0.0456367200762919,0.00428939216392505,0,0,0.238364574407728,0,0,0,0,0,0,0,0,0,0,0.179996790328735,0,0,0.00273324099731425,-0.00221319374736628,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0340618923119883,0,0,0,0,0,0,0,0,0,0.00048793331138165,0.317435502528885,0,0,-0.00100057436094123,0.140571664943246,0,0,0,0,0,0,0,0,0,0.418963061884006,-0.0749209343186788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108395604195136,0.0184031127757982,0,0,0,0,0,0
X600688.SH,0.177068242194499,0.388328691067413,0,0,0.0948847138121171,0,0,0,0,0.0145728789032544,0,0,0,0,0,0,0,0,0.0521924947088237,0,0,-0.0185658962959699,0,0.162964560512467,0,0,0,0,0,0,0,0,0,-0.057523338928016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352052072403544,0,0,0,0,0,0,0
X600547.SH,0,0,0,0.00877257319249391,0,0.13181047418197,0,0,0,0,0,0,0,0,-0.0762344720363277,-0.0410551547298914,0,0,0,0,0,-0.0172369317096414,0,0,0,0,0,0.29587881482545,0,0,-0.00314135843080329,0,0,-0.00165970478603909,0,0,0,0.0480613222787185,0,0,0.035221653937577,0,0,0,0,0,0,0,-0.0257423012350585,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0628805542647999,0.0862806478453547,0.0128579135259375,0.0144302344727378,0,0,0,0.0284733242784806,-0.0280415528781774,0,0,0,-0.0312578066313138,0,0,0,0,0,0,0,0,0,0,0,0.0213468464268946,0,0,0.0395201911493401,0,0,0,0,0,0,0.00138961564465056,0,0,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.31692294430747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895781709005373,0,0,0,0,0,0.0393876089834394,0,-0.0759728732522705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783749947568985,0.0020127623078462,0,0,0,0,0,0
X600309.SH,0,0,0,-0.191321565710819,0,0,0,-0.15288068609278,0,0,0,0,0,0.00940835660756137,0,0,0,0.199641538699187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176217470436073,0,0,0,0,0,0.0196564832573918,0,0,0,0,0.188240174442335,0,0,0,0.268397481993065,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,-0.00678815454421907,0,0,0,0,0,-0.106032574916287,0,0,0,0,0,0,0,0,0,0,0,0,0.361366903021531,0.113847498475836,0,0,0,0,0,0.0290499103385401,0,0,0,0,0.0489504926527559,0.109523125438986,0,0,0,0,0,0,0,0,0,0,0.0383552259403505,-0.0180121419799466,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118631412918682,0.116944281621949,0,0,0,0.164047817389434,0,0,0,0,0,0,-0.0299148389740277,-0.20216927637027,0,0,0,0,-8.67361737988404e-19,0,0.0307723118052324,0,0,0,0,0,0,0,0,0,-0.0796764515617432,0,0,0.317685569030322,0,0,0,0,0.00486262860347749,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,-0.0191335772212316,0.0201855855162465,0,0,0,0,0,0,0,0,0,0,0,0,0.116854203283171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056226528893531,0,0,0,0,0,0.264946809999966,0,0,0.0281756179203629,-0.0254032229710181,0,0,0,0,0,0
