,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X600688.SH,X601898.SH,X600795.SH,X601992.SH,X601991.SH,X601600.SH,X300072.SZ,X600309.SH,X600660.SH,X600886.SH,X600188.SH,X600362.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X002466.SZ,X600339.SH,X600111.SH,X000898.SZ,X601158.SH,X000959.SZ,X600489.SH,X600299.SH,X600008.SH,X000883.SZ,X600352.SH,X002460.SZ,X600219.SH,X002271.SZ,X600176.SH,X600578.SH,X000723.SZ,X600583.SH,X000630.SZ,X000408.SZ,X000539.SZ,X600021.SH,X000027.SZ,X000792.SZ,X600808.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296804353736452,0,0,0,0,0,0,0,0,0.0413595863798966,0,0.138251910412756,0.00373755522752051,0.0130787766565634,0,0,0,0,0,0,0,0,0,-0.0111605610778327,0,0,0,0,0,0,0.0065150383554999,0,0,-0.0191004194936674,0,0,0,0,0,0,0,0,0,0.027121574894685,0,0,0,0,0,-0.008165340783042,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.117851600027385,0,0.135534124379612,0,0,0,-0.000752852518875144,0,0.0364883034069903,0.039567615868261,0,0,0,0,-0.0755625772721199,0,-0.0267413417966542,0,0.0359334255698059,-0.0755767907213918,0,0.0914598035675217,0,0,0,0,0,0,0,-0.0629304223414376,0,0,0,0,0,0.0149693812752391,0,0,0,0,0,0,0,0,0,0,-0.00126028416096531,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.00175817697007379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758584149690815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812619063159273,0,0,-0.00636809882008352,0,0,0,0,0,0
X600019.SH,0,0,0.0171812713449995,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.110117112682819,0.0546788836648129,0,0,0,0,0,0.105072018086479,0,0.296587747344606,0,-0.0470930590665545,0,0,0,0,0,-0.0341539413826749,0,0,0,0,0,0,0,0,0,0,0,0,0.0530760366704817,0,0,0,-0.00525422851275461,0,0,0,0,0,0
X600011.SH,0,0,0.100567233108287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379895826163142,0.0584382287041429,0,0,0.078985839077245,0,0,0,0,0,0,0.0632052011905718,0,0,0,0,0,0,0,0,0,0,-0.0760263014777204,0,0,0,0,0,0.0510882506566821,0,0.00834010554901867,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.153859910670314,0,0,0,0,0,0,-0.00866213441081773,0,0,-0.0802966305423067,0,0,0,0,0,0,0,0,0.0988262453946946,0,0,0.0569038897665657,0,0,0,0,-0.0408710946630573,0,0,0,0,0,0,0,0,0,0,0.0887322228352294,0,0,0,0,0,0,0,-0.0109298469033418,-5.42101086242752e-20,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.111660011827899,0,0,0,0,0,0,0,0,0.00199550363936412,0,0,0,0.108658157361663,0.116655050435649,0,0,0,0,0.123139398164503,0,0,0,0,0,0,-0.0715395509663518,0,0,0,0,0,0,0.0949310771126362,0,0,0,0,0.00878799694442245,0.0126417496319273,0,0,0,0,0,0
X600688.SH,0.355525731303807,0.262075236952431,0,0,0,0,0,0,0,0,0,-0.0650809294094034,0,-0.000885585853944811,0,0,0,0,0,0,0,0.00160761326064562,0,0,0,0,0,0,0,0.0193545086464114,0,0,0,0,-0.0287657667433321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00866164884752501,0,0,0,0,0,0,0
X601898.SH,0,0,0.0245119215520159,0,0,0,0,0,0,0,0,0,0,0,0.0418166472516132,0,0,0,0.383671607570207,0,0,0,0,0.0150118752869406,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0282643164140393,0,0.0843343568818365,0,0,0,0,0,0,0,-0.0147339533421081,0,-0.0200699004688866,-0.000511387823996229,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0285335615349019,0,0,0,0,0,3.3881317890172e-21,0,0,0.0516536276591611,0.0284650083236858,0,0.0269276096605074,0,0,0.00723445847398065,0.0827404994560915,0.0660044996775692,0,0,-0.00406933470635232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375838845753159,0,-0.0568514069356115,0,-0.0235354382293737,0.110996417110939,0,0,0,0,0,0,0,0.00548128618601494,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556322725920258,0,-0.0776268023500611,0,0,0,0,0.358475153024812,0,0,0.281023440313183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126010095072039,0,0.0899541656095095,0.0101447865012083,0,0,0,0,0,0
