,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X601991.SH,X300072.SZ,X600309.SH,X600188.SH,X600027.SH,X600157.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000883.SZ,X000408.SZ,X000723.SZ,X000825.SZ,X000983.SZ,X000539.SZ,X600021.SH,X601699.SH,X000027.SZ,X002092.SZ,X600623.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.328060136779583,0,0,0,0,0,0,0.0298399251624429,0,0,0,0,0,0,0,0,0,0,0,0,0.00420043353736894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577237408510332,0,0,0,0,0,0,0.0528020547519165,0,0,-0.00438917414172465,-0.00365524768126712,0,0,0,0,0,0
X600028.SH,0.817319246392303,0,0,0,0,0,0,0,0.0168948599216623,0.0357467099285809,0,0,0,0,0.0413483621980982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012463910504087,0,0,0.0313777489227589,0,0,0,0,0,-0.177093358966795,0.0284765343592332,-0.0121443221506639,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747867221104248,0,0.0908444128896899,0,0,0,0,0.0233186947498706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144682583532563,0,0,0,0.0160472261168274,0,-0.0243548563793263,0.0145076731590063,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.00813751855941534,0,0,-0.0452227141525754,0.291551363809492,0,0,0,0,0.181161958386213,0,0,0,0,0,-0.0758946734410651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040256244316147,0,0,0.102243544276859,-0.0450417484910601,0,0.0165985398120827,-0.0131346735562217,0.0122370665384559,0.0513015697444555,0,0,0,0,0
X600019.SH,0,0,0.0667393153609329,0.111381845747643,0,0,0,0,0,0,0,-0.0838408046503056,0,0,-0.0147514540558774,0,0,0,0,-0.11114075436151,0,0,0,0.235221042395092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0374150803420094,0,0,0.0597337260504496,0,0,0,-0.115924926547259,0,0.00150998372520519,-0.019302470404857,0.0167287514887907,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820987662193114,0,0.0834129318511679,0,0.11747180663266,0,0,0,0,0,0,0,0,0,0,0,0,-0.203126625258592,-0.015820696861773,0.13425345984018,0,0,0,0,0,0,0,-0.105981816623255,-0.19855375656204,0.00578107696020172,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0416965686314662,0,0.0207946911263173,0,0,0,0,0,0,0,0,0,0,0,0,0.170269688864746,0,0,0,0,0,0.0176795731252944,0,0,0,0,0,0,0.090815835141429,0,0,0,0.00171372931437255,0.0717980979707134,0,0,0,0,0,0.0798495314687115,0,0,-0.0299572782954899,0.011072797058818,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.126962888525231,0,0,0,0,0,0.00686318116607895,0,0,0,0,0,0,0.0935270507437292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307165063653936,0,0.169683125789317,0,0,0.114855381089638,0,0,0,0.00488012741838822,0,-0.0345492904752128,0.0108868977706703,0,0,0,0,0,0
X601600.SH,0,-0.0528917587829752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253636975916249,0,0,0,0,-0.125737190830636,0,0,0,0.114893104160378,0,0,0,0.402241368394228,0,0,0,0,-0.0169299988986954,0,0,0,0,0,0,0,0,0.147651122482238,-0.14618566319426,-0.0190696195498885,0.00942906741727071,0,0,0,0,0,0
X600688.SH,0,0.403187768590154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156347540222982,0,0,0,0,0,0,0,0.0246118477757318,-0.0243694648839535,0,0,0.0504489822012632,0,0,0.0522624321614782,0,0,-0.0309273359060925,0,0.00332203140657801,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.138162899131711,0,0,0,0,-0.0414710654528549,0.0534707719232115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410972340153648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520368336854108,0.262505028210823,0,0,0,0.138350626990582,0,-0.0339270891552032,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.0172981595015073,0,0,0,0,0,-0.0272956452237136,0,0,-0.00636792346700869,0,0,0,0,0,0,0,0.0135038295483006,0,0,0.823695248849768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467561002614632,0,-0.101643461444725,0,0,0,0,0,0,0,-0.0300166532375373,-0.0144868922277113,0.00958928331622016,0,0,0,0,0,0
X600795.SH,0,0,0,0,-0.0554640974147885,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0639071704067724,0,0,0,0,0,-0.0512243114377474,0,0,0,0,0,0.0246526207848088,0,0,-0.0269147183057589,0,0,0,0,0,0,0.0850764807155802,0.0512691583194468,0,0,-0.000551295545390505,0.00697278585604483,0.060952355432623,0,0,0,0,0
X601991.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081128874071547,0.0327618689552347,0,0,0.017992043212188,-0.030128224489968,0,0.0352738517356954,0,-0.0242439998434612,0,0,0,0,0.0133214933712373,0.0819630496698514,0,0,0,0,0,0.0507455263762738,0.144613331826782,0,0,0.00326076998014148,-0.00441161708164545,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0.116485146419947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550627282187643,0,0,0,0,0,0,0,0,0,0,0,0,0.00488965001867861,-0.0202909275642663,0,0,0,0,0,0,0.0872929098923884,0,0.100246667289056,0,0.0196084985548788,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.17197636710668,0,0,0,0,0,0.0256050607587418,0,0,0,-0.0740996157177177,0,0,0,0,0,0,0,0,0,0,0.0885303547182736,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533777830545716,0,0.143676845726354,0,-0.0163119040622957,0,0.066717644232554,0.0575532283272198,0,0,-0.000575360345604887,-0.0139318311633728,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.440284439441355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.01236300355653,0,0,0,0,0,0,0.0199414963101618,0,0,-0.0195167560878328,0.128065386967011,0,0,0.149086924034055,0.0587794620299632,0.0259616088613782,0,0.00313357715764568,0,0,0,0,0,0
