,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002466.SZ,X600886.SH,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X002271.SZ,X600362.SH,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000983.SZ,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000630.SZ,X000932.SZ,X000408.SZ,X600985.SH,X600219.SH,X000933.SZ,X300037.SZ,X600688.SH,X000629.SZ,X600612.SH,X000723.SZ,X002353.SZ,X600096.SH,X600157.SH,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.666834387401865,0.179294072935164,0,0,0,0,0,0,0,0,0,0,0,0,0.130955917653068,0,0,0,0,0,0,0,-0.103856866409422,0,0,0,0,0,0,0,0,0,-0.0330977909816351,0,0,0,0,0,0,0,0,0,0,0,0,0.0459950520807124,0,0,0,0,0.000273709976246133,0.00615494821998097,0,0,0,0,0,0
X600028.SH,0.516709805334826,0,0,0,0,0.139803030148452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329017090345254,0.0346288206000943,0,0,0,0,-0.0113793461712769,0.122346329822974,0.0325330522746851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617086985023158,0,0,0,0,0.00327332566862017,0,0
X601088.SH,0,0.107861511966535,0,0,0.122778309784671,0,0,0,0.180507159961835,0,0,0,0,0,0.00403476303290154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458667409243907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226642875088481,0.00544084380622912,0.013394272779889,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0539491194969856,0,0,0,0,0,0.248125712744807,0,0,0.0329073356581406,0,0,0,0,0,0,0,0,0,0,0,0,0.0162584468955323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273462992161627,0,0,0,0,-0.188435281568784,0,0
X600188.SH,0,0,0,0,0,0.0882950291784651,0,0,0.306658176871447,0,0,0,0,0,0,0,0,0,0,0,0.0250398890883203,0,0,0,0,0.069226556401537,0,0,0,0.326852597790185,0,0,0,0,0,0,0,0,0.145571910693867,0,0,-0.0457261194180257,0,0,0,0,0,0,0,-0.12123430802031,0,0,-0.00932251634277826,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0695766275504113,0,0.196911098544687,0,0,0,0,0,0,0,0.111056157769766,0,0,0,0.10898143512942,0,0,0,0.0152331984818102,0,0,0,0,0,0,0,0,0,0,0.0399031310151272,0,0,0.31315228758277,0.328625961142715,0,0.02866912856563,0,-0.12655807864793,0,0,-0.151416546707282,0,0,0,0,-0.0885451533843084,0,0,0.00122274641014727,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0194777054301488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314580741784354,0.178406901921573,0,0,0,0,0,0.0467516766067743,0,0,0,0,0,0,0,0,0,0,0.0213374884169685,0,0,0,0,0,0,0,0,0,0,0.00376052676674401,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0963950427732266,0,0,0,0,0,0,0,0,0,0.0584578043554572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511789373752435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115203222697219,0,-0.00642510172861578,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.190023380790365,0.0288687261936534,0,0,0,0.0249251812356931,0,0,0,0.073630531385728,0,0,0,0,0,0,0,0,0,0,0,0.296134933955069,0.123675988001808,0.00074679370094949,0,0,0,0,0,0,0,0,0,0.0829478846034342,0.0394355200201649,0,0,-0.0300748208875318,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0.0322211370496283,0,0,0,0.0669722936634886,0,0,0,0,0,-0.13626276926425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454793418564205,0,0,0,0,0,0.0558996302386937,-0.0517509923315496,0,0,0,0,0,0,0,0,0,0,0,0.0592054916540813,0,0,0,0,-0.00218176964022627,0,0,0,0,0.0226621597411277,0,0
X601600.SH,0,0,0,0,0,0.0931078415131649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148253172443842,0.287922411728376,0,0,0.214309571275523,0,0,0,0,0.244910720063065,0,0.0709296567028141,0,0,0,0,0,0,0,0,0.00283135176139921,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0559136888448823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.041940204671751,0,0,0,0,0.146896832185804,0,0,0,0.0120734516823185,0,0,0,0,0,0,0,0,0.0948551659853319,0,0,0,-0.136735354138478,-1.73472347597681e-18,0.013497494488952,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.149520027203046,0,0,0,0,0,0,0,0.109309218811358,0.000610911852013284,0.220061876749106,0,0,0.0312393179945628,0,0,0,0,0,0,0,0.0154708379487951,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00349556551389404,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189561251825638,0,-0.0168377788527562,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747687131507991,0,0,0,0,0,0,0,0.0749279762687468,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00390128128622791,0.00999326724350866,0.0816967001345919,0,0,0,0,0,0,0.00111974424018199,0,0,0,0,0,0
X600886.SH,0,0.195220994069802,0,0,0,0.00637249404473337,0,0.272175606857874,0,0,0,0,0,0,0,-0.0121437458385304,0,0,0,0,0,0.0337735290837787,0,0,0,0,0.109873857946529,0.0634972290644007,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645274380562166,0,0,0,0,0,0,0,0,0,0,0.0219337100320146,0.0588403470468698,0,0,0,0,0
X002460.SZ,0.0870211352737538,0,0,0,0,0,0,0,0,0,0,0,0,0.799108773028149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265180025768149,0,0,0,0,0,-0.0385948630448308,0,0,0,0,0,0,-1.73472347597681e-18,0.104360084898788,0,0,-0.0623867040334582,0,0,0,0,0,0,0.0122782165189341,-0.0287401338077764,-0.0170987602156909,0,0,0,0,0
X600111.SH,0,0,0,0,0,-0.0219962125701287,0,0,0,0,0,0,0,0.284343845025676,0,0,0,0,0,0,0,0,0,0,0,0,0.140827257001728,0,0.125623660050359,0,0,0,0,0,0.0670855325420765,0,0,0,0,0,0,0,0,0.0465804082631056,0,0,0,0,0,0,0,-0.0455145145287883,0.0822097787520206,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866781450040953,0,0,0.347564582288939,0,0,0,0,0,0.0211165725648273,0,0,0,0,0,0,0,0.0337387214513576,0,0,0,0.0322857333160101,0,0,0,0,0,0,0,0,0,0,0,0.0359477047729799,0,0.123864495923821,0,0,0.00760372743264587,-0.00288856284904006,0,0,0,0,0,0
X000708.SZ,0.192153543666287,0,0,0,0.00227179647801641,0.150794673012438,0.0442143743063452,0,0,0,0,0,0,0,0,0.117611322330752,0,0,0,0,0,0.137489376879733,0.0419164082789482,0.206833524389558,0,0,0,0,0,0,0,0.02331519046646,0,-0.213133758452155,0,0,0.106238466034138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147708691445767,0.00831017662944505,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205405466164466,0,0.00781620138846175,0.0547500459178157,0,0,0,0,0,0,0.0448011067554163,0,0.0396242474155775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185374800208584,0.00636297322356591,0,0.106637545958774,0,0.105333646865069,0.0514934849412828,0,0,0.057972661934553,0,-0.00739988439634804,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.131547232366194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465900896645301,0,0.130192406430402,0,0,0,0,0.132978438604247,0,0,0,0,0,0.0446765503940073,0,0,0,0,0,0.18624603990085,0,0,0,0,0,0,0,-0.0213990835810515,0,0,-0.0232722590244468,0.0357148721012331,0,0,0,-0.126372676742803,0,0
X600795.SH,0,0,0,0,0.134014377690262,0,0,0.0502467379151449,0,0,0.199034496731777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103865276325753,0,0.211934909291224,0,0,-0.0694566022028271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175232283468669,0,0.0199263215300588,-0.100364565842201,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.28520611744643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486496711722561,0,0.195379096344669,0,0,0.0290444279823335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139807240466192,-0.0887471196794342,-0.00138692591536354,-0.0128126087179667,0,0,0,0,0,0
X002271.SZ,0,0,0,0.057353158370286,0,0,0.470788466531664,0,0,0,0,-0.100910680185764,0,0.202531669507247,0,0,0,0,0,0,0,-0.178084788122417,0.0842848817678643,0,0,0,0,0,0,0,0,0,0,0.0974713796800812,0,0,0,0,0.0832117078641707,0,0,0.191122921721567,0,0,0,0,0,0,0,0,0.0314757107869193,-0.00198387467544667,-0.0111899221373152,0,0,0,0,0,0
X600362.SH,0,0,0,0.100753381161122,0,0,0,0,0,0,0.109737660049717,0,0,0,0,0,0,0,0.0616579747353528,0.0675872930886553,0,0,0,0.0724755186194099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111211441432011,0,0,0.0571969317728327,0.176925381038662,0.0819077215088134,0,0.0164993603058374,0,0,0,0.0146858314291718,0.00586428603639245,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.353920024148342,0,0,0,0.243920523651551,0,0,-0.019233458998938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111653686208652,0,0,0,-0.028993375357527,0,0,0,0,0,0,0.0660937977265385,0,0,0,0,0,0.0358587105498788,0,0,-0.174873619873974,0,-0.00353835914051052,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122544450017855,0,0,0,0,0,0,0,0,0.433850487668789,0,0,0,0,0.383744195687522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425339600097094,-0.00834827253662619,-0.00186646016329928,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0.645613796930315,0.159248124218716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118292615240306,0,0,0.0895939844440304,0,0,0,0,0,0,-0.00332656072396666,-0.00331309206356675,0,0,0,-0.0169825201143716,0,0
X600027.SH,0,0,0,0,0,0,0,0.384637333025133,0,0,0,0,0,0,0,0.0360350338102383,0,0,0,0,0,0,0,0,0,0,0,0.18073577484308,0,-0.0170253877892887,0.160679327980164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190527975933878,0,0,0,0,0,0,0
