,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600011.SH,X600886.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X000408.SZ,X002128.SZ,X601699.SH,X600176.SH,X000877.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X600157.SH,X002353.SZ,X600378.SH,X000831.SZ,X002271.SZ,X600995.SH,X300037.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.508112517552018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489602782742276,0,0,0,0,0.11145107900137,0,0,0,0,0,0.0636163526304832,0,0,0.0320614795509624,0,0,0,0,0,0,0.0122533478888779,0,0,0.0797702290198962,0.0241910273744595,0,0,0,0,0,0,0,0,0,0,0,0,-0.00147378719312462,0,0
X601088.SH,0.0820594689603644,0,0,0,0.333461942932336,0,0,0,0.0433381389783264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518960991570994,0,0.097057343385972,0,0,0,0,-0.0452284468340309,0,-0.0578885923880179,0,0,0,-0.0104473425521483,0,0,0,-0.0143331091744707,0,0
X600028.SH,0.531457465348769,0,0,0,0.0410841362335378,0.137270749081613,0,0,0,0,0,0,0,0,0,0,0.0223185262190636,0,0,-0.025551050294264,0.0472251580230623,0,0,0,0,0,0.205266144865,0,0,0,0,0,-0.0569921218318615,-0.0406459711492739,0,0,0,0,-0.0606720005927985,0,0,0,0,0,0,0,0,0,0,-0.0784446830821295,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052066799574013,0.348531193841973,0,0,0.0230134423200988,0,0,0,0,0,0,0.172853960060887,0,0,0,0,0,0.0341484515447414,0.0504375960348968,0,0,0,0,0,0,0,0.0574640464788656,0.0415169259802805,0,0,0,0,-0.0541491529948217,0,0,0,0,0,0,0
X601898.SH,0.0331305414630026,0,0.354388527627691,0,0,0,0,0,0,0.100273273449652,0,0,0,0,0,0,0,0,0,0,0.0177628845302079,0.0231696900783348,0,0.0626427286311758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0807952835837359,0,0,0,0
X600188.SH,0,0,0,0,0.172374069244141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170940385591947,0,0,0,0,0.107110060752739,0,0,0,0,0,0,0,0,0,0.427477735375314,0,0,0,0,0,0,0,0,0,0.165360138157374,0,0,0.128391817924566,0,0,0,0,0,0.0842581680310859,0,0,-0.0357374852969319,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.0393840389812261,0,0,0,0,0,-0.0160330985196036,0,-0.065437471580804,-0.288614779522231,0,0.151112148909369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036079466680652,0,0,0,0.06779559592673,0,0,0,-0.0305332031592978,-0.000344113876525418,0.337858232950794,0,0,-0.0399155377515991,0,0,0,0,0.0313206781958969,0,0
X600019.SH,0.17047021590167,0,0,0,0,0,0,0,0.153193163239274,0,0,0,0,1.73472347597681e-18,0.0280579708893359,0,0,0,0,0,0.0723114878281011,0,0,0.134318959966229,0,0,0,0,0,0.148882177046044,0,0,0,0,0,0,0.0339042262889869,0,0,0,0,0,0.0849295645419645,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00450146121738121,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071704351443759,0,0,0,0,0.0507716647349886,0,0.484194020321066,0,0,0,0,0,0,0,0,0.301675826244655,0.233570305875813,0,0,0,0,0,0,-0.0639822123799442,0,0,0,0,-0.0178419822770113,-0.0492254468738778,0,0,0,0.0394067894144529,0,0
X600585.SH,0,0,0,0,0.124757654103548,0,0,0,0,0,0,0,0,0.0550217883574595,0,0,0,0,0,0,0.0495749271220003,0,0,0,0,0,0,0,0,0,0,0,0.156320391901281,0,0,0,0.300288723075394,0,0,0,0,0.0619061220688915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186517211628225,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255417533033169,0,0,0.0241709717889231,0.231915929949598,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0249648647455625,0,0,0.0455616611631554,0,0.0445159923053945,0.000927280895889977,0,0,0,0,0.00356715133104366,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438878638696547,-0.0728115142252068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192729353463929,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0480876635506669,0,-0.0178519017363789,-0.00764476038765785,0,0,0.0410507906995858,0,0,0,-1.73472347597681e-18,0,0
X600547.SH,0,0,0,0,0,0.0385166361829175,0,0,0.0668116539041443,0,0,0,0,0,0,0,0,0,0,0.0147157495401425,0,0.701933323790657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00612944341840022,0.0175632977039339,0,0,0,0,0,0
