,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600188.SH,X600027.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X600886.SH,X002466.SZ,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X601158.SH,X000792.SZ,X600583.SH,X600352.SH,X000898.SZ,X600489.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000983.SZ,X000027.SZ,X000630.SZ,X000629.SZ,X000723.SZ,X002470.SZ,X600549.SH,X000060.SZ,X600176.SH,X601699.SH,X002407.SZ,X600021.SH,X000959.SZ,X600022.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0185155474571862,0,0.0545763607711586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192587378487026,0,0,0,0.0733742107007846,0.00437222171366156,0.031928772433685,0,0,0,0,0,0,0,0.00707843196563776,0,0,0.043296082460303,0,0,0.0277607302976728,0,0,0,0,0,0,0.012500889912683,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.116925277298294,0,0,0,0,0,0,0,0.0461251392336245,0,0,0,0,0,0,0,0,0.0315651719370818,0,0,0,0.144314039112101,0,0,0,0,0,0,0.0212082777691139,0,0,0,0,0,0.0540277038367775,0,0,0.0425160321143818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.00718504151814743,0.0322322569319684,0.163739277177528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733302770702071,0.0212420491688062,0,0,0,0,0,0.044312902335327,0,0,0.0864176776009426,0.0535022825511788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0302579719706263,0,0,0,0,0,0,0,0.127136033270745,0,0,0,0,0,0,0,0,0,0,0,0,0.0823812353922583,0.117715439767008,-8.67361737988404e-19,0,0,0,0,0,0,0.0113675518887658,0,0,0,0,0,0,0,0,0.0052798288912129,0,0,0,0.0088564038941774,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220745808459207,0,0,0,0,0,0,0,0,0,0.176513873359986,0,0.0170657127123024,0,0,0.138132496007506,0,0,0,0,0,0,0,0.0381716303832431,0.0778990258880514,0,0.103874236605231,0,0,0,0.0318973226925994,0,0,0,0,0,0.0161690390941379,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175546501344146,0,0,0.382362744192107,0,0,0,0,0.0282577820775692,0,0,0,0,0,0.043803996217588,0,0,0.0569895400866798,0,0,0,0,0,0,0.0074056110237262,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0232135993394571,0,0,0,0.0714656356368212,0,0.0473076884577053,0,0,0,0,0,0,0,0,0.00628581649434703,0,0.0572798685248383,0,0,0,0,0,0.310570282372496,0.0810350899537992,0,0,0,0,0,0,0,0,0,0,0,0.0248458328811198,0,0,0,0,0,0,0,0,0,-0.0506589872059502,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699745828600619,0,0,0.105164137541793,0,0,0,0,0,0.0599576545992589,0,0,0,0.266851258952365,0,0,0,0,0,0,0,0,0,0,0,0.210999514111303,0,0,0,0.105189082625439,0,0.00807355255157524,0,0,0,0,0,0,-0.0441933692582199,0.0687455723151469,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0275323114468896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605636812231597,0,0,0,0,0.0992201566841316,0.0527502870213136,0.231796160169192,1.0842021724855e-19,0,0,0,0,0.0689820224223826,0,0,0.211302648919868,0.0433698272114474,0,0,0,0,0.0370930949579939,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114807109504795,0,0,0,0,0,0,0.188108828514859,0,0,0,0,0,0,0,0,0,0.0617325524559246,0,0.213554302881133,0.00678044036110394,0,0,0,0,0,0.202226117889255,0,0,0,0,0,0,0,0,0,0
