,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600886.SH,X600111.SH,X600309.SH,X600489.SH,X600660.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000408.SZ,X000723.SZ,X600352.SH,X000959.SZ,X000883.SZ,X600583.SH,X000983.SZ,X000539.SZ,X600549.SH,X000027.SZ,X600176.SH,X600021.SH,X000630.SZ,X002470.SZ,X600758.SH,X600160.SH,X000012.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0205666542967736,0,0.0462715308058325,0,0,0,0,0.00114602691510674,0,0,0,0.0408083351707906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401524076913643,0,0,0,0,0,0,0,0,0.042766484934375,0,0,0,0,0.00273703305777916,0.00742972717305315,0.018138200506904,0,0.0184557109954308,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.103805303101043,0.107632296061918,0,0,0.0300625815604545,0,0,0,0,0,0,0,0,0,0,-0.013849239902924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460268396964091,0,0.0100025352980431,0,0,0,0,-0.0128257579150898,0,0,0,0.0422526146684727,0,0.025612416271349,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.141262590898295,0,0.0412204998505238,0,0,0.0127653543277045,0,0,0,0,0,0.0686506356734913,0.0345573567154395,0.0455861589482771,0,0,0,0,0,0.00195560470440964,0,0,0,0,0,0,0,0,0,0,0.0129225292363684,0,0,0,0,0,0,0,0.0921422025959239,0,0,0,0,0.015208487513378,0.0453669520950909,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0982354561624602,0,0,0.0834307391241031,0,0,0,0,0,0.183921078959089,0,0,0,0,-0.0165068721904778,0,-0.1228582178129,-0.0144287229646324,0,0,0,0,0,0,0.289138492993229,-0.0399268818805005,0,0,0,0,0,0,-0.154338040757753,0,0,0,0,0,0,0,0,0.0358338083700339,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0306234547597888,0,0,0.018028063484619,0,0,0,0,0,0,0.00737363052535638,0,0,0,0,0,0,0,0.273325119689657,0,0,0,0,0,0,0,0,0,0.0686423253449485,0,0.0390730288580811,0,0,0,0,0,0,0,0,0,0,-0.0074376115767139,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.166171954792169,0,-0.0126984229586775,0.0743300051780691,0,0,0,0,0,0,0,0,0,0.240633760385246,0,0,0,-0.106069764260009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013571493483806,0.112579854993336,-0.0156269381011331,0,0,0.0252286298776658,1.0842021724855e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.00646147000177475,0.00680362169129737,0,0,0,0,0,0,0,0,0,0,0.0742927080243973,0,0,0.000889169833271856,0,0,0,0,0,0,0,0,0,0,0.0845841434824632,0,0,0,0,0,0,0,0,0,0,0.350987314500775,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576588981975478,0,0,0,0.0633991367869685,0,0,0,0.00189413462324543,0,0.281415780248874,0,0,0,0,0,0,0,0,0,0,0,0.0721584443373397,0,0.127339501077854,0.0164298725910956,0,0,0.00211359994378882,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.00863132726078825,0,0,0.0251886653154317,0,0,0,0.126392071120245,0,0.110758224703968,0,0,0,0,-0.00508486614671745,0,0,0,0.0495272197083664,0,0,0,0,0,0.0374190871075447,0,0,0,8.67361737988404e-19,0,0,0,0.0401594190326076,0,0,0,-0.0178939916690261,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550263225291021,0,0,0,0,0,0,0.126799288262954,0,0,0,0,0,0,0.116311882397747,0,0,0,0,0,0,0,0,0,0,0.635288969694427,0,0.0495394693167392,0,0,0,0,0,0,0,0.0667190494334488,0,0,0.0250357957522785,0,0,0,0,0,0,0
