,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600188.SH,X600886.SH,X600362.SH,X600111.SH,X600688.SH,X600027.SH,X601992.SH,X600583.SH,X000709.SZ,X600309.SH,X600352.SH,X000898.SZ,X601158.SH,X600157.SH,X000792.SZ,X600660.SH,X000027.SZ,X000629.SZ,X600547.SH,X600489.SH,X002353.SZ,X000539.SZ,X600808.SH,X600008.SH,X000825.SZ,X600021.SH,X000060.SZ,X000831.SZ,X600549.SH,X600219.SH,X600307.SH,X000630.SZ,X600315.SH,X002470.SZ,X601699.SH,X600578.SH,X002004.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.441005105549678,0,0,0,0,0,0,0.0346876000488164,0,0,0.0781179753523053,0.173285408304685,0,0,0,0,0,0,0,0.0435587079958175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0146036131445319,0.0255285087079235,0,0,0,0,0,0
X600028.SH,0.541681457562213,0,0,0,0,0,0,0,0.01061838571309,0,0,0,0,0,0,0,0,0,0.0604808776138099,0,0,0,0.0520342408883474,0.0170480042819205,0,0,0,0.0984913302138663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605552766201071,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0800044867141614,0,0,0,0,0,0,0.201767225811532,0,0,0,0.106485835943928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149183552457499,0,0,0,0,0,0,0,0,0,0,0,0,0.0429809818321529,0,0,0,0,0,0,0.486775085155199,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00847420036763061,0,0,0,0.0893325032843087,0,0,0,0,0,0,0,0,0,0.0138887449646087,0,0,0.219951984769605,0,0.250803901234157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666172607413705,0,0,0,0.148891089085412,0,0,0.0221819159692566,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.272092581882651,0,0,0.16527205412054,0,0,0.195111820541056,0,0,0,0,0,0,0,0,0,0,0.0536125566570537,0,0,0,0,0,0,0,0,0,0,0,0.0513161418739312,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0784909205360954,0,0,0.0284724426324898,0.235001556365236,0.00239595419011657,0,0,0,0,0.27168673025861,0,0.0304416934091086,0,0,0,0.14715760215156,0.0291611378592822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00202243601127435,0,0,0,0,-0.00611109342153436,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.00921752046301011,0.425755478532121,0,0,0,0,0,0.083570213002193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101429322558551,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532618115406997,0,0,0.0640106632353541,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0856187356320153,0,0,0,0.083942510196593,0,0,0,0.0901352916590336,0,0,0,0,0,0.0434350999145486,0,0,0,0,0,0,0,0,0,0.0237605893438026,0,0,0,0,0,0,0.0544586979449724,0,0,0,0,0,0,0,0,0,0,0.0894591712878527,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.346169752653375,0,0.00187047409140937,0,0,0.189981094450139,0,0,0,0,0,0,0.0807193856647581,0,0,0,0,0,0,0,3.46944695195361e-18,0.180368981644174,0,0,0,0.0159810096253629,0,0,0,0,0,0,0,0.0178389054185509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.216704789178811,0,0.304207248102091,0,0.0311079065296235,0,0,0,0.0111955149519466,0,0.156499598668248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179524587343586,0,0,0,0.0514244200885919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
