,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X601898.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X600886.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X601158.SH,X002075.SZ,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000898.SZ,X600021.SH,X600352.SH,X601918.SH,X002353.SZ,X000883.SZ,X002470.SZ,X000629.SZ,X000792.SZ,X600863.SH,X600022.SH,X600307.SH,X600489.SH,X000878.SZ,X600808.SH,X600098.SH,X600660.SH,X600547.SH,X000060.SZ,X600578.SH,X000825.SZ,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.632155273730064,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222371011197492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431911893067846,0,0,0,0,0.0295262670064217,-0.0052547336337044,0,0,0,0,0,0
X600028.SH,0.388354671946093,0,0.0254110111539309,0,0,0,0.229953489454482,0,0,0,0,0,0,0,0,0,0.0444325424873937,0,0,0,0,0,0,0.111842890801963,0,0,0,0.00536480990253241,0,0.0265715228580896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192445533679519,0,0,0,0,0,0,0
X601088.SH,0,0.156147640361772,0,0,0,0.192557826524543,0.0215605579957799,0,0,0,0,0,0,0,0,0,0.0931720334793898,0,0,0.0357087035142017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439136823306966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00592302742532574,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0914565849666065,0,0,0,0,0,0.207868930395346,0,0.202222175241502,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.033457821931187,0,0.0311569295410693,0,0,0.0150087986172392,0,0,0,0,0,0,0,0,0,0,0.0302203620970706,0,0,0,0,0.20988946239758,0,0,0,0,-0.00646100137223177,0,0,0,0,0,0
X600010.SH,0,0,0.0944767096151443,0,0,0,0.146311602351658,0,0,0,0,0,0,0,0,0,0.045579656159351,0.0521445640134466,0.235718951816173,0,0.0357273620477289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037519050289634,0,0,0,0.103828838620123,0,0,0,0,0,-0.0261728201797576,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.210061721191448,0,0,0,0,0,0,0,0.391097251072309,0,0,0.288036117830874,0.0176843551365628,0,0,0,0,0,0,-0.0632945030127976,0,0,0,-0.0540817769822285,0,0,0,0.0112864561559235,0,0,0,0,0,0,0,0,0,0.182616228353344,0,0,0,0,-0.0414375607490119,0,0,0,0,0,0
X600019.SH,0,0.0169744039683788,0,0.152710401547883,0,0.00379030964465556,0,0,0,0.00438748523421804,0,0,0,0,0,0,0,0,0,0.038591345313776,0,0,0,-6.93889390390723e-18,0,0,0.513870731591887,0.0978644116698811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0.0832843379304884,0,0,0.0472520454622638,0,0,0.125665470768002,0,0,0,0,0,0,0,0,0,0.0473975592064219,0,0.101342287139906,0,0,0,0,0,0.0942315458187814,0,0,0,0,0,0,0,0.0243717797708048,0,0,0,0,0.0116200786044104,0,0,0,0,0.222824828781675,0,0,0,0,0,0,-0.0111341570004755,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.165886448963107,0,0,0,0,0,0,0.00671656787602426,0.149436824695773,0,0,0,0.0798980121732585,0.0681189296170481,0.0892783033139375,0,0,0.086348545956794,0.0529135701866465,0,0,0,0,0,0,0,0,0,0,0,0.0264984176664651,0,0,0,0,0.0372523960363347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0.154353629325018,0,0,0.177967507666195,0,0,0,0,0,0,0,0,0,0,0.0215474095912862,0,0,0.0688348100999092,0,0,0,0,0.0383787474482946,0,0.0573749781074951,0,0,0,0,0,0.149376694397385,0.00780141480263606,0,0,0,0,0,0,0,0,0.0800586127799631,0,0.0209363622990449,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.00862988015080876,0,0,0,0,0,0.0184384397287794,0,0.359130848155636,0.0252566275772397,0,0,0,0,0,0,0,0.0476380249397078,0,0.0742050658688726,0,0,0,0,0,-0.0803897858956504,0,0,0,0,0,-0.0177055074360009,0.059236979740951,0,0,0,0,0,0,0,0,0,0,-0.046407613124335,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0622592541070357,0,0.189932392228682,0,0,0,0,0,0,0,0.0642115556936333,0,0,0.279892643830891,0,0,0,0,0,0,0,0,0,0,0,0,0.00373859571702737,0,0,0,0,0,0.021860627858002,0,0,0,0,0,0,0,0,0,0.136015983000567,0,0,0,-0.00918747745990097,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.0810941568937856,0,0,0,0,0,0,0,0,0,0,0,0.353711220143732,0,0,0,0.104824946916978,0,0,0,0,0,0.385384346660807,0,-0.0221884210059704,0,-0.0456077652227769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233660650252483,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.189591597600638,0,0,0.149537795445795,0,0,0,0,0,0,0,0.0844263718689682,0,0,0,0,0,0,0.168308863189057,0,0,0.035447759909688,0,0,0,0,0.03379574298827,0,0,0,0.00767959617017729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226975148939957,0,0,0,0,0,0
X000709.SZ,0.156650092963383,0,0,0,0,0,0,0,0,0,0.187612159663693,0,0,0,0,0.0688323402283169,0,0,0,0,0,0,0,0,0,0,0.13634122641692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258791375925079,-0.0084499915118102,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344968047426355,0,0,0,0,0,0.195071665386101,0,0.143186024961286,0,0,0,0,0.0277490971005038,0,0,0,0,0,0,0,0,0,0.0748209118115091,0,0,0,-0.0537266784459546,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.461799092881787,0,0.134763828170352,0,0,0,0,0,0,0,0,0,0,0.0171686417212585,0,0,0,0,0,0,0,0,0.135080045683806,0.0693245477611476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186849207998692,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346178889327874,0,0,0,0,0,0.0255149350471196,0,0.0971125992773435,0,0,0,0.0240682069873612,0.0799467590643585,0,0,0,0.0312224009388139,0,0,0.310612998136898,0,0,0,0,0,0,-0.00785369804762305,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.026080236889352,0,0,0.0116187813306077,0,0,0,0,0,0,0,0.129245101642144,0,0,0.109613664212345,0,0,0,0,0,0,0.0149153011889014,0.217360751540379,0,0,0,0,0,0,0,0.103632721049162,0.00734496739225123,0,0,0,0,0,0,0,0.0576159815215868,0,0,0,0,0,-0.0226485260296041,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.012362113079575,0,0,0.305235938432449,0,0,0,0.155944697332591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177662330714465,0,0,0,0,0,0,0,0,0.0893448662356069,0,0,0,0,0.002930255931144,-0.00142843249447858,0,0,0,0,0,0
