,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X000629.SZ,X601991.SH,X600096.SH,X600803.SH,X600348.SH,X000983.SZ,X300073.SZ,X000723.SZ,X600160.SH,X000786.SZ,X002080.SZ,X600027.SH,X600219.SH,X600141.SH,X601699.SH,X600549.SH,X002353.SZ,X600378.SH,X300037.SZ,X600157.SH,X600801.SH,X600399.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0108992949410739,0.043061904140895,0.0276260641844674,0,0,0,0,0,0,0,0,-0.0441223256918476,0,0,0,0,0,0.155030833399363,0,0,0,0,0,0,0,-0.0260822217359134,0,0,0.0498362771891123,0.140420747056279,0,0,0,-0.102324162077554,-0.0179006508259527,0,0,0,0.0494825918061428,0,0,0,0,0,0,0,0,-0.0746604363707616,0.0324339882572503,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0499866210933298,0.351618473749314,0.231618011512802,0.0093462016615749,0,0,0,0,0,0,0,0.0405978668388917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0746886859352726,0,0,0,0,0.101542378327743,0,0,0,0,0,0,0,0,0.0299869043112537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0619373888714853,0,0,0.0118703510190111,0,0,0,0,0,-0.012672464616981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140493894773382,0,0,0,0,0.0783170811162726,0,0,0,0,0,0,0,0,0,0,0.00624474590569541,0,0,0.0374824220097438,0,0,0,0,0.00230320728730364,0,0,0,0,0,0,0
X600309.SH,0,0.0950279755801802,0,0,0,0,0,0,0,-0.0531751642311606,0.0249672184768186,0,0,0,0,0,0,0.131462190400751,0,0,0,0,0,0.0229886092722178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863325781905973,0,0.0368787334830176,0,0,0,0,0,0,0,0.00341810779238626,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.441079370143406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000663598528619071,0,0.0937456846394868,0.258552524011463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00174358613080677,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.638305554820769,0,0.0731686207735976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022513424595381,-0.201486254650325,0,0,0,-0.0390052497995317,0,0,0,0,0,0.035758675140527,0,0,0.324551545834144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.0881851800830434,0,0,0,0.124514259612311,0,0,0.212818300865393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175599312221294,0,0,0,0,0.0730805368717988,0,0,0,0,0,0,0.145938755454002,0,0,0,0,0.140554944428624,0,0,0,0,0,0,-0.0167079276356637,0,0,0,0.0365538587328214,0,0
X600585.SH,0,0,0,0.0980969668855938,0.0489204963896846,0,0,0,0,-0.00386813050516971,0,0,0,0,0,0,-0.00464368095543872,0,0.0959776528490354,0,0,0,-0.0335978453190882,-0.0367643893671843,0,0,0,0.0285444789518138,0,0.0218831224546315,0,0.0181836052347753,0,0,0.0919078235246502,0,0.0948883336538163,0,0,0,0,0,0,0,0,0,0,0.290311240704297,0,0,0,0,-0.0100536908716997,0,0,0,-0.0107281731805809,0,0
X000792.SZ,0,0,0,0,0,0.316677024087125,0,0,0,0,0,0,0,0,0.0671839587361593,0,0.0304619270503899,0,0,0,0.14306935255259,0,0,0,0,0,0.0109100372506417,0.0357512093357958,0,0,0,0.136774391223361,0,0,0,0,0,0.0163500728256398,0,0.0580322551428305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0581875650070463,0,0
X000301.SZ,0,0,0,0,0,0.4200909002837,0,0,0,0,0,0,0,0.220620094727483,0,0.0987008745407846,0.150390945829134,0,0,0,0,0,0,0,0,0,0.202430988065585,0,0,0,0,0,-0.0472090956737403,0,0.0938950367470056,0,-0.0338368458162852,0.0797301879283959,0,0,0,0,0,0,0,0.073387681840701,0,0,0,0,0,-0.0792456963620742,-0.277056158818723,0,0,0,0.0871049460885977,0,0
