,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600299.SH,X600188.SH,X601158.SH,X600623.SH,X600352.SH,X000027.SZ,X600583.SH,X000539.SZ,X002466.SZ,X600309.SH,X600660.SH,X600160.SH,X000630.SZ,X000792.SZ,X600098.SH,X000883.SZ,X000709.SZ,X000898.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600489.SH,X600547.SH,X600578.SH,X600863.SH,X300072.SZ,X002004.SZ,X600315.SH,X000629.SZ,X601918.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.301307121187277,0,0,0,0,0,0.217220869546475,0,0,0,0,0,0,0,0.031057692897755,0,0,0,0,0,0,0,0.0409045810999893,0,0,0,0.0161615586971127,0,0,0.0367668001573139,0,0,0,0,0,0,0,0.000438047046472753,0,0,0,0,0,0,0,0,0,0,0,0.00137721658051748,0,0,0,0,0,0,0
X600028.SH,0.371597825769963,0,0,0,0,0,0,0.0222008913716574,0,0.0119456753190521,0,0,0,0,0,0.0409272239262362,0,0,0,0,0,0,0,0.0529586607342132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954385125599202,0.0294670272024456,0,0,0,0,0,0,0,0,0,0,0.00561790739683194,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147284913165381,0,0,0,0,0.284376358439696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150620223133785,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.434583756628512,0,0,0,0.0904454886727727,0,0,0,0,0.0106959543028505,0,0,0,0,0,0,0,0,0,0.0156082501637851,0,0,0,0.0547708053663205,0,0,0,0.0654194256952971,0,0,0,0,0,0,0,0,0,0,0,0,-0.0013315545262545,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243401554687033,0,0,0,0,0,0,0.0375643722882839,0,0,0,0,0,0,0,0.0578501252905765,0.308219098984552,0,0,0.0673083294293421,0,0,0,0,0.113485813198363,0.019678282606086,0,0,0,0,0,0,-0.0197534084844739,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129858903650804,0,0.0372528670616781,0,0,0.0790882289875812,0,0,0,0,0,0,0,0,0,0,0,0.0075918470262491,0,0,0.22272428283465,0,0,0,0,0,0,0,0,0.0758835352557056,0,0,0,0,0,0,-0.00125705390742099,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10203500538119,0,0,8.67361737988404e-19,0,0.222000825740683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083623946159317,0,0,0,0,0,0,0,0,0,0,0,-0.00818765584013058,-0.0141864989382227,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.495420443950887,0,0,0,0,0,0.0985697546051023,0,0,0,0,0.034138565579527,0,0,0.0996521623862863,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398047568972478,0,0,-0.00739523226809325,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131628454781843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122419151681066,0,0,0,0,0,0,0.158945461732925,0,0.0510924753546414,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,-0.00735842435343892,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0104141483668083,0,0,0,0,0,0,0,0.282204601242909,0,0,0,0,0.0439184927441061,0,0,0.0294653636336206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235908180301106,0,0,0,0,0,0,0,0.162958637500923,0,0,-0.00829576472687964,0,0,0,0,0,0,0
