,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X600660.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600176.SH,X600111.SH,X002466.SZ,X600516.SH,X000709.SZ,X600299.SH,X002460.SZ,X000629.SZ,X600808.SH,X600219.SH,X600352.SH,X000825.SZ,X600801.SH,X601158.SH,X600489.SH,X000786.SZ,X000553.SZ,X300072.SZ,X000883.SZ,X000792.SZ,X002110.SZ,X600583.SH,X000408.SZ,X002075.SZ,X000301.SZ,X600339.SH,X601699.SH,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.167633548117115,0,0,0,0.0654953181841774,0,0,-3.46944695195361e-18,0.0970459206487005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262176864648527,0,0,0,0,0,0,0,0,0,0,0,0,0.0178220600396999,0,0,0,0,0.123683566808874,0.293243313107262,0,0,0,0,0,0.0354639008303936,0,0,0,0,0,0
X600028.SH,0.107438802606868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151022577042463,0,0,0,0,0,0.170623144215363,0,0,0,0,0,0,0.175904626640184,0,0,0,0,6.93889390390723e-18,0.0588758770750227,0,0,0,0,0.00853832225033129,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.111912162281169,0,0,0,0,0,0.122464221783772,0,0,0,0,0,0,0,0,0,0,0,-0.0217796705054283,0,0.00364450573514496,0,0,0,0.0021615165305211,0.074506915821699,0,0,0,0,0,0,0,0.1305828580125,0,0.072572062026153,0,0.108511552085532,0.0642883461010092,0,0,0,0,-0.00503292767413686,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0261551435666761,0.136943279848115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153506206830671,0.0702276859921304,0,0,0,0.512560635007618,0,0,0,0,0,0,0.20975893488364,0,0,0,0.0192185742652551,0,0,0,0,0,0,0.0123692031840324,0,0,0,0,0,0,0
X600019.SH,0,0.0347323455561263,0,0.108125978648481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366213488582503,0,0,0,0,0.0587394102742363,0,0,0,0,0,0,0.0995945191580077,0,0,0,0,0.0505547288330864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140969645421684,0.0352459064814179,0,0,0,0,0,0
X600011.SH,0,0,0,0.0786916104816285,0,0,0.0225186607194434,0,0,0,0,0,0.0334708074823913,0,0,0,0,0,0.636957777848181,0,0,0,0,0.0647771603669299,0,0,0,0.08908351278845,2.16840434497101e-19,0,0,0,0,0,0,-0.146733725765709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220257976128591,0.0846952087057364,0,0,0,0,0,0
X600309.SH,0,0,0,0.307085724701473,0,0,0,0,0,0,0,0,0,0,0.202541555329597,0,0,0,0,0.0143863260246325,0,0.0405297289165294,0,0,0,0,0.174364546702821,0,0,0,0,0,0.3152104755573,0,0,-0.313239877038692,0.0691924677838482,0,0,0,0,0.00848326095815907,0,0,0,0,-0.134879952881806,0,0,0,-0.0129776896942907,0,0.0624037257674511,0,0,0,0,0,0
X600010.SH,0.0382337870607259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0673327908471804,0,0,0,0.056238148942652,0,0.00113718709831433,0,0,0.0925381249139852,0.112426668322078,0,0,0,8.67361737988404e-19,0,0,0,0.079943909818959,0.174263794252701,0,0,0,0,0,0,0.0366202195187043,0,0,0,0,0,0,0,0,0,0,0,-0.0582543021348366,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682586341612283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146948673010306,0,0,0,0.0790022816889261,0.039968672673105,0.127455597591446,0,0,0,0,-0.0486137295832594,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.147935675013324,0,0,0,0.0583919631628022,0.024472602313767,0,0,0,0,0,0,0,0,0,0.0632341091959128,0,0.0136574357689599,0,0,0,0,0,0,0,0,0,0,0,0.0851395171392495,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252528438943778,-0.00305836631233041,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.048791525930642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129056378581833,0,0,0,0,0,0,0,0,0,0,0.293685908155173,0,0,0.427787855145974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022025185416482,-0.0100848813409847,0,0,0,0,0,0
X600688.SH,0.179845254005659,0,0,0,0,0,0,0,0,0,0,0,0.0689504025610174,0,0.257491311428416,0,0,0,0,0,0,0,0,0.0182533675668479,0,0,0.0551239793951811,0,0,0.0349726493222358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141017180103286,0,0,0,0.0311884629367953,-0.00543427169461485,-0.00305845747237443,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.309597220792761,0,0,0.158698068940847,0,0,0,0,0,0,0,0,0.0293633292514512,0,0,0,0,0.112269403034481,0,0,0,0,0,0,0,0,0,0.0495911451649838,0,0,0,0.164846910992236,0,0,0,0,0,0,0,0.0878513225861016,0.00310899125824654,0.0864756349325777,0,0,0,0,0,0
X601600.SH,0,0,0,0.162260289104973,0,0.0158564499833306,0.00482375742182693,0,0.0252477402513658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083736593067658,0.0270645580954967,0.232245114200091,0,0,0.0289241598854877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481741912576895,0,0,0,0,0,-0.0727027621873657,0,0,0,0,0,0
X600188.SH,0,0,0.297724515237275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04977889627584,0,0,0,0,0.295642068901381,0,0,0,0,0,0,0.0043419135506107,0,0,0,0,0.0372516094015269,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0.182259740352278,0,0,0,0.0673239037544624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0159140508064549,0.0530145478126362,0,0,0,0.130097154146694,0,0,0,0,0,0.0214606218306309,0,0.0192646202892001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194075550294568,0,0,0,0,0,0.274577858969944,0,0,0,0,0,0,0,0,0,0,0,0.010405770557669,0,0,0,0,0,0,0,0,0.0296572581204744,0,0,0,0,0,-0.00588052648856514,-0.0243540161975617,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0590871009796348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389229196594279,0.033796306589893,0.278585757844756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732441387600103,0,0,0,0,0,-0.000247577493124848,-0.0666695892914031,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0876454319377695,0.488421458320031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015528950952283,0,0,0,0,0,0,0,-0.00842008836370737,0.0238465369284908,0,0,0,0,0.0911845735628651,0,0,0,0,0,0,0,0,0,0,0,0.104419677975878,0,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.606767550941329,0,0.0556882555908484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676453543624741,0,0,0,0,-0.101493278161563,0,0,0.362625268816302,0,0,0,0,0,0,0,0,0.009760722277478,0,-0.0307227873322896,0,0,0,0.0274372665646607,0,0,0,0,0,-0.141553618806757,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.0509122561817705,0,0,0,0.0129706211828033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462973412677951,0,0.300043969729769,0,0,0,0,0,0,0,0.0499472338184099,0,0,0,0.160274327415501,0,0,0,0,0,0,0,0,0,0,0,0.169273696256474,0,0,0,-0.0466446309238867,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137830790163514,0,0,0.280761441374731,0.104782782540296,0.0989252973569633,0,0,0,0,0,0,0,0,0,0,0,0,-0.000984887691655428,-0.0379925994179175,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342274405037675,0,0,0,0,0,0,0.100411519382326,0,0,0,0.0697229165020443,0,0,0,0,0,0,0,0.0296696693102166,0.0295948091522505,0,0,0.000435557970867339,0,0.0503782042151905,0,0,0,0,0,0,0,0,0,0,0,0,-0.00176402855848872,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249861778839374,0,0,0,0,0,0,0,0,0,0.091345688927289,0,0,0.596099730165063,0,0,0,0,0,0,0,0,0,0,0.104100243907501,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234222310912583,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175219448480453,0,0,0.503522673392383,0,0.111035350207557,0.0108609998550604,0,0,0,0,0.037951345739371,0.0298069728770409,0,0,0,0.0184289753384812,0,-1.73472347597681e-18,0,0.0478706430707397,0,0,0,0,0,0,0,0,0,0,0,-0.00327137129916439,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0449005258789945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853778886045737,0,0,0,0.147320649318866,0,0,0,0.0122800408900345,0,0.126088875274127,0,0.0394908969696839,0,0,0,0,0.0358601210205427,0.0879849865439244,0,0.146031108413697,0,0,0,0,0,0,0,0.00617538735600283,0,0,0.00501804032155402,0,0,0,0,0,0,0
