,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X300072.SZ,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X600188.SH,X600660.SH,X601992.SH,X600886.SH,X600157.SH,X600027.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000709.SZ,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000408.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000883.SZ,X600352.SH,X600219.SH,X000983.SZ,X002092.SZ,X000539.SZ,X000825.SZ,X000723.SZ,X000027.SZ,X002460.SZ,X600098.SH,X600021.SH,X601699.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.208787938300835,0,0,0,0.0755340669961085,0,0,0.0187426525065379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570807872717,0.0319705698458583,0.0412760671960728,0,0,0,0,-0.00301779353698459,0,0,0,0,0,0
X600028.SH,0.445523255892495,0,0,0,0,0.0406064761706354,0,0,0,0.144288827636871,0,0,0,0,0.0870498448715527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242683789690637,0,-0.0281628478302377,0,0.185754218664322,0,0,0,-0.0234082007895263,0.0142623672986534,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0590709107355344,0,0,0,0,0,0,0,0,0,0,0,0,0.0258353794508815,-0.0220508731197548,0,0,0,0,0.0940797779312758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505933216124946,0.20136483322921,0,0,-0.0272277315574191,0.0102305568292341,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817421856324406,0,0,0,0,0.456016276606619,-0.193623423362856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205712483490221,0,0,0,0,-0.00693187409028964,0.0174994587146293,0.0658231793696277,0,0,0,-0.0139204781304269,0.00155209217323469,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0299385342081224,0.0227005774549409,0.19709066601248,0,0,0,0,0,0,0,0.365568097059064,0,0,0.0131043871172648,0,0,0,0,0,0,-0.0720721928464252,0,0,0,0,0.0684210228047334,0,0,0,0,0,0,0,-0.0447246901658539,0,0,4.33680868994202e-19,0,0,0.00519549771264667,-0.0028344916059109,0.0555351917036622,0,0,0.210001756671701,0,0
X600585.SH,0,0.226515326372769,0,0,0,0,0,0,0.33775697428803,0,0,0,0,0,0,0,0,0,0.0291859305472338,0,0,0,0,0,0,0,0.116831022595435,0,0,0,0,0,0,0.0243955781452882,0,0,0,0,0,0,0,0.118530715144251,-0.0432792951644776,0,0,0,0,0,0,0,-0.0544463841591143,0.0223197957495842,0,0,0,0,0,0
X600010.SH,0,0,0,0.0205318549826396,0,0.0289525903338598,0,0,0,0,0,-0.0533147209938673,0.0478106187136913,0,0,0.0501406800115665,0,0.0567049369859806,0,0,0,0,0,0.190723997358952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261158285591827,0,0.125949846880206,0,0,0,0,0,0.021619343750682,0,0,0,0.0012269033631861,-0.00698557492832801,-0.000740847360791413,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0237633845654182,0,0,0,0.124095370559676,0,0,0,0,0,0,0,0,0,0,0.101523967121825,0.0996121265961901,0,0,0,0,0,0,0,0,0,0.13850164954265,0,0,0,0.122845516692614,0,0,0,0,0,0,0.0052645006731838,4.33680868994202e-19,0,0,0,0,-0.00181426126114401,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.297024483897765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402004454591775,0,0,0,-0.0312646909013616,0,0,0,0,0,0,0,-0.173888615928825,-0.0147755872017741,0.00169402192131296,0,0,0,0,0,0
X600688.SH,0,0.470383852629403,0,0,0,0.0304072758272177,0,0,0.0278588788377493,0,0,0,0,0,0.0184924579215178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547515424757027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396651759136141,0,0,0.0586595585909023,0,-0.0919480327411183,0,0.00210595034511986,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132270845615748,0,0,0,0,0,0.0221532270690309,0,0,0,0,0,0,0,0,0,-0.0669237891736781,0,0,0,0,-0.0304963058876019,0,-0.0454829503247512,0.0513233223981556,0,-0.0324259963465263,0,0.107419511239229,0,0.112940234025124,0.192996535464465,0.0260412629692534,-0.00181626510095785,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0279529177832216,0,0,0,0,0.00184409163818928,0,0,0,0,0,0,0.016759865296894,0,0,0,0,0,0,0,0.799669478201492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186177245929479,0.0376949632432374,0,-0.0394995190940571,0,0,0,0,-0.0881467423628114,-0.0190324978033656,0.00886988660891001,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0236888165551224,0,0,0.0106488708579962,0,0,0,0,0,0,-0.105749078654307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473906733732584,0,0,0,0.180613688771995,0,0,0,0.00303142870628982,0,0,0.0126895729436866,0,-0.0938045906278459,0.125101785048589,0,0,0,-0.00413379271916711,0,0,0,0,0,0
X600795.SH,0,0,0,-0.0200431037634748,0.0774728613500707,0,0,0,0,0,0.0571520462727422,0,0,0,4.90174901301803e-05,0.0287302038972191,0,0,0.00358816932413504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362400241277717,0,-0.0168919639593735,0,0,0,0,0,0.099280470678936,0,0,-0.00276820998281272,0.00260975794400093,0,0,0,0,0,0
X600309.SH,0,0,0,-0.272493396758222,0,0,0,0,-0.0368957449806652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.42645356560162,0,0.257632112294617,0,0,0,0,-0.0280032973273518,0,0,-1.73472347597681e-18,0,0,-0.00688275114301292,0,0,-0.0435891892596967,0.00740950940923187,0,0,0,0,0,0
X601991.SH,0,0,0,-0.0353872621264791,0,0,0.117238047452731,0,0,0,-0.0786108839300313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107251748384154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436370404252686,0.175993788121817,0,0.0904894820937396,0.00565005295568602,0.0367869379762541,0,0.0565251803967286,0.00808277814686815,0.0294458532903435,-0.0176949695483354,0,0,0,0,0,0
X600188.SH,0,0,0,-0.0609568670384189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403261878743932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442747957220644,0,0,0.00906974534398677,0,0,0,0,0,0,0.0870416918352496,0,0.0214543429334464,-0.007114196725203,0,0,0,0,0,0
X600660.SH,0,0.0337722325077686,0,0,0.0809594907983533,0.139953097964867,0,0,0,0,0,0,0,0,0.0600026100573697,0,0,0,0,0,0,0.204225827066879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114992975216767,-0.0639001333929213,0.0749756632338481,0,0,0,-0.00416473282171639,0.00369926766365009,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0247836773347833,0,0,0,0,0,0,0,0,0,0,0.0875037942780993,0,0,0,0,0,0,0,0,0,0,0,0.312665296030716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425842821689004,0,0,0.0373596617300454,-0.0219931957513348,0,0,0,0,0,0
X600886.SH,0,0.0816885058639229,0.148719486645378,0,0,0,0,0,0.14342673981489,0,0.026913420804089,0,0,0,0.107074072544724,0,0,0.0200432310121368,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558723414166905,0,0,0,-0.000450282685505321,0,0,0,0,0,0
