,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X600803.SH,X601699.SH,X600176.SH,X600027.SH,X601991.SH,X600489.SH,X000983.SZ,X600160.SH,X000786.SZ,X000807.SZ,X600995.SH,X000629.SZ,X300037.SZ,X002080.SZ,X600219.SH,X600378.SH,X000933.SZ,X000723.SZ,X000932.SZ,X000408.SZ,X600096.SH,X600688.SH,X000831.SZ,X600157.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.201600222713649,0,0,0,0,0,-0.0560446726388659,0,0,0,0,0,0.144900901838714,0,0.0454122577790945,0,0,0,0,0,0,0,0,0,0,0.069136298011714,0,-0.0041333418077911,0,0,0,0,0.0927439024219077,0,0,0,0.00773016227817104,0,0,0,0,0,0,0,-0.043791279071587,0,0,0,0,0,0.0474553844909481,-0.048151010519776,0,0,0,0,0,0
X600028.SH,0.342610495328899,0,0.257700856436986,0,-0.0827125129747665,0,0,0,0,0,0,0.0837002985738765,0.11603620312448,0.0458118785234004,0,0,0,0,0,0,0,0,0.0890557940539528,0,0,0.017584595165766,0,0,0.019518264563972,0,0,0,0,0,0,0,-0.00873974171085059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190065192989561,-0.0279829856359263,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0438629543463251,0,0,0,0,0.0196721819749916,0.158205874651869,0,0.0214446482068622,-0.00598491401541083,0,0,0,0,0,0,0,0,0.0302389534859104,0.131013843477016,0,0,0,0.0112462544326371,0,0,0.0166681430065685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0.0707552778978889,0,0,0,0.0612141771763472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063154078650109,0.17100484875104,0,0,0,0,0,0,0.0196655022867913,0,0,0,0,0,0,0.0997029965298235,0,-8.67361737988404e-19,0,0,0,0,0,-0.0110589479988263,0,0,0,0,0,-0.048555931469364,0,0.00144142605928969,0,0,0,0,0,0
X600188.SH,0,0,0.574998596228106,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.450500370374121,0,0,0,0,0,0,0,0,0,0.0718083005145236,0,0,-0.0620857753051291,0,0.151605451402976,0,0,0.0737115999752747,0,0,0,0,0,0,0.180115048750763,0,-0.0769276802912251,0,0,0,0,0,0,0,-0.0164156833185654,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0141724528982844,0,0,0,0,0,0.0243128745155073,0,0.0530964261731049,0,0,0,0,0,0.276194889417924,0,0,0,0.0604631020211835,-5.42101086242752e-20,0,0,0,0,0,0,0.171596764895546,0,0,0,0,0,0,0,0.0369853511428821,0,0,0,0.00377470598213463,0,0,0,0.190713260917811,0,0.00346082890289976,0,0,0,0,0,0,0
X600019.SH,0.252429908281147,0.118194755417238,0,0,0.117100679713645,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.00599802634059322,0.0369566417668376,0,0,0.211567357765922,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0333805535594384,0,0,0,0,0,0,0,0.0338644829659828,-0.0281498597490743,0,0,0,0,0,0
X600011.SH,0,-0.0238141636325239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.448737251931528,0,0,0,0,0,-0.00109247499783005,0,-0.0389455376221508,0,0,0,0.113182518018225,0,0,0,0,0,0,0,0,0,0,0.00284951539991781,0,0,0,0,0,0,0
X002460.SZ,-0.0459116409271368,-0.0454709804676624,0,0,0,0,0,0,0,0.695138239822549,0,-0.0380024698475518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0627061356173804,0.0997964429819593,0,0,0,0,0,0,0,0,0,0.00289147366833395,0,0,0,0,0,0,0.00275719503182022,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.50379831609917,0,0,0,0,0,0.0553269777567298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167451997907535,0,0,0,0,0,0.0244672322490905,0,0,0,0.0840798273718793,0.0300994717085442,0,0,0,0,0,0,0,0,-0.0144151322872232,-0.0147987526879984,0,0,0,0,0,0,0
