,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X002466.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X601699.SH,X600801.SH,X000723.SZ,X600096.SH,X601991.SH,X000408.SZ,X600486.SH,X600295.SH,X000932.SZ,X600219.SH,X000959.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600141.SH,X600985.SH,X600489.SH,X000830.SZ,X600157.SH,X002080.SZ,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.042033807909728,0,0,0,0,0,0,0,0.0403559482448243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128936520559159,0,0,0,0,0.142231601650612,0,0,0,0,0,2.69382683790575e-05,0,0,0,0,0.012351354968026,0.0185514258620265,0.0999328077329103,0,0.183859896794022,0,0,0,0,0,0,-0.0319017512363486,0,0,0,0,0,0
X601088.SH,0.199396603093119,0,0,0,0,0.0602670642382369,0,0,0,0.171206774120362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281866323675641,0,0,0,0,0,0,0.0220843469637385,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0564768260643318,0,0,0,0,0,0,0,0,0,0.0332023539449674,0,0,0.0129025716192076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750450727346331,0,0,0,0,0.0512553250837084,0,0,0,0,0,0,0,0,0,-0.0208258973097632,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.017306721610249,0,0,0,0,0,0,0.144556533977923,0,0,0,0.121254696936462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153245031070369,0,0,0,0.128049814849359,0.0404059952092682,0.124567652937252,0,0,0,0,0,0,0,0,0,0,0.00866278803698421,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0711611618263944,0,0,0,0.108522016269365,0,0,0.38631322547573,0.0226990024401166,0,0,0,0,0,0,0,0.0195552747869258,0,0,0,0,0,0.0117647770816282,0,0,0,0,0,-0.00622076785315199,0,0,0,0,0,0,0
X600188.SH,0,0.860650503276013,0,0,0,0,0.106072014727673,0,0,-0.0667273112701485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990918302300672,0,0,0,0,0,0.0959615183848835,0,0.193644280362741,0,0,0,0,0,0.118696239484232,0.0140686921395359,0.021173591848711,0,0,0,0,0,0
X002460.SZ,0,-0.0634763123671316,0,0,0,0,0,0.0663132453969403,-0.0124793208952317,0,0,0,0,0.507506608695424,0,0,0,0,0,0,0,-0.0142957579142879,0,0,0,0,0,0,0,0.0207576723857557,0.199375231009226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272461337780855,0,-0.029506674787277,-0.0220561063873263,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0539324790979869,0.0368520461030301,0,0,0,0,0,0,0.341669603973455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639058923943741,0,0,0,0,0,0,0,0,0.195317672184139,0,0.238710105727153,0,0,0,0,0,0.0927703474508443,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500880017123172,0.342261413504031,0,0,0,0,0,0,0.0862967387084247,0,0,0,0,0,0,-0.00687611059762274,-0.0297531990926052,0,0,0,0,0,0
X601898.SH,0,0.272899843638286,0,0,0,0,0,0,0,0,0,-0.0242338363748766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165155364132073,0,0,0,0.0618013634076392,0,0,0,0,0,0,0.0955412459071855,0,0,0,0,0.0157633334297032,0.0757812503713139,0,0.215282062650703,0,0,0,0,0,0,-0.0307061586645339,0,0,0,0,0,0,0
