,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X601600.SH,X600660.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X600803.SH,X002460.SZ,X601991.SH,X600160.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601699.SH,X600176.SH,X600219.SH,X000786.SZ,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X601168.SH,X000877.SZ,X000933.SZ,X000408.SZ,X600096.SH,X000883.SZ,X002353.SZ,X000932.SZ,X000027.SZ,X600378.SH,X002271.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.12349347924594,0,0,0,0.1122953429282,0,0,0,0,0,0,0,-0.0406368126076723,0.0075036838371782,0,0,0,0,0,0,0,0,-0.0552747474266686,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.331964791069284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745871363072389,0,0
X600028.SH,0.381994853339076,0,0.095169748685267,0,0.0392486033845626,0.137408033568919,0,0,0,0,0,0.0512140993173858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474369558247586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.328212928604129,0,0,0,0,0.209607067825409,0,0,0,0,0.0534335030601502,0,0,0,0,0,0,0,0,0,0.0401575189738852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00549208086420944,0.0599209284720824,0,0,0,0,-0.0755159740289786,0,0,0,0,0,0,0,0,-0.00492389782297766,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105227617639407,-6.93889390390723e-18,0,0,0,0,0.0341831813036371,0,0,0,0,0.0197784783973906,0,0,0,0,0,0.096517753618227,0,0,0,0,0,0,0,0,0.0991603267889598,0,0,0,0.0998804104966641,-0.219602543048832,0,0,0,-0.0183322850599736,0,0
X601898.SH,0,0,0,0,0,0,0.120206531698609,0,0.105393332688624,0,0,0.169102487433061,0,0,0,0,0,0,0,0,0.0206113824998859,0,0,0,0,0,0,0,0,0.268599586812168,0,0,0,0,0,0,0.036710792595437,0,0,0,0,0,0.0231218740423083,0,0,0,0,0,0,0,0,0.017379299192331,0,0,0,0,-0.00428944464077933,0,0
X600019.SH,0,0,0.0260309447863015,0,0.102909226626829,0,0,0,0,0.0768061623618888,0.262118037503898,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866771077953054,0,-0.0259931023249338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.115512580132259,0,0,0,0,0,0,0.0102917219517893,0,0,0,0.0238920349437684,0,0,0,0,0,0,0,0,0,0,0,0,0.142243214227958,0.372213686352579,0,0,0,0,0,0,0.217116922357006,0,0,0,0,0,0,0,0,0,-0.0590118739650264,0,0,0,0,-0.0247314479175691,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0851452212156886,0,0,0,0,0,0.607419730654871,0.0969795528416871,0,0.080536228587996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792936920607131,0,0,0,0,0,0.0516228967103126,0,0,0,-0.040948150958102,0,-0.126266087258829,0.0775845312509398,-0.0475530612553249,0,0,0,0,0.0282649149295987,0,0
X600886.SH,0.232526270041615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184840128715158,0,0,0,0,0,0,0,0,-0.0219857614571223,0,0,0,0,0,-0.256532468656623,0,0,0,0,0,0,0,0,0,0,0,0.175001711443304,0,0,0,0,0,0,0,-0.131325584507714,0,0,0.019888883790507,0,0,-0.0240305282114353,0,0
X600585.SH,0,0,0.00396088437657372,0.111684079785363,0,0,0,0,0,0,0,0,0,0,0.307137141174027,0.132620013475996,0,0,0,0,-0.143525293363308,0,0,0,-0.022118061960009,0,0,0.016784661728199,0,0,0,0,0.0647370193198044,0,0,0,0,0,0,0,0,0.0780814588496729,0,0,0,0,-0.120747588409588,0,0,0,-0.00648194085960129,0,0,0,0,0,0,0,0
