,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X600688.SH,X601992.SH,X600111.SH,X600795.SH,X600362.SH,X600188.SH,X600547.SH,X002466.SZ,X601991.SH,X600660.SH,X300072.SZ,X000898.SZ,X600516.SH,X600886.SH,X000709.SZ,X600157.SH,X002460.SZ,X600027.SH,X000959.SZ,X600808.SH,X600489.SH,X600219.SH,X600339.SH,X600549.SH,X000983.SZ,X002092.SZ,X600352.SH,X000807.SZ,X000630.SZ,X601158.SH,X000553.SZ,X601699.SH,X000883.SZ,X000825.SZ,X000792.SZ,X002271.SZ,X000723.SZ,X600176.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.0206025455750869,0.0186095691959167,0,0,0,0,-0.0221918207775912,0,0,0,-0.0349585575913901,0.00375453911031813,0.00586019543659472,0.0194853913851976,0,0,0,0,0,0,0,0,0,0,0,-0.0697322681549756,0.0184915823020437,0.0165753976282636,-0.0426348332945408,0,0.0249533092290238,0,0,0,0,0,0,0,0,-0.087872160146171,0,0,0,-0.00762666100853598,-0.00724045397081885,0.0132133963110111,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.196721323527425,0,0,0,0,0,0,-0.0131874639449665,0,0,0.0169924641539293,0,0,0,0,0,0,-0.0582236794500448,0,0,0,0,-0.260984780262852,0,0,0,0,-0.0728214433334026,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0233230868493186,0,0,0,0.00541855278452773,-0.0111935087950596,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604339200637324,0.00404053684583274,0,0,0.0092075869090804,0,0,0,0,0,0,0,0,0,0,0,-0.0254288264755909,0,-0.00227718920586257,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,-0.00235585211904863,0.00452019188671112,0,0,0,0.0802063365461455,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0426119554304472,0.150645548176001,0,0,0,0,0.00849109327700721,0.0408620766596346,0,0,0,0,0,0.27013822874438,-0.0214556111015135,0,0,0,0,0,0,0.251788794797591,0,0,0,0,0,0,0,0,0,0,0,0.00537571232090011,0,0,0,0,0,0,0,0,-0.0159128206831342,0.0276287043361171,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0504631753278518,0,0,0,0,0,0,0,0.0218332180396781,0,0.0774092970708466,0,0,0,0,0,0,0.18433366095967,0,0,0,0,0.0363759569397555,0.00327049194370176,0,0,0,0,-0.00594508671622371,0,0,0,0,0,0,0,0,0,-0.0107050117723596,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.239786173089745,0,0.120096456157445,0,0,0,0,0,0.159123237587262,0,0,0,0,0.198812875509602,0,0,-0.0902520676888891,0,0,0,0.0144271103720804,0,0,0,0,0,0,0,0,-0.0175689097406704,0,0.170877000427598,0,0,0,0,0,0,0,0,0,0.0948287491270288,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120570814256459,0,0,0,0,0,0,0.276967976692596,0,0,0,0.156347542542096,0.13722937171337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222557240382102,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0909416310573673,0,0,0,0,0,0,0,0,0,0,0.0906624699841911,0,0.193423732080532,0,0,0,-0.0100709977108097,0,0,0,0.0545324236502971,0,0,-0.00291315031337159,0,0,0,0,0,0,0,0,0,0,0.100458564327785,0,0,-0.0591178002467337,0,0,0,0,0,0,0.024664680939454,-0.0414099940815769,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110223069632838,0,0.0547729698938579,0,0.28382778775442,0.0181148518316814,0,0.0492321545396781,0,0,0,0.0769963957167363,0,0,0,0,0,0,0,0,0.0683499191204653,0,0.0869220121934876,0,0,0,0.00694146611713101,0,0,0,0,0,0,0,0,0,-0.0171607237747469,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.101265370256125,0,0,0,0,0,0.00503592552894287,0,0,0,0,0,0,0,0,0.217914395726217,0,0,0,0,0,0,0,0.0727617350167378,0,0,0,0.0510844383732374,0.164049484751496,0,0,0,0,0,0,0,0,0,0,0,0.0267785886250236,0,0,0,-0.012987172215399,0.0228360660492689,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0.158351744623233,0,0,0.0255740968440405,0,0,0,0,0,0,0,-0.0800855766078042,0,0,0,0,0,-0.0461553494241873,0,0,0,-0.046867805263348,0,0,0,0,0,0,0,-0.0141586965091438,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.0308848428244518,0,0,0,0,-0.0103866477224114,-0.0148533448838547,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167538261549275,0,0,0,0.166097540134725,0.00757343226071578,0.248940199505782,0,0.315587099479083,0,0,0,0,0.0555237607889328,0,0,0.208729253171086,0,0,0,0.0780426781112414,0,0,0,0,0,-0.0246149693462568,0.0525785500089268,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139082673905366,0,0.062531029692884,0,0,0,0.0568858928902556,0,0,0,0,0,0,0.101844072840234,0.145984691975735,0,0,0.00397851897836766,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279484918224493,0.0316210630984882,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199405824411008,0.00577929412999685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115634100014208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00127544614328039,0,0,0,0,0.0285825244683383,0,0
