,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X600027.SH,X601991.SH,X600886.SH,X600362.SH,X600157.SH,X600299.SH,X600111.SH,X601992.SH,X600188.SH,X601158.SH,X000792.SZ,X600160.SH,X600583.SH,X000027.SZ,X600623.SH,X600352.SH,X000539.SZ,X600309.SH,X600660.SH,X002466.SZ,X000709.SZ,X000898.SZ,X000630.SZ,X000629.SZ,X600098.SH,X000883.SZ,X000060.SZ,X002470.SZ,X600021.SH,X000012.SZ,X600547.SH,X600489.SH,X600578.SH,X600315.SH,X002004.SZ,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.492972366252226,0,0,0,0,0,0,0,0,0.0343647621508147,0,0,0,0,0,0,0,0.00400300864025046,0.00670758184710801,0,0,0,0.0488088480971554,0,0,0,0,0,0,0,0.0529811143617948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.11375094802737e-05,0,0.0269231632324601,0,0,0,0,0
X600028.SH,0.213701861351273,0,0,0,0,0,0.0937149499125008,0,0,0,0,0,0,0,0,0,0,0,0,0.0801314895568978,0,0,0,0.133242512947592,0,0,0,0,0,0,0,0,0,0,0.0537154941316821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131710393402433,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.268717496125761,0,0,0,0,0,0,0,0,0,0,0,0.150591101506422,0,0,0,0,0,0,0,0,0,0,0,0.00973862878382694,0,0,0,0,0,0.0245219116880704,0,0,0.00537838100263644,0,0,0,0,0,0,0,0,0,-0.00595108863874253,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162966422507827,0,0,0,0,0,0.114079269884768,0,-5.42101086242752e-20,0.053739075671452,0,0,0,0,0,0.0308044015600163,0,0,0,0,0,0,0.0245248808325951,0,0.0196007823085262,0,0,0.0650020135758549,0,0,0,0,0,0,0,0,0,0.00311461736525911,0.0179153768073446,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.011349590916948,0,0,0,0.0388817420072641,0,0,0.260974795571888,0,0.1082613909407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14075055036736,0,0,0,0,0,0,0,0,0,0,0,0,-0.00424963315829089,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.175728234610652,0.0269652878946059,0,0,0,0,0,0,0,0,0,0,0,0.142515108956504,0,0,0,0,0,0.0709318404879155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198906364706247,0,0,0,0,0,0
X600585.SH,0,0.127291822172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110663876207798,0.100436205306488,0,0,0.0109965969040487,0.236702213544231,0,0,0.0225016304012804,0,0,0,0.0388361906441968,0,0,0,0,0.0146408334225508,0,0.0292571450059986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.108135991890333,0,0,0,0.136654853469024,0,0,0,0,0.151851279510567,0,0.0467261337739397,0,0,0.0716907384988737,0,0,0,0,0,0,0,0,0,0,0.0309122755952943,0,0.0763176731617483,0,0,0.059077502510759,0,0,0,0,0,0,0,0,0,-0.0135894400067429,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0529538316800547,0,0,0,0.0235232680001779,0.0650184546510784,0,0.0127692709546548,0,0,0,0,0.0641734828360942,0.0508433557134118,0,0.0070017950652558,0.033141685805423,0,0,0,0,0,0,0,0,0,0,0,0,0.0658353284066925,0,0.0238536143004689,0,0,0,0,0,0,0,0.00638004636044092,0,0,0,0,-0.00455777244358727,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.153481699533203,0,0,0,0.160911667365364,0,0,0,0,0.152235621742118,0,0,0,0,0,0,0,0,0,0,0,0.0811225780662409,0,0,0,0,0,0.146934942877104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
