,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600309.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000959.SZ,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000709.SZ,X600339.SH,X002466.SZ,X000723.SZ,X600583.SH,X000408.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X600623.SH,X000539.SZ,X000983.SZ,X000027.SZ,X002092.SZ,X600021.SH,X000060.SZ,X601699.SH,X002470.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.368379302967508,0.00998530541159383,0,0.0740641453260627,0,0,0,0,0,0.0108720964988113,0,0,0,0,0,0,0,0,0.0317760795102636,0,0,0,0,0,0,0.0602829047210224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108675120371558,0,0,0,0,0,0,0,0,0,0.00343394783071311,-0.0062457617593084,0,0,0,0,0,0
X600028.SH,0.747960677714138,0,0,0,0,0,0.100308153133016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248695055674173,0,0,0,0,0,0,0,0,0,0,0,-0.00252483211029084,0,0,0,0,0,0,0,0,0,0.0159018567428576,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.037360234185686,0.0968979026220079,0,0,0,0,0,0,0,0,0,0,0,0,0.0852060033703267,0,0,0,0,0,0.106245308506882,0,0,0,0,0,0,0,0,0.0353952717335484,0,0,0,0,0,0,0,0,0,0,0,0.13132966669904,0,0,-0.0222740885805266,0.00833442025547061,0,0,0,0,0,0
X600011.SH,0,0.0259760846804196,0,0,0,0,0,0,0,-0.041676330392506,0,0.348493903010563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0448793476198024,0,0,0,0,0,0,0,0,-0.0524166124089647,-0.00574034194418425,0,0,0,0,0,0,0,0.0552177041934728,0,0,0,0,0.0244626898160471,-0.0256797285380907,0.0328796363067452,0,0,0,0,0,0
X600019.SH,0,0,0.197288169009095,0,0,0,0,0,0,-0.0528792674965396,0,0,0,0.00973397004322978,0,0,0,0,0,0,0,0,0,0,0,0,0.115327551275232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152879426605209,0.0372710030241048,0,0,0.00866281233519991,-0.0528755546075931,0.0566005970244217,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0408154447987107,0,0,0,0,0,0,0.0374561765517169,0,0.180945937414137,0,0,0,0,0,0,0,0,0,0.138801329144528,0,0,0,0.0630632612874171,0,0.0427491438000271,0,0,0,0.0600149130572665,0,0,0,-0.018640066097258,0,0,0,0,0,0,0
X600585.SH,0,0.0686349044767291,0,0,0.0685843240893391,0,0,0,0,0,0,0,0,0,0,0,0.090277179360154,0,0,0,0.0206260228462079,0,0,-0.0432572971842729,0,0,0.149131181105813,0,0,0,0,0,0.022680104464954,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269734152190295,0,0,-0.1287966162108,2.16840434497101e-19,0.00147698611900332,0,0,0,0,0,0
X601898.SH,0,0,0.0945791812350678,0,0,0,0,0,0,0,0,0,0.0520624708630849,0,0.101858953107907,0,0,0,0,0,0,0,0,0,0.0300899177441692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309561040628965,0,0,0.190752036226578,0,0.0178208879976659,0,0,0.159278869872537,0,-0.0534646803018631,-0.0178657783679715,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0179521016448733,0,0,0,0,0,0,0,0,0,0,0,0,0.0163073887364872,0,0,0,0,0,0,0,0,0,0,0.422201409053613,0,0.0505637118085518,0,0,0,0,0,0,0.00275691987826089,0,0.028458339766719,0,0,0,0.0631550799792119,0,0.00977327513368565,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420355286836515,0,0,0,0,0,0,0,0.0814624216169802,0,0,1.00692572700497,0,0,0,0,0,0,0,0,0,0,0,0.0366707259145996,0,0,0,0,0,0,-0.0172250804184169,0,0,0,0,0,0,0,-0.0521697807783409,0.0306224542224802,0,0,0,0,0,0
