,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X601600.SH,X600688.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600027.SH,X000898.SZ,X601992.SH,X600111.SH,X600176.SH,X002466.SZ,X600516.SH,X600299.SH,X002460.SZ,X000709.SZ,X000629.SZ,X600808.SH,X600219.SH,X600352.SH,X000825.SZ,X600801.SH,X601158.SH,X300072.SZ,X000786.SZ,X000553.SZ,X600489.SH,X002075.SZ,X002110.SZ,X000883.SZ,X600583.SH,X600339.SH,X000408.SZ,X000792.SZ,X601699.SH,X000301.SZ,X000630.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.166590348782793,0,0,0,0.079817629582851,0,0,0,0,0.100231617032985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27968682519793,0,0.0213645743794286,0,0.108220919996545,0,0,0,0,0.0315958468667533,0,0,0,0,0,0
X600028.SH,0.166372527754636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17539547047181,0,0,0,0,0,0,0.113269435525198,0,0,0.0166425352517846,0,0,0,0,0,0,0.0547352183751973,0,0.140959482662582,0,-6.93889390390723e-18,0,0,0,0.0095288849719232,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.109778998947897,0,0,0,0,0,0.101000820466094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827979415222563,0,0,0,0.00781711113848365,0,0,0,0,0,0,0,0.107274922189917,0,0,0.0372060181663948,0.115347270692806,0,0,0.116607248985386,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0282442515563799,0.120229702647255,0,0,0,0,0,0,0,0,0,0,0,0,0.0162248531995378,0,0,0,0.0524948257662634,0,0,0,0,0,0.0672984577986844,0,3.46944695195361e-18,0,0.528039337423394,0,0,0,0,0,0.0363673253496361,0,0,0,0,0,0.152011334223747,0,0,0,0,0,0.0108155325739367,0,0,0,0,0,0,0
X600019.SH,0,0.0155579519376812,0,0.0683264220062361,0,0,0,0,0,0,0,0,0,0,0.0553392527985043,0,0,0,0,0.422282050642246,0,0,0,0,0.138257560496586,0,0,0,0,0,0,0.00867117829384895,0,0.0780951465325462,0,0,0,0,0,0,0.000779644016313133,0,0,0,0,0,0,0,0,0,0,-0.010990379285792,0.0202323692321219,0,0,0,0,0,0
X600011.SH,0,0.0123273597869449,0,0.0734330658106589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639837257344382,0,0,0,0,0.147258034752211,0,0,0.0119508036997579,0,0,0,0,0,0,0,0,0,0,0,-0.169965602227257,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158877647703217,0.0708549337114659,0,0,0,0,0,0
X600309.SH,0,0,0,0.389204817324921,0,0,0,0,0,0,0,0,0,0,0.213141528031925,0,0,0,0,0,0,0,0.016141732072315,0,0,0.248955073377317,0,0,-0.0892991857525219,0,0,0,0.169484308030489,0,0,0,0.0117494008694903,0,-0.208999129760308,0,0,0,0,-0.0461608323142451,0,0,0,0,0,0,0,-0.0399748006825546,0.140744476312036,0,0,0,0,0,0
X600010.SH,0.161324070657673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655490044234799,0,0.0832704989528244,0,0,0.0608816412708563,0.0448880218660642,0,0,0,0,0,0,0,0.0795050197635022,0.0390708613271957,0,0,0,0,0,0,0,0,0,0,0,0.0643946531473294,0,0,0,0,0,0,-0.0319437762720877,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256540637565629,0,0,0.029164230657608,0.0497381125506606,0,0.00713116031026049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059888342057105,0,0,0,0,0,0.112895268782723,0,0,0,0,0,-0.103260159255668,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0309208332094822,-0.026988395653935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285907738012725,0,0,0,0,0,0.527995226602361,0,0,0,0,0,0,0,0,0,0,0,0,0.014271177877549,0,0,0.0265028175650391,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0470233658987701,0.143455394284201,0,0,0,0,0.0916072945292914,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0223502417705052,0,0,0,0,0,0.0205319604073723,0,0,0,0.0658958971534108,0,0,0,0,0,0,0,0.0591274445466795,0,0.0038889240419272,0,0,0,-0.0258579202434925,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0988134119465095,0,0.0315636626961513,0.0910006420535366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697432575233254,0,0.0204365238564021,0.119121834565396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440539916647031,0.0770781767283044,0,0,0,0,0,0,0,0,-0.0886390159607389,0,0,0,0,0,0
X600688.SH,0.18516447078312,0,0,0,0,0,0,0,0,0,0,0,0,0.067390572589213,0.258748479878913,0,0,0,0,0,0,0,0,0.0180876997396715,0,0.0566189942767941,0,0,0,0.0327705155604554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111549085435109,0,6.93889390390723e-18,0,0,0,0,0.0326110680407752,-0.00503014066907573,-0.00378776865928916,0,0,0,0,0,0
