,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X600027.SH,X002353.SZ,X000792.SZ,X601992.SH,X601158.SH,X000898.SZ,X000883.SZ,X600315.SH,X600490.SH,X600489.SH,X000709.SZ,X600547.SH,X000629.SZ,X000831.SZ,X600352.SH,X000539.SZ,X000825.SZ,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X000937.SZ,X000027.SZ,X600578.SH,X000960.SZ,X002470.SZ,X000959.SZ,X600863.SH,X600516.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0464319618070165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426977856389432,0,0,0,4.33680868994202e-19,0,0,0.0106348420074851,0,0,0,0.0131941632243341,0,0,0,0.016139893009637,0,0.0135057127992207,0,0,0,0,0,0,0,0,0.0352764512692399,0,-0.0013228022934109,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.109191387125937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00858045903621167,0.0710667859694354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365298615189127,0,0,0.111366041630762,0,0,0,0,0.0660248638007848,0.0148958677233422,0,-0.0183068423846273,0.03012793654383,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0640005007379504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0.0178822240879325,0,0,0.264032215535978,0.0512502980844834,0.0835435585078484,0,0,-0.029946177107925,0,0,0,0,0.0239582508939632,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.126283284443685,0.0764096854918287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642537561771508,0,0,0,0,0,0.0262280082369296,0.0688777884604505,0,0,0,0.1434434395833,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00278404489635384,0,0,0,0,0,0,0,0.0175330783814893,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.128161873574623,0,0,0,0,0,0,0,0,0,0,0,0,0.0980554705618455,-0.0515329864067906,0,0.0645398690997436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318615226676701,0,0,0,0,0,0,0,0.0633827795427311,0,0,0.0485495027255294,0,0,-0.00810670004325655,0,0.00358321990318286,0.0322250370688288,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00646541319855247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085108814039762,0,0,0,0.0221726629820232,0.148742688243429,0,0,0,0,0.0418253750440861,0.0793238818075847,3.46944695195361e-18,0,0,0.00723572603836421,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0440660827711215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787194392685198,0,0,0,0,0,0,0,0,0.0903999497872091,0.0324256373075873,0,0,0,0,0.0714981262916936,0.0159156077412805,0.0166258429906748,0,0,0.162097945903131,0,0,0,0,0,0,0,0,0,0.00301945363926992,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0433960041532231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157847099537189,0,0,0,0,0,0.113998927392697,0,0,0,0,0,0.0424075481427304,0,0,0,0,0,0,0.27597939174325,0,0,0.0210734199804884,0,0,0.00112660161336827,0,2.16840434497101e-19,-0.000505389807702464,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521121612130636,0.0191160040805752,0,0,0,0,0,0.0292100573423127,0,0,0,0,0,0,0,0,0.0392872694861484,0.100919895464477,0,0,0.040684617961065,0,0.103306051679794,0,0.190399321230096,0,0.052822460259982,0,0,0,0.052943530595323,0,0.00254913952609667,0,0,0,0,-0.00531166134453131,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000688467620517651,0,0.0387753811432114,0.103326735021133,0,0,0,0,0,0.128597551115357,0,0,0,0.0249094158254463,0,0,0,0.193736290881116,0,0,0,0,0,0,0.115572270425412,0.13863465266107,0.0516898163994322,0.0254188036926016,0,0.0617620030971565,0,0,0,0.114802157454027,0,0,0,0,-0.0222092278177705,0,0,0,0,0,0,0
