,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600795.SH,X601898.SH,X600010.SH,X601991.SH,X600886.SH,X600362.SH,X600188.SH,X600157.SH,X600027.SH,X600111.SH,X600688.SH,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X000898.SZ,X601158.SH,X600352.SH,X000792.SZ,X600021.SH,X600547.SH,X600808.SH,X600489.SH,X000539.SZ,X000629.SZ,X002353.SZ,X600660.SH,X600008.SH,X000027.SZ,X000831.SZ,X000060.SZ,X000825.SZ,X600863.SH,X600307.SH,X600219.SH,X600578.SH,X002470.SZ,X000630.SZ,X600549.SH,X600098.SH,X601699.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.541433627621086,0,0,0,0,0,0,0,0,0,0.00978704815570667,0,0.0929802260801283,0,0,0,0,0,0,0.163127081433165,0,0,0,0,0,0,0,0.0254990522676547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267648426217525,0.00552011740716138,0,0,0,0,0,0
X600028.SH,0.53721623969208,0,0.0625515839534523,0,0,0.0595038323125082,0,0,0,0,0,0,0,0.0817778129077926,0.0313503472555689,0,0,0,0.036141367935993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453112044474633,0,0,0,0.00246583212054883,0,0,0,0,0,0,0
X601088.SH,0.113022885990201,0,0,0,3.6968251863808e-05,0,0,0,0.232248024644384,0,-3.46944695195361e-18,0,0,0.0354593366859633,0,0,0,0,0,0,0.0760296550837998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266404304480314,0,0,0.0193394957057716,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.111143092850233,0,0.0952502932622025,0.0673744725619837,0,0,0,0,0.295249139692052,0,0,0.0419498211948031,0,0,0,0.142235196239927,0.0195547824039489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559930791459849,0,0,0,0.032512630493703,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.139210163351422,0,0,0,0,0,0,0.167525649065387,0.0549399605628315,0,0,0,0,0,0,0,0.094007651462657,0,0,0,0.0213126928968522,0.281837196598223,0,0,0,0.0563542541882323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113364606521773,0,0,0,-0.0409106279985425,0,0,0,0,0,0
X600585.SH,0,0,0.0173792611907032,0,0,0,0,0,0,0,8.67361737988404e-19,1.73472347597681e-18,0,0,0,0,0,0,0.257919260544852,0,0.220761807270334,0,0.0611033167361877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850772164088584,0.0622838768591664,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.208303621281181,0,0,0.049235424723649,0,0,0,0,0,0.0742528756189847,0,0,0,0,0,0,0,0,0.0154458059822174,0,0.0529617686976771,0,0,0.0586705364823289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297190896401092,0,0,0,0,0,0,0,0,0,0
X600795.SH,0.081963128150137,0,0,0.0575022976843839,0,0,0.216840289837639,0,0,0,0.138281736048205,0.0613479027692654,0,0,0,0.0937657506765798,0,0,0,0,0,0,0,0,0,0,0.0435954157671491,0,0.106773274623654,0,0,0,0,0,0,0,0,0,0.0877843158663661,0,0,0.0225773714124623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0520292850753602,0,0.144571521509314,0,0,0.0536645542278791,0,0.00778760421347594,0,0.0618184776873248,0,0,0,0,0,0,0,0,0.151649380204843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00737396289709936,0,0,0,0,0,0,0,0.125350116050467,0.030234368962707,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0.390071863433162,0,0,0,0,0,0,0,0,0,0.121725759868218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671228381419283,0,0.0865696347692501,0,0,0,0,0,0,0,0,0,0,0.0616591863337421,0,0,0,0,0.0434861909413003,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0888417494675116,0,0,0,0.123805298146045,0,0,0,0.145347701095052,0,0,0.24153090173151,0,0,0,0,0,-0.00174791190211384,0,0.168867829690808,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.146362664846979,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.018189774407123,0,0,0,0,0,0,0
X600886.SH,0.285444391700135,0,0,0,0,0,0,0,0,0,0.400509084467259,0,0,0,0,0,0,0,0,0,0,0,0.0910403298784737,0,0,0,0,0,0,0,0,0,0,0.0501716087114278,0,0.101087224110372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0177904623399459,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0231329614159396,0,0.089006967143656,0,0,0.0332968975516302,0,0,0,0.0802662822329553,0,0,0,0,0,0,0,0,0,0,0.024461969826061,0,0,0,0,0,0,0,0,0,0.0603832164276827,0,0,0.213373494335902,0,0,0,0.0468526054339859,0,0,0,0.0511686607051239,0,0,0,0,-0.00664271608388728,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0606853390131288,0,0.257165261272399,0,0,0,0,0,0,0,0,0,0,0.158022347608279,0,0,0.118319894323531,0,0,0,0,0,0,0,0,0,0,0,0.00689058553444577,0,0,0.211846008172669,0.142677972542077,0,0.0104372003179271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0.201990533489143,0,0,0,0,0,0,0,0.0728365878463354,0,0,0,0,0,0,0,0,0.0440602157147552,0,0,0,0.00284656343477083,0.0835521362769303,0.0348393018571671,0,0,0,0,0,0,0,0,0,0.058946656627932,0.0572586883219166,0,0,0,0,0,0,0,0,0,0,0.00410987011920678,0,0,0,0.01721602379159,-0.00706402093150874,0,0,0,0,0,0
X600027.SH,0,0,0,0.17128926263447,0,0,0,0.106586708463149,0,0,0.0873866248382838,0,0,0,0,0,0,0,0,0,0,0,0.0738326822751076,0,0,0,0,0,0.0581901515986367,0,0.307511385105203,0,0,0,0,0.157275927510736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258595325550278,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0177761356523565,0,0,0,0.17244518127543,0,0,0.195512955115728,0,0,0,0,0,0.0526166685274153,0,0,0,0,0,0,0,0,0,0,0,0.0261512085056038,0,0,0,0,0,0.112518109435985,0,0,0,0,0,0,0,0,0,0,0,0,0.00539877119892419,0.0544127806290794,0,0,0,0,0,0
X600688.SH,0.291552160389402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213184353930114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281074181643391,0.0960119401179449,0,0,0,0,0,0,0,0,-0.0353319580393936,0,0,0,0,0,0,0
