,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X002460.SZ,X000786.SZ,X600688.SH,X600111.SH,X000723.SZ,X601992.SH,X600176.SH,X002271.SZ,X600027.SH,X002353.SZ,X002466.SZ,X600516.SH,X600426.SH,X000898.SZ,X600583.SH,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000553.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000792.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.139722986241066,0,0,0,0,0,0,0,0,0,0.24348775630717,0,0,0,0,0.0219419890868742,0.0551194909207177,0,0,-6.93889390390723e-18,0,0,0.0107226826269001,0,0,0,0,0.00769553305695749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219648169239922,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.049613561070471,0.049715223125357,0,0,0,0,0,0,0.105472232758338,0,0,0,0.00192011091731407,0,0,0,0.0420575032128351,0,0,0,0,0.038265318447496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146083901540771,0,0,0,0,0.0134624871422727,0,0
X601088.SH,0,0,0,0,0,0.236073840287166,0,0.0761722701908396,0.00774945574587117,0.0114899307319877,0,0,0,0,0,0.0466514660803766,0.243977274317081,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638502239141349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257643032370144,0.0913283864204528,0,0,0,0,0,0,0,0,0,0,0,-0.020275094513125,0,0
X600585.SH,0,0,0,0,0.102285488729752,0,0,0,0,-0.0123556153497547,0,0.0046978028268626,0,0,0,0.38378024681131,0,0,0,0,0,0.0955453739441017,0,0,0,0,0.01180376338973,0.0232654626398816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184941931109713,-0.0194674628269157,0,0,0,0,0,0
X600309.SH,0,0,0,0.189570982534951,0,0,0.0627370116141406,0.0360836754908256,-0.0269490084467567,0,-0.149285412300553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100751754798653,0.0940463759571829,0,0.0297530783527031,0,0,0,0,0,0.0278281598437056,0,0,0,0,0,0,0,0,-0.0345439823996776,0,0,-0.147599088435189,0,0,0,-0.015628794782575,0.0143865669450303,0,0,0,0,0,0
X600019.SH,0,0,0.146509365825128,0,0,0,0,0,0.0619145034230546,0,0.0705595521870648,0,0,-0.0655381741273744,0,0.056633241845744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101203916683642,0,0.0119066594215912,6.7762635780344e-21,0,0,0,0.0210836451887266,0,0
X600547.SH,0,0,0,-0.0113178106648541,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161019896883353,0,0,0,0.0533964827427543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18246081236919,0,0,0,0,0,0,0,-0.0518460277390017,0,0,0.184720577742148,0,0,0,-0.0378761332832363,0,0,0,0,-0.0134529694134177,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0608563764143495,0,0,0,0,0,0,0,0.0955346262472494,0,0,0,0,0,0,0,0,0,0,0,0.121827113065706,0,0,0,0,0,0.0981649121400595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186247626410662,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.285413626542701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223596234261891,0,0,0,0,0.017917912626753,0,0,0,0,-0.0777854298428072,0.162231456344667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103161929256941,-0.0135250464067037,0,0,0,0,0,0
X601898.SH,0.50222626038386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28002567855801,0,0,0,0.0105682203731195,0,0,-0.0834656938660846,0,0,-0.0201604464015403,0,2.16840434497101e-19,0,0.106669747461749,0,0,0,0,0,0,0,0,0,0,0,0,0.0561444517089456,0,0,0,0,0,0,0,0,0.0403649263948608,0,0,0,0,0,0
