,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X000708.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X000983.SZ,X600795.SH,X601699.SH,X600362.SH,X600176.SH,X600803.SH,X600027.SH,X601991.SH,X600160.SH,X000786.SZ,X600995.SH,X000629.SZ,X000807.SZ,X600096.SH,X000408.SZ,X000933.SZ,X600219.SH,X600489.SH,X600378.SH,X000723.SZ,X600141.SH,X000831.SZ,X600348.SH,X000932.SZ,X002080.SZ,X600801.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0473296063073582,0,0,0,0,0.135641275967657,0,0,0,0,0,0,0,0,0.0225435656279323,0,0,0,0,0,0,0,0,0,0,0,0,0.00202578162742817,0,0,0,0,0,0,0,0,0,0,0.0909597768255396,0,0,0.0112721413560081,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0734143668404421,0,0,0,0,0,0,0.121580006574119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133369776815107,0,0,0.0634371223578631,0,0,0,0,0,0,0,0,0,0,0,0,-0.047882964289517,0,0,0,0,0,0,0,0,0,-0.0174802078538666,0.029034765189666,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.138071458801258,0,0,0,0,0.0727476921025657,0,0.0459822717330248,0,0,0,0,0,0,0,0,0,0,0,0.0744864622676431,0,0,0,0.00963217460727706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107876586409854,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120840539196191,0,0,0,0.0945407149606598,0,0,0,0,0.286786183573797,0,0,0,0,0,0,0,-0.100675651635107,0,0.214007227383939,-0.0117833849576024,0,0,0,0,0,0,0,0,0,0,0,0,0.198464300938987,0,0,0,0,0.0240580674906603,-0.0310969680803436,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0654833044077933,0,0.0108200786327486,0,0,0,0,0,0,0,0,0,0.135779006852309,0.217462276024605,0,0,0,0.0669199266116551,0,0,0,0,0,0,0.038411213974981,0,0,0.198418805109224,0,0,0,0,0,0,0.092906426107105,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228731495015917,0,0,0,0,0.014768390469611,0.385615604796627,0,0,0,0.0700580242320405,0,0,0,0,0,0,0,0,0.0690768688381986,0,0,0,0,0,0.0203434379519441,0,0,0,0,0,0,0,0,0,0.149738584134216,0,0,-0.00391987046917762,0.0153948413515388,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131942710947331,0,0,0.240132272754175,0,0,0,0,0,0,0,0,0,0,0,0,0.0526663698991247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275639216569146,0,0.0923874562700953,0,0,-0.000615926956565648,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0183333851011312,0,0,0,0.60299056933486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393575103515253,0,0,0,0,0,0,0,0,-0.0363410371690725,0,0,0,0,0.15624881859647,0,0,0,0,0,0,0,0,0,0.0279445251321488,0,0,0,0.00839070786358443,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.58025455357381,0,0,0,0,0.0730346824070034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480885558838615,0,0,0,0,0,0.0805215689044692,0.0605084035988138,0,0,0,0,0.0603620657886285,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.00296208107217555,0,0,0,0.253439827546742,0.135309258223082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015066175897221,0,0,0,0,0,0,0.206003307064801,0,0,0,0,0,0,0.00691664734528213,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396149497229883,0,0,0,0.0449510546977478,0,0,0,0,0.0911419652439574,0.662621490879618,0,0,0,0,-0.0382808572285454,0,0,0,0,0,0,0.107778612258351,0,0,-0.18484661033314,0,0,0,0,0,0,-0.0340560845901848,0.0468804350635965,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.257213241024719,0,0,0,0,0,0,0,0,0,0,0,0.0131586737354247,0,0,0,0,0,0,0.156653612603364,0,0.0382821679503427,0,0,0,0,0,0,0,0,0.0940939731348883,0,0,0,0.0966564205272743,0,0,0,0,0,0,0.0496606676436028,0,0,0,0,0,0,-0.00883345066145118,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0594048253421125,0,0,0,0,0.0357689666213848,0,0,0.112460946818135,0,0,0,0.0509435696128905,0,0,0,0,0,0,0,0.0526189887148632,0,0,0,0,0,0.0517803235448298,0,0,0,0,0,0,0,0.113874955632048,0,0.222270995614988,0.00181726450983538,0,0,0,0,0,-0.00693180988998069,0,0,0,0,0,0,0
