,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X000723.SZ,X601600.SH,X600352.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X600801.SH,X601992.SH,X600027.SH,X600111.SH,X000898.SZ,X600176.SH,X000786.SZ,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X002271.SZ,X600299.SH,X002110.SZ,X000629.SZ,X600489.SH,X601158.SH,X600219.SH,X000990.SZ,X000883.SZ,X600808.SH,X000553.SZ,X600985.SH,X000630.SZ,X000027.SZ,X600583.SH,X600157.SH,X000825.SZ,X600426.SH,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.130173072031462,0,0,0,0,0,0,0,0,0.0162353602773198,0.0374775907184251,0,0,0,0,0,0,0,0,0,0.0276442838321407,0,0,0,0,0,0,0,0,0,0,0,0.0592525334939232,0,0,0,0.00283375287559924,0,0,0.0174169812259291,0,-0.010775946227016,-0.00574467322751355,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0112244229023537,0,0,0,0,0.179448875958238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104295504722567,0,0,0,0,0,0,0,0,0,0.141509399196372,0.0342466217377116,0,0.00494659291815535,-0.0255323113909342,0,0,0,0,0,0
X601088.SH,0,0,0,0.139856323067439,0,0,0,0,0,0,0,0,0,0,0,0,0.0643853192186205,0,0,0.0420464284024138,0,0,0,0,0,0,0.0144174324186567,0.0255930919368195,0,0,0.0139001102119209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064141057608096,0,0.0670556467448755,0,0,0,-0.0581784159481093,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0937099175934571,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.49816569742153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00792980052795086,0,0,0,0,-0.00387005544390915,0,0
X600019.SH,0,0,0.0649732316226508,0,0,0,0,0,0,0.0470975331778832,0.0615340934947904,0,0,0,0,0,0,0,0,0.0421416166079795,0.117636144489938,0,0,0,0,0,0.100989279078354,0,0,0,0,0,0.0228018622204759,0,0,0,0,0,0,0,0,0,0.0704375747625952,0,0,0,0.0926602531926394,0,0,0,0,0.0123583812771138,-0.0120702553949676,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.130453757353787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048345614625239,0,0,0,0,0,0.393802805450539,0,0,0,-0.0520550977730587,0.0686632922923253,0,0,0,0,0,0,0,0,0,0.130011548168583,0,0,0.0345124447683968,0,0,0,0,-0.0398909225350743,0,0
X600011.SH,0,0,0,0,0,0.083763915870598,0,0,0,0,0.0597106172449839,0.111928950010127,0,0,0,0,0,0,0.0577838526995566,0,0,0,0.368971518980968,0,0,0,0,-0.00951349901659224,0,0,-0.0413922174602083,0,0,0,0,0,0,0,-0.0730403475247009,0,0,0,0,0.0521315265393566,0,0,0.00642591261516923,0,0,0,0,0.0350671942760715,0,0,0,0,0.0332207426926462,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.162242582804691,0.0323031352261591,0,0,0,0,0,0,0,0,0,0,0,0.0418578702834183,0,0.021784422054237,0,0.0116175927290894,0,0,0,0,0,0,0.0111462037628605,0,0,0.189139673754641,0,0,0,0,0,0,0,0,0.208864260309018,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0409647191181252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120527393739771,0,0,0.499063270412753,0,0,0.022477038485476,0,0,0,0,0,0,0,0.0698022406019217,0,0,0,0,-0.00665282245503221,0,0,0,0,0.023633354389516,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0,0.325035510970055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402561883848952,0,0,0,0.729164444205102,0,0.223285044576818,0,0,0,0,-0.0519762764976087,0,0,0,0,0,0,0,0.165147066148723,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0301613129060907,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.00400918163984729,0,0,0,0,0,0,0,0,0,0.129205532133743,0.0947967283792855,0,0,0.116441055509964,0,0,0,0,0,0,0,0,0,0,0.0466141742046946,0,0,0.228683006138175,0,0,0,0,0,0,0,0,0.0100878253422467,0,0.108828730414831,0,0,0,-0.00118514503973217,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0.0578899024228775,0,0,0,0,0,0,0,0,0,0,0.279579913983014,0,0,0,0,0,0.11869500304276,0,0,0,0,0.0695181271749654,0,0,0,0,0,0,0,0,0,0,0,0.264981861238417,0,0,0,0,0,0,0,-0.105518663295647,0.236376191467369,0,0,0,0.0310709748457686,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.166799812544359,-0.0104073130626391,0,0,0,0,0.0802240007173444,0,0,0.171643110858707,0,0,0.0866106683947589,0.0666786326944004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407366154073068,0,0.0390670302747602,0,0.0155731232918908,0,0,0,0,0,-0.00659836000870486,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144387441992395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155396583132902,0.00459408869742967,0,0,0.0710072514706142,0,0,0,0,0.0642949255109357,0.0174956999022114,0.0547237472315273,0,0,0,-0.034689934052974,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0277774165015431,0,0,0,0.0244332489120362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102190592887136,0,0.122003862853037,0.103131751998874,0,0,0,0,0,0,0,0,0,0,0,0.0409572697886153,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037116131193147,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.00528868642917355,0,0,0.0333707335733789,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204454086657571,0,0,0,0,0,0.0634129360615125,0.0289375525613404,0.0379157829290575,0,0,-0.0064264793417007,-0.0330444864468262,0,0,0,-0.0010806045934431,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0489109576851925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623699549860963,0,0,0,0,0.000811346708553803,0,0,0,0,0,0.00296771913329018,0,0,0,0,0,0,0,0.116466927655028,0,0.253500578592084,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600886.SH,0,0,0.135394944325344,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.00644783804957385,0,0,0,0,0,0,0,0,0.0405085350203679,0,0,0.0542942719962797,0,0,0,0,0,0,-0.0413916008569473,0,0,0,0,0,0.0556844947895228,0,0,0,0.115788429800243,0.031847402275795,0.0435466107960568,0,0.026527568458738,0,0,0,0,-0.0140820854044865,0,0,0,0,0.00690398406511266,0,0
X600795.SH,0,0,0,0,0,0,0,0.0815285930037724,0,0,0,0,0,0,0,0,0,0,0,0.053112797994315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203216140731973,0,0,0,0,0.0104662659107752,0,0.0344468730984007,0,0.0517671924181847,0,0,0,0,-0.0233853503222859,2.71050543121376e-20,0,0,0,0.00511892361102029,0,0
X600362.SH,0,0,0,0,0,0,0,0.313239640537933,0,0.0361225307679269,0.0124824745078728,0,0,0,0,0,0,0,0,0,0.0576320532988508,0,0,0.0448507015187609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836939220999527,0,0,0,0,0,0,0.05430225251607,0.0333214794015121,0,0.173473283766434,0.148914478670622,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.502518164798825,0,0,0,0,0,0,0,0.0379068264341685,0,0,0,0,0,0,0,0,0,0.103734321866384,0,0,0,0,0,0.200211500162436,0,0,0,0,0,0,0,0,0,0,0.0333818934684505,0,0,0,0,0,0,0,0.0186082942483981,0,0.185576850946708,0,0,0,0,0,0,0,-0.0194582522369758,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169028482358615,0,0,0,0.098623991090323,0,0,0,0,0,0,0,0,0.0614498951106546,0,0,0,0,0,0.125863598936339,0,0,0,0,0,0,0.0109720206356011,0.143454587134025,0,0.0937768170549687,0,0,0,0,0,0,0,-0.00424445822913203,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284755985530534,0,0,0.0203066661647111,0,0,0,0,0,0.15529888622542,0,0,0,0,0,0.0445274970800348,0,0,0,0,0,0,0.0435920915045618,0.0567943942650202,0,0,0,0,-0.0351230474332173,-0.0562063896368711,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0440643412125501,0,0,0,0,0,0,0,0,0,0.0262382804809319,0,0,0,0,0,0,0,0.180791466551708,0,0,0.264679549143662,0,0,0,0,0,0,0,0,0,0.117136805900027,0,0,0,0.0560366826074343,0,0.169425554707014,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.0343034532779461,0.16973746142964,0,0,0,0,0,0,0,0,0,0.0501461434384842,0,0,0.158247592747253,0,0.0261380969379351,0,0,0,0,0.061634660312103,0,0,0.00996523020464495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0.00956452237013412,0.018789902477162,0,0,0,0,0,0.224183859897885,0,0,0,0.153011948221486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354257733245733,0,0,0.0956058690749286,0,0,0,0,0.0360835642925735,0,0.213488135947107,0,0,0,0,0,0,0,-0.00250508267625665,0,0
X000786.SZ,0,0,0,0,0,0.226899205884049,0,0,0,0.0551895202397777,0,0.000675256470042128,0,0,0.224794550498815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941125691893565,0,0,0,0,0,0,-0.0847264903218367,0,0,0,0,0,0,0,0.0522849575899381,0,0,0.0867275159022872,0,0.0109291833314921,0.0579586471361908,0,-0.160074933133095,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0.0952092808703644,0,0,0,0,0,0,0,0,0.170346756392851,0,0,0.157699320962978,0,0,0,0,0.238678131662615,0,0,0,0,0,0,0,0,0,0.0962699625555737,0,0,0,0,0,0,0,0.0162550574151925,0,0,0,0,-0.0169222269899884,0,0,0,0,-0.134308123323801,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0379861351998723,0,0.0976608337838929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143662316063761,0,0,0.558214661893148,0,0,0,0,0,0,0,-0.0490693216746485,0,0,0,0,0,0,0,0,0,0,0,-0.0310174767434494,-0.00829687163354498,0,0,0,0,-0.0329604796915197,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0541716747762346,0,0.0385901489030494,0,0,0,0,0,0,0,0,0,0.0937405400026677,0,0,0,0.0864852237092814,0,0,0,0.025658237675073,0,0,0,0,0,0.0693702895564712,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0301181284995343,0,0.110426131601575,0,0,-0.0147590616269423,0,0,0,0,-0.00333100306644456,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0449994081628329,0,0,0,0,0,0,0,0,0,0,0,0.289372632184402,0,0,0,0.0218630822704675,0.712563860593844,0,0,0.0201529285494874,0.0860468533317893,0,0,0,0,0,0,0,0,0.0155682356505428,0,0,0,0,0,0,0,0,0,0.0281112292009397,-0.0197558776531349,0,0,0,0,0,0
X002271.SZ,0,0,0,0.1133372788771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931584207628081,0,0,0,0.616355915418321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235208557361473,0.00161955946393944,0,0,1.73472347597681e-18,0,0.103578937060894,0,0,-0.0105744680844713,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0261937991667445,0,0,0,0,0,0,0,0,0,0,0,0,0.0984684400309115,0,0,0,0.114422697898691,0,0,0,0,0,0,0.0182377627095791,0.0619247207372047,0,0,0,0.152083751623815,0,0,0.0462996532815596,0,0,0,0,0.306216691315116,0,0,0,0,-0.0479544939531956,-0.000595020120383861,0,0,0,0,0,0
X002110.SZ,0,0,0,0,0,0.221779851964337,0,0,0,0.0311733817451282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066541392129638,0,0,0,0,0,0,0.0193245716285191,0,7.73233478678359e-05,0,0.096878484364646,0,0,0,0.0268075604815437,0,0,0,0.117466855770448,0,0,0,0,0,0.229063707891568,0,0,0,-0.0120357312022503,0,0,0,-0.0133838730691837,0,0
X000629.SZ,0,0,0,0,0,0,0,0.26282748292741,0,0,0.177135167328769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831151296975916,0,0,0,0.0634001523459797,0,0,0,0,0,0,0.0246201710781285,0,0,0,0.0594544207151583,0,0,0,0.0334541464641329,0,0.0383841704693528,0,0,0.00390340112533627,-0.0460416844084603,0,0,0,0.00510600254398601,0,0
X600489.SH,0,0,0,0,0,0,0,0.120730787915265,0.332857394964634,0.0201473636901378,0,0.0175378293867255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974706024690216,0.0768748500405876,0,0,0,0,-0.00357822326860894,0,0,0,0,-0.0291235825098958,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136731453852747,0,0.0612710387419611,0,0.10977635578574,0,0,0,0.073518166521242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147606384736542,0.0835549665376553,0,-3.46944695195361e-18,0,0,-0.00522195008746834,-0.0266000963242891,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0.122762967298872,0,0,0.41150486640812,0,0,0,0,0,0,0,0,0.0278030017712095,0,0,0,8.67361737988404e-19,0,0,0,0.0322662811461289,0,0,0,0,0,0,0.0709766973527676,0,0,0,0.00239337376542522,0,0,0,0.0730244188313462,0,0,0,0.0756873729845015,0,0,0,0,-0.00910138861211439,-0.0219745279821859,0,0,0,-0.00826933936851639,0,0
X000990.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0873507639105299,0,0,0,0,0,0,0,0,0,0,0.094521237361233,0,0,0,0,0,0,0,0,0,-0.150494702928048,0.277281149287378,0,0,0,0,0,0,0,0.460616601991732,0,0,0,0,0,0,0,0.446555433206849,0,2.16840434497101e-19,0.0292522128977999,0,0,0,-0.0600881366857518,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0.00821255769266012,0,0,0,0,0,0,0,0,0,0.0975954310171298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11595751496717,0,0,0,0,0,0,0.167912779174208,0,0.0513896090607571,0.0413097541916189,0.0745299992589115,0,0,-0.0325051977625902,-0.0158604844674446,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0,0,0.0159436003277371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165359897912868,0,0,0,0,0,0,0.0590463802479058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282676179205392,0,0,0,-0.021328777059121,-0.0237066748225289,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0.150407595384955,0,0,0,0,0,0,0,0,0,0,0,0.054623146832156,0,0,0,0.241279432932315,0,0,0,0,0.0129877918170898,0,0,0,0,0,0.0779633813589777,0,0,0,0.249824513173251,0,0,0,0.00225390526511573,0.0348572004225959,0,0,0,-0.00101320395517943,0,0,0,0,-0.00146601442063111,0,0
X600985.SH,0,0,0,0,0,0,0,0,0,0,0.00515112297516252,-0.0442459076031961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0585145800888341,0,0,-1.73472347597681e-18,0,0,0.306627843112372,0,0,0,0.273207886936262,0,0,0,0,0,0,0,0,0,0.0112558368840487,-0.153646473236054,0,0,0,-0.10937008955286,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0.114313060495603,0.00587494830341959,0,0,0,0,0,0,0,0.0352155678217485,0,0,0,0,0,0.0085261583356387,0,0,0,0,0,0,0,0,0,0,0,0.376007049637097,0,0,0,0,0.162168058291037,0,0,0,0.0717656789209368,0,0,0,0,-0.0112049340193138,-0.0268920507796551,0,0,0,0,0,0
