,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600585.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X000708.SZ,X600010.SH,X600795.SH,X000301.SZ,X601699.SH,X600426.SH,X600362.SH,X000877.SZ,X000983.SZ,X002271.SZ,X600489.SH,X600027.SH,X600803.SH,X601991.SH,X000807.SZ,X600176.SH,X600160.SH,X600985.SH,X000786.SZ,X000630.SZ,X000932.SZ,X000408.SZ,X000933.SZ,X600219.SH,X600612.SH,X002128.SZ,X300037.SZ,X600157.SH,X000629.SZ,X000723.SZ,X600688.SH,X600348.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.539290760756948,0.270846620744266,0,0,0,0,0,-0.0589694300956315,0,0,0,0,0,0,0.126157926804157,0,0,0,0,0,0,0,0,0,0,-0.126318797846855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836966181272664,0,0,0,0,0,0,0,0,0,0,0.0178500386646789,0,0,0,0.0243693662047062,0,0
X600028.SH,0.496107168713544,0,0,0,0,0.100466176401079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993496361053701,0,6.93889390390723e-18,0,0,0,0.0436011109339786,0,0,0,0.0415559498542273,0,0,0,0,0,0.0151757480341501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00391667599651344,0,0,0,0,0,0
X601088.SH,0.0738686678590565,0.155431272315386,0,0,0.0379525987770166,0,0.214269248499037,0,0,0,0,0,0,0,-0.0133729204929834,-0.00849351720693645,0,0,0,0.00547917313751021,0,0,0,0,0,0.0349774367746804,0,0,0,0,0,0,0.067664783905671,0,0.0758138449410662,0,0,0,0,0,0,0,0,-0.124988805589762,0,0,0,0,0,0,0,0.00725702438135435,0.00796757339687006,0,0,0,-2.16840434497101e-19,0,0
X600309.SH,0,0,0,0,0.154795565843726,0,0,0,0,0,0,0,0,0,0.0381734605509013,0,0,0,0,0,0,0,0,0.0898632594841403,0,0,0.112999084325318,0,0.0248172480896473,0,0,0,0,0.0707534984480829,0,0,0,0.173855213338675,-0.096776370758742,0,0,0,0,0.154182229397896,0.095727072453434,0.0352149480580721,0,0,0,0,-0.0884814955561261,0.00235096288805435,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.122264060373635,0.185518118473811,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.110828564404097,0.0305756122940492,0,0,0.347777847794192,-0.0686545923648955,0,0,0,0,0,0,0,0.0602837431499516,0,0,0,0,0.0397616348478603,0,0,0,-0.084722544974357,0,0,0,0,0,0,0,0,-0.010032312236323,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.108230665861842,0,0,0,0,0,0,0,0.000723192806817444,0,0,0,0,0.0617624764658818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11561663289204,0.299522492818934,0,0.149686487800312,0,0,-0.169893415066833,0,0,0,0,0,0,0,-0.00624296964574529,0,0,0,0,0,0,0
X601898.SH,0,0,0.0995743069199833,0,0.301255641038655,0,0,0,0,0,0,0,0,0,0.0351534493764147,0,0,0,0,0,0,0.107100458324099,0,0,0,0,2.16840434497101e-19,0,0,0.136422209071251,0,0,0,0,0,0.014209075595621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119299575877039,-0.000900756443269288,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679841799010051,0,0.292209767448306,0.0482422351003806,0.0799652422654464,0,0,0,0,0,0,0,0,0.0395581215936068,0,0,0,0.00348752220435881,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600011.SH,-0.023772242212081,0,0,0,-0.030666346195792,0,0,0,0,0,0,0,0.29128441659717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327736332161337,0,0.0521105758340053,0,0.0332399740713308,0.00414844918491661,-0.0252684954984498,0,-0.032716102103065,0,0,-0.16778184883836,0,0,0,0.0395444381998213,0,0,0,0,-0.0220490017772132,0,0,0,-0.0225296916800712,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0553540713942802,0,0,0,0,0,0,-0.0984825673836012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249967327522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025687196183791,0,0,0,0.0126516381889237,0,0,0,0,0,0.0113444572137813,0,0,0,0,0.0454057889379471,0,0
