,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X002466.SZ,X002460.SZ,X000708.SZ,X600010.SH,X600111.SH,X600027.SH,X000301.SZ,X600489.SH,X601699.SH,X000877.SZ,X600160.SH,X000983.SZ,X600803.SH,X600426.SH,X601991.SH,X000408.SZ,X000807.SZ,X000630.SZ,X000933.SZ,X000786.SZ,X601168.SH,X600985.SH,X600612.SH,X600176.SH,X600219.SH,X002271.SZ,X002128.SZ,X000932.SZ,X000883.SZ,X600096.SH,X600348.SH,X000027.SZ,X002353.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.223342796941004,0,0.17170341450054,0.0975850075141331,0,0,0,0.0660161185328054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366440417352703,0,0,0.0165929146647944,0,0,0,0.0192894779212992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023840377396438,0,0.0701960449344057,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.100472266223365,0.0735355859891701,0,0,0,0,0,0,0,0,0,-0.0600514177101515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162088748204255,0,0,0,0,0,0,0.07600825488461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0260907661198343,0,0,0,0.153813439377524,0,0.196488593277369,0,0,0,0,0,0,0,0,0,0,-0.0148100629289056,0,0,0,0,0,0,0,0,0,0.00561383087132716,0,0,0,0,0,0,0,0,0,0.226088569610206,0,0,0,-0.0222531651946261,0,0,0,0,0,0,0,0.112567850075235,0,-0.00785885938301971,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0296191563370895,0,0,0,0,0,0,0,0,0.1394148165864,0,0,0.070887071167609,0,-0.0808360621232922,0,0.140826323792684,0,0,0.300734888541239,0,0,0.122710192675307,0,0,0.133605512210871,0,0,-0.22656586438618,0.0129804980554268,0,0,0,0,0,0,0,0,0.103494298826292,0,0,0.0371227022773196,-0.0721975885880246,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.164433651476078,0,0,0,0,0,0,0,0,0.0160550022961344,0,0,0,0,0,0,0,0,0.0662665722819895,0.361181975550677,0,0,0.101587009163476,0,0,0,0,0,0,0,0,0.00141791957329673,0,0,0,0,0,0.190914725500209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.212783356446373,0,0.497586422096193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324544251175475,0,0,0,0,0,-0.0161936353999402,0,0,0,0,0,0,0,0,0,0,0.38223944998322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14484255829632,0,0,0,0,0
X600011.SH,0.0199267107155901,0,0,0,0.0678997679864107,0.00515353990486374,0,0,0,0,0,0,0,0,0.138286299247941,0,0,0,0,0,0,0.24135056848023,0,0,0,0,0,0,0,0,0.0172985295006768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.236151392229659,0,0,0,0,0,0,0,0,0,0.0187134140306485,0,0,0,0,0,0,0,0,0.0768057881857167,0,0,0.0347265086864558,0,0,0,0,0,0,0,0,-0.0153084359957302,0,0,0,0,0,0,0,0.0544628677717938,0,0,0,0,-0.0450853663128682,0,0,0.0134852387379794,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0411067574246459,0,0,0,0,0,0,0,0,0,0,-0.0481025104058232,0,0,0,0,0,0,0.761020340031503,0,0.0190558562749739,0,0,0,0,0,0,0.0407155126304395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318610056691417,0,-0.00656827004812431,0,0,0,0,0
X601600.SH,0.213848878751674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737460458895869,0,0,0,0,0,0,0,0,0,0,0,0.0013753449914291,0,0.287740961009578,0,0.06123212405479,0,0.102701714951046,0.161074125977585,0,0,0.0441593647325261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
