,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X002466.SZ,X600188.SH,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600111.SH,X600176.SH,X600886.SH,X600516.SH,X000898.SZ,X000786.SZ,X000709.SZ,X002271.SZ,X000792.SZ,X600352.SH,X000825.SZ,X600027.SH,X600299.SH,X000553.SZ,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X000883.SZ,X600426.SH,X002110.SZ,X000959.SZ,X000830.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.318122322312485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965977371307077,0,0.0116225545743019,0,0,0,0,0,0,0,0.0612515582884353,0,0,0,0,0.0267743029797169,0,0,0,0,0,0,0,0.040710490901642,0,0,0,0,0,0,0,0,0,-0.00050946930770059,0,0,0,0,0,0,0
X600028.SH,0.298919594631615,0,0.155790335419159,0,0,0,0,0,0,0,0.0186643215494415,0,0.112949179441511,0.025060425814175,0,0,0,0,0,0.140368751641122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122792801904475,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.108232576285211,0,0,0,0,0,-0.0718407072507553,0.111068338371611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228421695846089,0,0,0,0,0,0,0,0,0,0.0240203604810439,0,0,0,0.00574729342998407,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.264818764260454,0,0,0,0,0,0.322374777832559,0,0,0,0,0,0,0,0,0.0403431060935919,0,-0.0690415935169457,0,0,0.0389804407483207,0,0,0,0,0,0,0,-0.0382188414569654,0,0,0,0,0,0,0,0,0,0.0422773523898452,0,0,0,0,0,0.0215385607334571,-0.0234006141694351,0,0,0,0,0,0
X600585.SH,0,0,0.0714880448103221,0.177288189515813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381952967052761,0,0,0,0.345445649612513,0,0,-0.0684219031588061,0,0,0,0,0,0.273821941452318,0,0,0,0,0,0,0.00804768490913721,0,0,-0.0190051139931014,0,0,0,-0.00413456509802847,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111393091785029,0,0,0,0,0,0,0,0,0.0231328836812457,0,0,0,0,0,0,0,0,0,0,0,0,0.0407119341196296,0.0519106788857685,0,0,0.0600124813833253,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0140551397393859,0,0.0118188322177766,0,0,0.169855530112045,0,0,0,0,0,0,0,0.0341689775287287,0,0,0,0,0.0855659170957948,0.00730601345926423,0,0.246666799840842,0,0.117920493227658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000754992932969056,0,0,0,0,0,0,0
X601600.SH,0,0,0.204081590864275,0,0,0,0,0,0,0,0,0,0,0,0,-0.62344833859954,0,0,0,0,0,0,0,0,0.322872952838395,0,0,0.0162358676263795,-0.081213507994485,0,0,0,0,-0.219600160894785,0.11235879238195,0,0,0,0,0,0,0.114422083649415,0,0,0.00401336178998567,0,0,0,0.110939646106034,-0.203667083089323,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0588425873858057,0,0,0.240375259062202,0,0,0,0.0807454673579083,0,0.0354707914853323,0,0,0,0,0,0,0,0,0.0978992578212802,0,0.0111745166496081,0,0,0,0.0650282445561319,0,0,0,0,0,0,0,0,0.0663879667716651,0,0,0.159273718136015,0,0.0106035893466306,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.023690147573158,0,-0.0358905998146243,0,0,0,0,0,0,0,0,0,0.387429246322896,0,0,-0.104571684770885,0,0,0,0.221017765622481,0,0,0,0,0,-0.00813696394633271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065282175284882,0,0,0,0,0,0
X600188.SH,0,0,0.20807748210024,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0356022640145382,0.0137753094359411,0,0,0,0,0,0,0,0,0.0292264412328001,0,0,0,0,0.0139565012097359,0,0,0,0.535897283527861,0,0,0,0,0,0,0,0.00248286410498484,0,0.085552168336104,0,0,0,0,-0.000569147927599241,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140613741547071,0,0,0,0,0,0.0320505737641134,0,0,-0.0168307263595481,0,0.0793397060702282,0,0,0,0,0,0,0,0,0.023589010258951,0.130095066988046,0,0,0,0,0,0,0.00159410411069001,0,0,0,0,0,0
X600688.SH,0,0.370471131938509,0,0,0,0,0,0,0,-0.0272620150724691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00535063486237249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148531694008077,0,0,0,0,-0.0369547671655054,0.0273213263280384,0,0.047032722600396,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376442111591055,0.218691321227222,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.192175248433246,0,0,0,0.168195917534222,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456619790045896,0.0191325875313514,0,0,0,0,0,0
X600795.SH,0,0.0580554935387052,0,0,0,0.0220916794717324,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00413318435114765,0,0.086947598065132,0.036699292675989,0,0,0,0,0,0,0,0.0467679016933002,0,0,0.0563770226010926,0,0.0695836500502067,0,0,0,0,0.110556057008961,0,0,0,0.00246977839673449,0,-0.00176716410799333,0,0,0,0.0155578724212678,-0.00226595524574365,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,-0.0209256441448426,0,0,0,0,0,0,0,0,0,0.124987960895771,0,0,0,0.121382884665477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206331483834395,0,0,0,0,0,0,0.00215924737359549,0,0,0,0,0,0,0
X002460.SZ,0.151892042269845,0,0.0492050646204263,0,0,0,0,0,0,0.820894780860911,0,0,0,0,0,0,0,0,0,-0.104161916627664,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.110638037088335,0,0,0,0.0653675378084281,0.0382471392317221,0,0,0,0,0,0,0.0858419691908465,0,0,0,0,0,0,0.0179217990019298,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0.123613820835402,0,0,0,0,0,0,0.186563962755254,0,0,0,0,0.144084086320006,0,0,0,0,0,0,0,0.1629506438799,0,0.0826250138495471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543804862069756,0,0.177435936412907,0,0,0.0866713830534397,0,0,0.0659600441396851,0,0,0,0,0,0,0,0,0,0.00704582266558672,0.0288283840605544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06630601698956e-05,0,0,0,0,0,0
X600547.SH,0,0.138485840967317,0,0,0,0,0,0,0,0,0,0,0,0.0825255631298542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180668312488016,0,0,0,0,0,0,0,0,0.747093978427895,0,-0.0362787158654671,0,0,0,0,0,0,-0.00524507964946837,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.13341841774591,0,0,0,0,0,0,0,0.0152823921597296,0,0,0,0,0,0.103848191387185,0,0,0,0,0.157677344202614,0.000162914925908002,0.0786972665816814,0,0,0,0,0,0,0,0.24736552757887,0,0,0.101765847647566,0.0375730354960225,0,0,0,0,0,-0.00915640401781275,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805372014825453,0,0,0,0,0,0,0,0.284166798861126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141131587119663,0,0,0,0,0,0,-0.0409729090620883,0,0,0,0,0,0,0
