,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600111.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X601158.SH,X002466.SZ,X000723.SZ,X000792.SZ,X002075.SZ,X000709.SZ,X000959.SZ,X600583.SH,X000408.SZ,X600623.SH,X600352.SH,X000883.SZ,X000983.SZ,X000630.SZ,X000539.SZ,X600549.SH,X600098.SH,X000027.SZ,X002092.SZ,X601699.SH,X000060.SZ,X000937.SZ,X600176.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413461229981484,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.137877124496938,0,0.0831125386577668,0,0,0,0,0,0.0234369622317482,0,0,0.0149003126900188,0,0,0.0107494385279704,0,0.00037652589648398,0,0.0103283268454064,0,0,0,0,0,0,0
X600028.SH,0.198552351347743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468041567737715,0,0,0.00382903549919538,0,-0.0481233892248826,0,0,0,0,0,0.0166974830443438,0.307990928383388,0,0.0285353685889234,0,0,0,0,0,0,0,0,0.0143401413394634,0,0,0,0,0,0,0.0108868325334732,0,0,0,0,0,0,0
X601088.SH,0,0.00117046012851612,0,0,0,0,0,0.222382512884473,0.0582030733858137,0,0,0,0,0,0,0,0,0,0,0,0,0.000892394695680462,0,0,0,0,0,0,0,0,0,0.00812559374605967,0,0.209693447188959,0,0,0,0,0,2.16840434497101e-19,0,0.0761505531145943,0,0,0,0,0,0.0223640008981518,0,0,0,0,-0.0630680232031447,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0533978923816254,0,0,0,0,0.00162004743102984,0,0,0,0,0,0,0.0733988197128409,0,0,0,0,0,0,0,0,0,0,-0.00870308407286403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294509396554067,0.0330052699053323,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.114244120258073,0,0,0,-0.0887120192461715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681486529519887,0,0,0,0,0,0.153222679444527,0,0,0,0,0,0,-0.00329680437399062,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.0432187101515619,0,0,0,0.0256517566732763,0.0625181689067845,0,0,0,0,0,0,0.0811887481354832,0.0600905221222674,0,0.104912431417048,0,0.0188116118660106,0,0,0,0,0,0.0735391143401798,0,0,0,0,0,0,0,0,0,0,0,0,0.0421356719171378,0,0,0,0.0277459999777603,0,-0.00830980007454767,2.16840434497101e-19,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656783777879654,0.14752865432598,0,0,0,0,0.0650060807411322,0,0.0139129145683172,0,0,0,0.0523431484776743,0,0,0.055982875121143,0,0,0,0,0,0,0,0.043468043493021,0,0,0.00165199138596446,0,0,0.00724866192668665,0,0,0,0,0,0
X601898.SH,0,0,0.215653083384674,0,0,0,0,0,0,0,0,0.0499200011857186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898318072000451,0,0,0,0,0,0.00733138319685712,0.152286308685779,0,0.0925871377051161,0,0,0,0,-0.0428719505320465,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.127886964817807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756327285335243,0,0,0,0,0,0,-0.00704961151477496,0,0,0,-0.0130091683036839,0,0,0,0,0,0,0.276630924388283,0,1.73472347597681e-18,0,0,0,0,0.274058748022101,8.67361737988404e-19,0,0.0800729936809087,0,-0.0175870338196021,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0566478990787634,0,0,0,0,0,0,0,0,0,0,0,0.955759165561937,0,0,0,0,0,-0.0715484127888971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720427133159141,0,0,8.67361737988404e-19,0,0.0264155831769374,0,0,-0.00775433921422452,0,0,0,-0.000347162881074774,0,0
