,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X002466.SZ,X000301.SZ,X000786.SZ,X600188.SH,X600111.SH,X600010.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X600795.SH,X601991.SH,X600803.SH,X000027.SZ,X600352.SH,X000408.SZ,X600489.SH,X600219.SH,X600688.SH,X000932.SZ,X000898.SZ,X600801.SH,X000825.SZ,X300037.SZ,X002353.SZ,X000807.SZ,X600315.SH,X601699.SH,X000959.SZ,X002080.SZ,X000830.SZ,X600157.SH,X600486.SH,X600027.SH,X000983.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296742582185617,0.00928497823360671,0.0638531987740202,0.132606837284859,0,0,0,0,0,0.0143040930114668,0,0,0,0,0,0.121935918844889,0,0,0,0.00615312765081859,0,0,0,0,0,0.0436898441547874,0,0,0,0,0,0,-0.0239323712203525,0,0.0143105567389846,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163707567246876,0,0,0.136700662301575,0,0,0,0,0,0,0,0,0,0,0,0,0.0343604556417706,0,0,0,0,0,0.0364130549480825,0,0,0.0582843255883042,-0.0671002631060091,0.0789640803745135,0,0,0,0,0,0,0,0.0675732604364685,0,0,0,-0.0191559078926247,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107677815731461,0,0,0,0,0,0.108817943875192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499082454522193,0,0.0256243650020287,0,0,0,0,0,0.112983298562455,0,0,0,0.000869871237579248,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255840541096334,0,0,0,0.0935746804805953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135240175530898,0,0,0,0,0.0782244983820484,0,0,0,0,0,0,-0.0164620302340653,-0.0387366918251897,0,0,0,-0.0419397610702464,0,0
X600585.SH,0,0.013094906611306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151639024122423,0,0.00947535714265166,0,0,0,0,0,0,0,0,0,0.00628633120528183,0,0,0,0.0385670017205818,0,0.161237973859286,0,0,0,0,0,0,0,0,0.0362094208319384,0,0.0325804237155119,0,0,0,0,-0.0629007958787871,0.0714164400006448,0,0,0,-0.0112118379991825,0,0
X002460.SZ,0,0,0,0,0,0,0,0.165923566639541,0,0,0,0,0,0,0.561143072266304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738896504933915,0.0176048399761809,0.0843313804541839,0,0,0,0,0.0758777261635501,0,0,0,0,0,0,-0.0223378178340127,0,0,0,0,4.33680868994202e-19,0,0
X600019.SH,0,0,0,0,0,0.0619709599265332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176407188194652,0.167596345573329,0,0.15478327127421,0,0,0.106172191490098,0,0,0,0,0,0,0,0,0,0,0,-0.0117714982449933,0,0,0,0,0.00259669480510851,0,0
X600660.SH,0,0,0,0,0,0.214877691096661,0,0,0,0,-0.206127618818858,0,0,0.124709848388894,0.0943962564146735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100285960693425,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0827023289221948,0,0,0,0,-0.0301612416799983,0,0
X002271.SZ,0,0,0,0.048174823349625,0,0.0919329421224822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149933196498814,0,0,0,0,0,0,0,0,-0.123256656168106,0.0584574150317447,0.0841757461624566,0,0,0,0.0947679011718065,0,0.0706391420781748,0,0,-0.0520632756697341,0,-0.0591457965252204,0,0,0,0,0.0125406233607234,0,0
X000708.SZ,0,0,0,0.104708359790962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747780809277547,0,0,0,-0.0133285903552206,0,0,0,0,0,0.122724462588892,0.161906135427276,0,0,0,0,0.0317824856976792,0.162218590702903,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.014538369696329,0,0
