,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X600547.SH,X000708.SZ,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X601600.SH,X000786.SZ,X600886.SH,X600176.SH,X600426.SH,X601898.SH,X600010.SH,X600188.SH,X600801.SH,X000301.SZ,X600111.SH,X600352.SH,X600489.SH,X002466.SZ,X600795.SH,X601991.SH,X300037.SZ,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X600027.SH,X600299.SH,X601992.SH,X600219.SH,X002080.SZ,X601168.SH,X000932.SZ,X002409.SZ,X000898.SZ,X600529.SH,X000723.SZ,X000630.SZ,X600315.SH,X000807.SZ,X000027.SZ,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0408872382159417,0,0.0526114227959764,0.0107563932714501,0,0,0,0,0,0.00914255432488525,0,0,0,0,0,0,0.0189700926611965,0,0,0,0,-0.00309445439864614,0,0,0,0,0,0,0.031092033271102,0,0,0,0.0343007642975116,0,0.00905571748521241,0.016394398061235,0,0.0089623360173639,0,0,0,-0.00593011651293539,-0.0121906605294377,0,0,0,-0.0063578099861067,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0140662729018491,0.0510914985562045,0,0,0,0,0,0.048303624710304,0,0,0.0149923675513796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00712462609737389,0.0753114659826046,0.0211175278387989,0,0,0.032430338856958,-0.00374592484318211,0,0,-0.00480871596862407,0,0,0.0445577314086031,0,0,0,0,0,0,-0.0105102116057193,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.018734972104152,0,0.0375299244919553,0,0,0,0,0,0.23275515098302,0,0,0,0,0,0,0,0,-0.021839263836923,0,0,0,0,0,0,0,0.0480542467752912,0,0,0,0,0,0,0,0,0,0.0658782084400565,0,0,0,0,0,0,0,0,-0.0132224354793998,0,0
X600585.SH,0,0,0,0,0.0626869754792192,0,0.0673758156168713,0.0873859459303612,0,0,0,0,0,0,0,0,0,0,0.0263001129102376,0,0.0657092727019287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135060439556653,0,0,0,0,-0.00692078757034315,0,0
X600309.SH,0,0,0,0,0,0,0,0.138511422587917,0.0495295339779165,0,0,0,0,0,0,0,0,0.366278803799551,0,-0.135438608110772,0,0,0,0,0,0,0,0,0,0.0467394516596217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379754621482533,0,0,0.0333559620182815,0,0,0,0.00941341267429475,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832194987227246,0,0,0,0,0,0,0,0,0,0.0759331319152442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598195031985164,0.0505234765389813,0,0,0,0,0,0,0,0.0438026690244427,0,0,0,0.0306909718883344,0,0,0,0,-0.0109433903685874,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.164939262253961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402748907150318,0,0,0.165572937719078,0,0,0,0,0,0,0,0,0,0.154069011070851,0,0,0,0,0,0,0.220003322410177,-0.112299396415674,0,0,0,0,0,0,0,0,-0.0164918988948463,0,0
X600547.SH,0,0,0,0,0.0498994296398093,0,0,0,0,-0.0273510983713132,0,0,0,0,-0.0186818054102393,0,-0.0972322207828148,0,0,0,0,0,0,0,0,0.629139266876301,0,0,0,0.0304691295094125,0,0,0,0,0,0,0,0,0,0,0,-0.00790576841116136,0,0.0298908137773772,0,0,0.114161347695067,0,0,-0.0286009188071351,0,0.00742184702226274,0,0,0,0,0.00836611159943755,0,0
X000708.SZ,0,0,0,0,0.0220431378875492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354694542620967,0,0,0,0,0,0,0.0421960801819789,0,0,0,0.360639209074808,0,0,0.0273439297637512,0,0,0,0,0,0.038978455133847,1.73472347597681e-18,0,0,0,-0.00607682307401331,0,0,0,0,-0.00247288063270162,0,0
X600660.SH,0,0,0,0,0,-0.119660255382038,0,0,0,0,0,0,0.0139663896949164,0,0.00572499246610612,0,0,0,0,-0.104931137620179,0,0,0,0,0.101610761139374,0,0,0,0,0.108518501447708,0,0,0.0954863947880445,0,0,0,0,0,0,0,0,-0.0163505596824111,0,0,0,0,0.00805865569667348,0,0,0,0,-0.00173445252879394,0,0,0,0,0.0169975821728442,0,0
X002271.SZ,0,0,0,0,0.0244127821770119,0,0,0,0,0.0548579768982187,0,0,0,0,0,0,0.171872607504007,0.0353984959265342,0,0,0,0,0,0,0,0,0,0,0,0.0475657325811012,0,0.03554208916819,0,0,0,0,0,0,0,0,0,0.107405722979435,0,0,0,0,0.0735465190051623,0,0,-0.139896237182411,0,0,0.0956160739501806,0,0,0,0.0464645956912211,0,0
X600011.SH,0,0,0,0,-0.14945968554061,0,0,0,0,0,-0.0296231626537547,0,0.0230959782697079,0,0,0.37150296041579,0,0,0,0,0,0,0,0,0.161988792429789,0,-0.0197480646913108,0,0,0,0,0,0,0.0547477656147363,6.93889390390723e-18,0.0124462949049761,0,0,0,0,0,0,0,0.0642504968789575,0,0,0,0.0311236929775241,0.325068689059,-0.0846844141587116,0,-0.00759402107828659,0,0,0,0,0.0133688409600467,0,0
