,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X000983.SZ,X600426.SH,X600219.SH,X002466.SZ,X000807.SZ,X601699.SH,X000786.SZ,X000630.SZ,X600985.SH,X600176.SH,X002128.SZ,X000408.SZ,X601168.SH,X000933.SZ,X600096.SH,X000877.SZ,X000883.SZ,X002353.SZ,X600378.SH,X600352.SH,X600995.SH,X600863.SH,X600612.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.368793670492537,0,0,0.125527625335224,0.0112050779106012,0,0,0.0324078500235579,0,0.178718754925798,0,0,0,0,0,0,0.105081887068327,0,0,0,0,0,0,0,0,0,0,0.13027343961782,0,0,0,0,0.193652812444506,0,0,0.0498835184533066,-3.46944695195361e-18,0,0,0,0,0,0.0533019487862775,0,0,0,0,0,0,0,-0.0378041959229928,0,0,0,0,0,0,0
X600028.SH,0.265494855406349,0,0.209348273625047,0,0.137061369349934,0,0,0,0,0.0311022124422014,0.157032295189012,0,0,0.18367612199518,0,0,0,0,0,0,0,0,0,0,0,-0.0626580576377444,0,0,0,-0.00343431919484867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226945073008522,0,0.0114876811346548,0,0,0,0,0
X601088.SH,0.014119884939,0,0,0,0.260600798655459,0.00635149884444204,0,0,0,0,0,0,0,0.221957571513855,0,0,0,0,0,0,0,0,-0.0383543072150843,0,0,0,0,0,0,-0.0151907141176427,0,0,0,0,0,0,0.0800926607592191,0,0,0.0429941518791725,0,0,0.0198898689934002,0,0,0,0,0,0,0,0,0,-0.00287640002207362,0,0,0,-0.0376034797471725,0,0
X600309.SH,0,0,0,0,0,-0.0223486515765043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347281624571809,0,0.00164057395740381,0,0,1.73472347597681e-18,0,0,0,0.140022687842476,0,0,0,0,0,0,0,0,0,0,0,0.220417518295142,0,0,-0.103162543231017,0,0,0,0,0.0333893273485356,0,0
X601898.SH,0,0.11668954632051,0.601456889188407,0,0,0.120069884191413,0,0,0,0,0,0,0,0,0,0,0,0.0738095958745908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732278019031317,0,0.095596465951479,-0.00718878034181672,0,0,0,0.0469747044424509,0,0,0,0,0,0,0,0,0.0125375958446205,0,0
X600188.SH,0,0,0,0,0.158976103723074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104406818068854,0,0,0.583450243879364,0,0,0,0,0,0,-0.0482770329160336,0,0,0,0,0,0.159500833451504,0,0,0,0.0255642430796678,0,0,0,0,0,0,0
X600660.SH,0,-0.092353462249565,0,0.387740127834128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059697980616051,0,0,0,0,0.108150565595206,0,0,0,0,0,0,0,0,-0.433378595010226,0,0,0,0,0,0,0,0,0,-0.0395369762750353,-0.0326896162797356,-0.0298488798484745,0,0,-0.0924978345853067,0,0
X600019.SH,0,0.277677533147489,0,0,0,0,0.0145356867794889,0,0,0,0,0,0.102465841213322,0,0.128506077023236,0,0,0.127921372909607,0,0,0.0395035554683944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00928820121801502,0,0,0,0,0,0,0,0,0,0,0,-0.0263355029256331,0,0,0,0,0,-0.0389389309506996,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515916897328898,0,0,0,0,0,0,0,0,0.132570517821297,0,0,0,0,0,0.22318479017956,0,0.418672365397405,0.0847744584556098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.1125178870641,0,0,0,0,0,0,0,0,-0.121316058065774,0,0,0.708381054511687,0,0.0232161143833466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323479049341639,0,0,0,0,0,0,0,0,0,0,0,0,-0.0303080596197086,0.0334632486971308,0,0,0,-0.00597748713884515,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238804349111375,0,-0.00193868755513165,0,0,0,0.192348184379947,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424440027076039,0,0,-0.131000297565871,0,0,-0.0319634895862594,0,0,-0.00937363875141234,0.187998784064314,0,0,0,0,0,0,0,0,-0.00706649487408438,0.0165278946265874,0.202764139850941,0,0,-0.0317123719928222,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856735942904026,0,0,0,0,0,0,0,0,0.12317743430944,0,-0.021690354042427,0,0,0,0.0174515050598151,0,0,0,0,0,0,0,-0.0187872131034782,0,0,0,0.161529879948762,0,0,0,0,0,0,0,0,0,0.0876636708898052,0.0318117880901941,0,0,0,4.33680868994202e-19,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115239133006735,0,0,0,0,0,0,0,0.0999810115408717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773628313204575,0,0,0,0,0,0.0696178019413228,0,-0.157265813826826,0,0,0,0,0,0,-0.0931718000938507,0,0,0,0,-0.101442156331726,0,0
X600795.SH,0,0,0,0,0,0.127359776442261,0,0,0,0,0.172811718686119,0,0.0669963763613998,0,0,0,0,0,0,0,0,0.0695992961792783,-0.0342680859392062,0,0,0,0,-0.0907709207727348,0,-0.0573671177591538,0,0,0,0,0,0,0,0,0,0,0,0,0.0998191783210139,0,0,0,0,0.253621502187293,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0.00684378514801226,0,0,0.127934111643916,0,0,0.0410227934523711,0.243375580543117,0,0,0,0,0,0,0,0,0,0,0,0,0.0822864937798621,0,0.224531500731352,0,0,-1.73472347597681e-18,0,0,0,0.0527042852862595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226558069598456,0,0,0,0,0.0370475933330211,0,0
X600362.SH,-3.46944695195361e-18,0,0,0,0,0.000224393760566578,0,0,-2.71050543121376e-20,0.0470817379462499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100472840903117,0,0,0,0.0317770800862711,0.0225515603731839,0.0254543914935686,0,0.146526155306272,0,0,0,0,0.360065308397828,0.0731497437486666,0,0,0,0,0,0,0,0,0,0,0,0,0.00704851598724945,0,0,0,0,0,0
X600010.SH,0,0,0,0.0174204794395558,-0.0365358976110031,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116785852109182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535388186917067,0,0,0,0,0,0,0,0.0378345782630468,0,0,0,0,0.0760074764006251,0,0,0,0,-0.00728218706498728,0,0,0,0,0.00841909305478372,0,0
X600489.SH,0.0449947136509505,0,0,0,0,0,0,0,0,0.581479378806593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312360178372351,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0998633706928453,0,0,0,0,0,0,0,0,0,0,0,-0.0565245176984974,0,0
X600111.SH,0,-0.083008059463685,0,0,0,0,0,0,0,0.0169257443578132,0,0,0,0,0,0,0,0,0,0,0,0.000708766487147816,0.115703744164829,0,0,0,0,0,0,0.0987213513656775,0,0,0,0,0,0,0.0228931702281025,0,0.29109341103437,0,0,-0.128901462110316,0,0,0.0552689298123355,0,0.160442861098334,0,0,0,0,0,0,-0.0571590174433082,0,0,0.0347380793325606,0,0
X600803.SH,0,0,0,0,0.110638095770232,0,0.0551473379758921,0,0,0,0.248803010993516,0,0,0,0,0,0,0,0,0,0,0.13135494760519,0,0,0,0,0,0,0,0.0213767542195876,-0.129242184962762,0,0,0,0,0,0.249249704180801,0,0,0,0,0.129060407043282,0,0,0,0,0,0,0,0,0,0,0.0518515258192919,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00870437188952143,0,0,0,0,0,0,0,0.125543865651098,0,0,0,0.0659605820903329,0.0743738871359522,0,0,0,0,0,0,0.221656456349268,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0848488320780193,0,0,0.114260994215153,0,0,0,0.0014973334733944,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.00132893703838788,0.000481531893335514,0,0,0,0,0,1.04764343961499,0,0,0,0,0,0,0.0436357948023927,0,0,0.0225038915425739,0,0,-0.232389564004414,0,0,0,0,0,0,0.0722894307879786,0,0,0,0,0,0.116188043065715,-0.00436157530087729,0,0,0,0,0,0,0,0,0,0,0,0,-0.00257916645508654,0,0,0,-0.0137714491416483,0,0
X002460.SZ,0,0,0,0,0,0,0.0595653567323554,0,0,0,0,0,0,0,0.0964306144318269,0,0,0,0.179831882643784,0,0,0,0,0,0,0,0,0,0,0.685080660445713,0,0,0,0,0,0,0,0,-0.0244254590228584,0,0,-0.0370654668507779,-0.0633069242381823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,-0.0315526730763041,0,0,0,0,0.0824637886177608,0,0,0,0,0,0,0,0,0,0,-0.134174132892894,0,0.0379295510689009,0,0,0,0,0,0,0,0,0,0,0,0,0.174077997333584,0.0986493837219185,0,0,0,0.220433064139819,0,0,0,0,0,0,0,0,0,0,-0.00139668745569485,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137305768604605,0,0,0,0,0,0,0,-0.0514969123424197,0,0,0,0,0,0,0,0,0,0.0540140163725851,0,0.0766336050592667,0.0582225678322416,0,0,0,0,0.428724535066889,0,0,0,0.00881347224191524,0,0,0,0,-0.0268425513164901,0,0
X600160.SH,0,0,0,-0.0289184636338705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448013016275201,0,0,0,0,0.175634093752287,0,0,0,0.111091296659278,0,0,0,3.46944695195361e-18,0.307041705669175,0,0,0.0318039007435543,0.138944868142147,-0.164492340149188,0,0,-0.00964751655409371,0,0
X000983.SZ,0,0,0,0,0,0.06183072157094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558174055562936,0,0,0,0,0.144956318794831,0,0,0,0,0,0,0.302063514372341,0,0,0.0674485147036527,0,0.0398803999586693,0.0326827700846739,0,0,0,0.029744270868765,0,0,0,0,0,0,0,0,0,-0.0531329135742457,0.00828354767795718,0,0,0,0,0,0
