,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X600660.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X002460.SZ,X600688.SH,X000786.SZ,X600111.SH,X000723.SZ,X601992.SH,X002271.SZ,X600027.SH,X600176.SH,X002353.SZ,X002466.SZ,X600516.SH,X600583.SH,X600426.SH,X000898.SZ,X600299.SH,X600489.SH,X000709.SZ,X000883.SZ,X601158.SH,X600219.SH,X000629.SZ,X600612.SH,X000027.SZ,X000553.SZ,X000630.SZ,X600808.SH,X000825.SZ,X000792.SZ,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.140924944023745,0,0,0,0,0,0,0,0,0,0.256738308601669,0,0,0,0,0.0187503292368997,0.0569393480033608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063385968272368,0,0,0,0,0,0.013897759879162,0,0,0,0,0,0,-0.0179235112191757,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0475891800328104,0.0552265793447912,0,0,0,0,0,0,0.104162996362526,0,0,0,0,0,0,0,0.040686541944022,0,0.00400831398406358,0,0,0.0427985487005702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033863007478819,0,0,0,0,-0.0156035895017434,0,0,0,0,0.0128786823177871,0,0
X601088.SH,0,0,0,0,0,0.0472551267310784,0,0,0.0157085296147189,0.0324452948438534,0,0,0,0,0,0.0537459335982111,0.353352650239779,0,0,0,0,0,0,0,0,0,0,0,0,-0.0663535015954405,0.00744544759604659,0,0,0,0,0,0,0,0,0,0,0,0,0.128807757017163,0,0,0,0,0,0,0,0,0.0054513568528076,0,0,0,-0.0193286202704973,0,0
X600585.SH,0,0,0,0,0.102165768545447,0,0,0,0,-0.0108090063201037,0,0,0,0,0,0.383964760268767,0,0,0,0,0,0,0.0974891851209201,0,0,0,0.0242150288047019,0,0.0101434291438432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175519768326328,-0.0191859335010455,0,0,0,0,0,0
X600309.SH,0,0,0,0.0329069159594167,0,0,0.0446829572636878,0,-0.0341580856683892,0,-0.0849184877206613,0.0992933909184385,0,0,0,0.186648340201125,0,0,0,0,0,0,0,0,0,0,0.132640867121747,0,0.0415073310112179,0,0.0178220559710529,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0983921334796999,-0.112665345098485,0,0,-1.0842021724855e-19,0,0,0,-0.0140906088629464,0,0
X600019.SH,0,0,0.109222772649661,0,0,0,0,0,0.0586183392553102,0,0.0921399727782301,0,-0.0923995690649046,0,0,0.0316370250774678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0346321519568018,0,0,0,0,0,0,0.00570302419331942,0,0,0,0,0,0,0,0,0,0,0,0.134919941299193,-0.0189783015392843,0.0167433812718898,0,0,0,0,0.0133307776064892,0,0
X600547.SH,0,0,0,0,0.0383099685778764,0,0,0,0,0,0,0,0,0,0,-0.0119787098432776,-0.0288377920813277,0,0,0,0.0456490821368353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16974623994081,0,0,0,0,0,0,-0.0529333835963476,0,0,0,0,0.190274409967841,0,0,-0.0334867080609993,0,0,0,0,-0.0186549436860101,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.060857050173405,0,0,0,0,0,0,0,0.0955385088425588,0,0,0,0,0,0,0,0,0,0,0.121822613169629,0,0,0,0,0.0981690192077191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186252636913242,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.270088618892119,0,0,0,0,0,0,0,0,0,0,-0.0740748849175769,0,0,0,0.270552627313032,0,0,0,0,0.0157427139906418,0,0,0,0,0,0.172682851163074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0960387492625768,0,0,0,0,0,0,0
X601898.SH,0.361631675220502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478588751060171,0,0,0,0.0156176833146578,0,0,-0.00636531350427268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153322195082748,0,0,0,0,0,-0.0521002550004808,-0.0412625580030367,0.0308858516949066,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.117482698385459,0,0,0.154413911706104,2.16840434497101e-19,0,0,0,0,0,0,0.0644406217210419,0,0,0,0,0,0,0,0.0149176541445446,0,0,0,0.0326006158424374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256218793161036,0,0,0,0,0.0441550539253645,0.0258160623830931,0,0,0,0.00841489039484553,0,0
X600886.SH,0,0,0,0,0,0,-0.0395933960003463,0,0.177186998996373,0.0753901494511507,0,0,0,0,0,0,0.0335987909650402,0,0,0,0,0,0,-0.209488381561823,0,0,0.147546098600137,0,0.0917940311940699,0,0.114780338082624,0,0,-0.0456154672223406,0,0,0,0,0,0,0,0,0,0.0374151888625877,0,0,0,0,0,0,0,-0.0209856006106241,0.00987584076620907,0,0,0,-0.0574110649035337,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0120583727104141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408581096880881,0.00966579327729032,0,0.0476676421498699,-0.0302763922419107,0,0,-0.0951613155350139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998446683212009,0,0,0,-0.00841465705136842,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159727355715054,0,0,0,0,0,0,0,0,0,0.136068545397111,0.113317823857956,0,0,0,0,0,0.0582162757033417,0,0,0.0551457239874816,0,0,0,0,0,0,0,0,0.135130798338779,0,0,0,0,0,0,0,0,-0.0134922829664613,0,0,0,0.0468739224352958,0,0
