,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X600886.SH,X601600.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601699.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600995.SH,X600160.SH,X000408.SZ,X600219.SH,X000932.SZ,X600612.SH,X002080.SZ,X002409.SZ,X600688.SH,X600378.SH,X000629.SZ,X600157.SH,X000027.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.491169798912814,0,0,0,0.131603045582435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359551389982245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358709257229163,0,0,0,0,0,0,0
X600028.SH,0.695497438681364,0,0,0,0,-0.102170465019837,0,0,0,-0.0739363578437817,0.0562995317536891,0,0,0,0,0,0,0,0,0,0,0,0.064667065779908,0,0,0,0,0,0,0,0,0,0,-0.0672529753479327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010287872134331,0,0,0,0,0,0,0
X601088.SH,0.0414598836691477,0,0,0,0,0,0,0,0,0,0.387858449677123,0,0,0,0.0350070557932587,0,0,0,0,-0.0781257874281729,0,0.0269808334773924,0.077894839380664,0,0,0,0.0044046518255107,0,0,0,0,0,0.0636755461256885,0.0867327707100219,0,0,0,0,0,0,0,0,0,0,0,0.065241240672667,0,0,0,0,-2.16840434497101e-19,0,-0.0466337822236904,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.188652542741048,0,0,0,0,0,0,-0.0294768049436989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150257979046943,0,0,0,0,0,0,0.039730461990437,0,0,0,0,0.0187504223328079,0,0,0,0,0.0560254601787825,0,0,0,0,0,0,0,0,0.000607073309048973,-0.017780707260372,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-0.0698066823527827,0,0,0,0,-0.165387735933838,0,0,0,0,0,0,0,0,0,0,0.437835577697068,0.0707672337473959,0,0,0,0.18090212072278,0,0,0,0.010635821986518,0,0,0,-0.134707073177347,0,0,0,0,0,0,0,0.0681554973565184,0,0,0,0,0,0,0.177162983106101,0,0,-0.0244555987394515,0,0,0,0,0,0
X600188.SH,0.0027188584087448,0,0,0,0,0,0,0,0,0.0714834195023429,0.203726988594039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114211680519698,0,0.0891293737935123,0,0,-0.11692054894198,0,0,0.0717767378501952,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00325319530317687,-0.110197526209354,0,0,0,0,0,0
X600585.SH,0,0,0.0779845530821857,0.045965735235658,0,-0.0502058689789543,0,0,0.179468041720785,0.0499916929016956,0,0,0,0,0,0,0,0,0,0,0,-0.0276723938418056,0,0,0,0,0,0,0,0,0,0,0,0.189592084955041,0,0.038084358313362,0,-0.0745277526848999,0,0,0,0,0,0,0,0,0.220807236024164,0,0,0,0,-0.0159234002669056,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.384178562895864,0,-0.0568783122753969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296506875508476,0,0,0,0,0,0,0,0,0,0,0,0.122485937629684,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0378909739911424,0,0,0,0.0449997970894577,0,0,0,0,0,0.0358907710757351,0,0,0.182637619418911,0,0,0,0,0,0,0,0,0,0,0.0588872225142739,0.0282345387093578,0,0,0,0,0,0.0354330943422112,0,0,0,0,0,0,0,0,-0.04329725775012,0,0,0,0,0,0,0,0,0,0.0503861076235068,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.136295736494499,0,0.385090394331957,0,0,0.028323711237159,0,0.231736851414848,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0390458027319789,0,0.0711255813149461,0,0,0,0,0,0,0,0,0,0,0.111391261317324,0.0071915169669547,0,0,0.131529329627124,0,0,0,0,0.0156952037664587,0,0,0,0,0,0,0
X601898.SH,0.0894378823312351,0.0330145943083803,0.245100937137142,0,0,0.186907686654823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145139329914724,0,0,0,0,-0.122561638578754,0,-8.67361737988404e-19,-0.0416277428562399,0,0,0,0,0,0,0,0.0183657756035036,0,0,0,0,0,0,0,-0.00474693611531142,0.0563863184465708,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613499516629913,0,0,0,0,-0.0112219502815157,0,0,0,0,0,0,0,0.0222556894750286,0,0,0,0,0,0,0,-0.0197882508701717,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0746378679155726,0,0.225095954733813,0,0.111429710223634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797554743246961,0,0,0,0,0,0,0.0781116412843976,0,0.00379096952616179,0.0819761625072334,0,0,0,0,0,0,0,0.032707108987955,0,0,0,0,0,-0.00359886386830675,0,0,0,0,0,0
X600886.SH,0.0542848518475608,0,0,0,0.141445335972368,0,0,0,0,0,0,0,0,0,-0.0949411349458733,0,0,0,0,0,0,0.114603623346542,0,0,0,0,0,0.0171224818438298,0,0.209532304718273,0,0,0,0.0178061088882053,0,0,0,0,0,0,0,0,0,0,0,0,-0.110630417931608,0,0,0.0161832469957626,0,-0.0200461924078002,0,0,0,0,0,0,0
X601600.SH,0.188900558248082,0,0,0,0,-0.0605287106740082,0,0,0,0,0,0.203539548649225,0,0,0,0,0,0,0,0,0.0143877624284706,0,0,0,0,0,0,0,0.0825098095472043,0,0.108014861297473,0,0.40063226710265,0.0908786054740364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684214791739523,1.73472347597681e-18,-0.00342899700690854,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0171320597273172,0,0.0345358450510453,0,0.0169404619430146,0,0,0,0,0,0,0,0,0,0.105404457098016,0,0,0,0,0,0.0143965563976291,0,0,0,0,-0.0408801817916519,0.0196235121296391,0,0,0,0.027410601834433,0.0509632779680058,0.0244570810584065,0,0,0,0,0,-0.0370256968968327,0,0,0,0,0,0,0,0.00743194785798523,-0.0392586108146349,0,0,0,0,0,0
