,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X002271.SZ,X600801.SH,X002460.SZ,X600660.SH,X000786.SZ,X600688.SH,X600362.SH,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600299.SH,X002466.SZ,X600111.SH,X600027.SH,X000723.SZ,X000401.SZ,X600176.SH,X600489.SH,X000898.SZ,X000553.SZ,X601158.SH,X600219.SH,X000792.SZ,X600516.SH,X000932.SZ,X600426.SH,X002075.SZ,X000883.SZ,X000709.SZ,X002353.SZ,X600126.SH,X000027.SZ,X600583.SH,X000630.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.203918965984915,0,0,0,0,0.00850926525339183,0.00243522471659458,0.0089215048288729,0,0,0,0,0,0,0.0311171727597752,0,0,0,0,0,0.185674426726112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115598280786054,0,0,0,-0.00627044290285924,0,0,0,0,0,0,0
X600028.SH,0.280201058895111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489187390205552,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0315335385384664,0,0.0350221070661511,0,0,0,0,0,0,0,0,0,0.0586397189797749,0,0,0.0701177675357648,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0629255762598857,0,0,0,0,0,0,0,0,0.0471934653391174,0,0.052264929128082,0,0,0,0,0.218033167231612,0,0.0261563451295221,0,0,0.0076724522571038,0,0,0,0.134758322182722,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489978510073325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111661592660558,0,0,0,0,0,0,0.0109608998560462,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00593650057964688,0.0239051770398666,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643318620740869,0.103916737164598,0,0,0,0.0134141206063678,0,0.0417608018848343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17800932612772,0,0,0,0,0,0.0614341117629843,0,0,0,0,0,0,0,0.0263688830755082,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00768954182245715,0,0,0,0,0,0,0,0,0.108978452098372,0.0414294193362864,0.0452246484105087,0.211961260060725,0,0,0,0,0,0,0.0109551539471431,0,0.117012836604448,0,0.081429617278338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359622512002556,0,0,0,0,0,0,0,0.0082474743693559,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734651419332774,0,0,0.0526441608459115,0,0,0,0,0,0,0.0394109576129058,0,0,0,0,0,0,1.06742357786002,0,0.0268027648554897,0,0,0,0,0,0,0.0115529273598569,0,0,0,0,0,-0.0853884587275269,0,0,0,0.00627075138228278,0.01588483273421,0,0.00405104300996988,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569703232799422,0,0,0,0,0,0.02557597460897,0,0,0,0.341104131051556,0,0,0,0,0.155890217423542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110714824387766,0.0177966993216872,0,0.225668932551744,0,0,0,0.0340676464884444,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235745433209201,0,0,0,0,0,0.133778483086448,0,0,0,0.0721027889153039,0,0,0.630310375204897,0.031626707264118,0,0,0,0,0,0,0,0,0.0157854584697943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097381255727528,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0751396751527567,0,0,0,0,0,0,0.00932016642708306,0.440569460567,0,0,0,0,0.0499060561572732,0,0,0,0,0,0,0,0,0,0,0.0199386979761218,0,0.033575732712199,0,0,0,0,0,0,0,0,0.00929914688330058,0,0,0,0,0.00413202180726499,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192518456367122,0.114873620027323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362542611509578,0,0.0669180285381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0149044624488088,0.267775527742348,0,-0.055198072629323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853226656642157,0,0,0,0,0.222797479830011,0,0,0,0,0,0.0410695582950561,0,0.10797748584308,0,0,0,0,0,-0.0186478641391997,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0532602185382646,0,0,0,0,0,0,0,0,0,0,0.00382617773204734,0,0,0,0.103322596687069,0,-2.16840434497101e-19,0.227137876741285,0,0,0,0,0,0,0,0,0.0902119412099412,0,0,0,0,0.0297463577562607,0.180994080889609,0,0,0,0,0,0,0,0,0.00614134177121113,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16100063098867,0.0914097036080233,0,0.0514773249375686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215055778360026,0,0,0,0.139583582357166,0,0.242457161890765,0,0,0,0.0028022345046575,0.0388927701931479,0,0,0,0,0,0
X600801.SH,0,0,0,0.348619652907696,0,0,0,0.0195896353335405,0,0,0,0,0,0,0,0,0,0,0,0.0283082373528937,0,0.0430495247994119,0,0,0,-3.46944695195361e-18,0,0,0,0.111537420592344,0.397908715891707,0,0,0,0,0,0,0,0,0,0,0.0265294488569087,0,0,0,0,0,0.0269155859981499,0,0,0,0,-0.00170375779130135,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588343274743486,-0.0734120666649431,0,0,0,0,0,0,0,0,0,0,0.227207968778101,0,0,0,0,0,0,0,0,0,0,0,0.0970789497818273,0,0,0.284376351903412,0,0,0.320281943168025,0,0,0,-0.00693192565862343,0.0797547787121521,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.084087908020353,0,0,0,0,0,0,0,0.176728850741933,0,0.162967444912236,0.0533949147884485,0,0,0,0,0,0,0,0,0,0,0.0188327482900253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125624123826333,0,0,0,-0.0344656575171824,0.0277391624153954,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.0613323685780757,0,0,0,0,0,0,0,0.223877247661854,0.171924861777586,0.0689865033359524,0,0,0,0,0,0.0373445044624314,0,0,0,0,0,0,0,0.0596184592509556,0.0304052744239365,0,0,0,0.0544660820450573,0,0,0,0,0,0,0,0,0,0,0.0449767775313651,0,0,0,0,0,0,0.0104940038080242,0,0,0,0,0,0
X600688.SH,0,0.428392814705981,0,0,0,0,0.146782326221602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350902314142062,0,0,0,0,0.00901890202964425,0,0,0.0717573936739338,0,0,0,0,0.0548675219045854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00913527398147026,0.0714349327055612,0,0,0,0.107846454067489,0,0
X600362.SH,0,0,0,0,0,0.1793181728439,0,0,0,0,0,0,0,0,0,0.0384072747794563,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00178666499815461,0,0,0,0,0,0,0.146294335159779,0,0,0,0,0,0,0,0,0,0,0,0.49010787815867,0,0,-0.0104798071574465,0.016021734823338,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0732416742607917,0,0,0,0,0.0278623720195278,0,0,0,0,0,0,0.280698189187451,0,0,0,0.0198247710270871,0.036149227222029,0,0,0,0.130350980117328,0,0,0,0,0,0.158269165274357,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.000707002722790272,0,0,0,0,0,0
