,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X600352.SH,X600795.SH,X601991.SH,X600688.SH,X002460.SZ,X000786.SZ,X600111.SH,X002271.SZ,X600027.SH,X600176.SH,X601992.SH,X000723.SZ,X002466.SZ,X600516.SH,X002353.SZ,X000898.SZ,X600583.SH,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X000027.SZ,X600612.SH,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X002110.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.134651673160846,0,0,0,0,0,0,0,0.163067224990536,0,0,0,0,0,0,0,0,0,0.00465683070354312,0.0546725285500814,0,0.0404205448435225,0,0,0,0,0,0.053263864801412,0,0,0,0,0,0,0,0,0,0,0,0.00821188423844641,0,0,0,0.00370408138656119,0,0,0,-0.029414330227542,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0206607742099397,0.146415164166288,0,-0.0256472108661756,0,0,0,0,0,0,0,0,0,0,0,0,0.120466787630617,0,0,0,0,0,0,0.0499834827297584,0,0,0,0,0,0,0,0,0,0,0,-0.0244998146762156,0,0,0,0.00538980624270069,0,0,0,0.0210703285763642,0.0366116201970052,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.237450739782749,0,0,0.012215782445273,0.0171429239146486,0,0,0,0,0,0.153946135831516,0.0627072075840443,0,0,0,0,0,0,0,0,0,0,0,0,0.0217966025815947,0,-0.02070492193266,0,0,0,0.0593436529365696,0,0,0,0,0,0,0,0,0.0639886348214405,0,0,0,0,0,0,-0.0167718627136928,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.10576057333521,0,0,0,0,-0.0166724132427726,0,0.0192709793635978,0,0,0,0,0.383873525878765,0,0,0,0,0,0.0658568132251441,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183260400743919,0,0,0,0,0,0,0,0.0117157250785093,-0.0266263824063168,0,0,0,0,0,0
X600309.SH,0,0,0,0.222407089380327,0,0,0,0,-0.0446713054717716,0,-0.14261326907857,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0209663670199621,0,0.124992499476533,0,0,0,0,0,0.0717750486652767,0,0,0,0,0.101118124904549,0,0,0,0,0,0,0,0,0,0,0.0396319339644889,0,0,0,0.0520084126310111,-0.0426316075660201,0.0141817448347872,0,0,0,-0.00132577406943401,0,0
X600019.SH,0,0,0.124411015210274,0,0,0,0,0,0,0,0.0822443344854418,0,0,0,0,0,0,0,0,0,0,0,0.0061070512629935,0,0,0,0,0,0,0,0,0,0,0.0150893319875138,0.034626078992838,0,0,0,0.318973489767855,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0177357253792053,0.00870406557731911,0,0,0,0.0140934902470667,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664928873099272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052855034790871,0,0.056336848254502,0,0,0,0,1.12029866319702,0,0,0,0,0,-0.0244972618274223,0,0,0,0,-0.146268657448766,0,0,0,-0.0408454902086,0.000293657140611246,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.00778484357529715,0,-0.0797031906032189,0,0,0.0912107849926153,0,0,0,0,0.0351062527259883,0,0,0,0,0.0206143272791081,0.0141104220217238,0,0.0204775560169411,0.22547917169625,0,0,0,0,0,0,0,0.0778871829377003,0,0,0,0,0,0,0,0,0,0,0.0486618493935957,0,0,0,0,0,0,-0.00623379642024391,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.331320197620684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254055699773187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142140505046308,-0.0434228318617023,0,0,0,0,0,0
X601898.SH,0.0846547231295167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280975569282203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182901142720335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421824685308094,0,0,0,0,0,0
