,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600157.SH,X002075.SZ,X600362.SH,X600111.SH,X600188.SH,X601158.SH,X000709.SZ,X000027.SZ,X600583.SH,X600309.SH,X601992.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000878.SZ,X600352.SH,X600021.SH,X600660.SH,X600863.SH,X000792.SZ,X600022.SH,X600578.SH,X000629.SZ,X601918.SH,X002470.SZ,X600307.SH,X600489.SH,X000825.SZ,X600547.SH,X600098.SH,X600808.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.83334392572194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320869173899117,0.00930048138491331,0,0,0,0,0,0,0,0,0,0.0414633762736541,-0.0613832016317173,0,0,0,0,0,0
X600028.SH,0.364705570421448,0,0.0298731486021634,0,0,0,0.232466694852525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778131752650347,0,0,0,0,0,0,0,0,0,0,0.0212246030008573,0,0,0,0,0,0,0.073922959052835,0,0,0,0,0,0,0,0.0162419612063271,0,0,0,0,0,0,0
X601088.SH,0,0.247511799551578,0,0,0.21215398611494,0,-1.73472347597681e-18,0,0.155668471254964,0,0,0.00591788667829324,0,0,0,0,0,0,0,0,0,0,0,0.0805979511907941,0,0,0,0,0,0,0,0,0,0.0334055521677378,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277169610977596,0.0302367849631299,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0423646186384532,0,0,0.288759635406223,0,0.172234915043768,0,0,0,0,0.0330100617253785,0,0,0,0,0.0264171012168814,0,0,0,0,0,0,0,0,0,0,0,0.243320808175498,0,0.0053021577808094,0,0,0,0,0,0,0,0,0,0,-0.00501106126517355,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.327226373272873,0,0,0,0,0,0,0,0,0,0,0.35417596659172,0.0484987680574163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552725333131177,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00312477549316654,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121694560557321,0,0,0,0,0,-0.00319257970571794,0,0,0,0,0,0,0,0,0.00157410540060268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291889196528125,0.0249311528589739,0,0,0,0,0,0
X600019.SH,0,0,0.0890538242953219,0.135937973366156,0,0,0,0,0,0,0,0,0,0.0395567903914367,0,0,0,0,0,0,0,0,0.0638591605091522,0,0.166997167322455,0,0.287480451811182,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0394538424163988,0,0,0,0,0,0.0216478556308358,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.00229441686185779,0,0.0415890216258946,0,0,0.158798212773992,0,0,0,0,0,0,0,0,0,0,0.291189650978356,0,0,0,0.00466018793518694,0,0,0,0,0.0359423249059825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115275945826688,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.00868121719032363,0,0,0,0,0,0,0,0.0362311997921526,0,0,0,0.0175191655652823,0,0,0,0,0,0,0,0,0,0.0423093891448108,0,0,0,0,0.183139951483948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.117171592816747,0,0.0871394275647961,0,0,0.0166031912965092,0,0,0,0,0,0,0,-6.93889390390723e-18,0.077681253804143,0,0.0276693762486437,0,0,0.125022370961382,0,0,0,0,0.0639183394819963,0,0,0.167252110857597,0,0,0,0,0,0.159006724159039,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0674855510358646,0,0,0,0,0.222578282231331,0,0,0.00830882084795758,0,0,0,0,0,0.0872948924621019,0,0,0,0.0358207502953128,0,0,0,0,0,0.110651927401241,0,0,0.0518073673194877,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.0308472470674511,0,0,0,0,0.179122101872671,0,0,0,0,0.103543310434301,0,0,0,0,0.233658654085433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146044173588978,0,0.020505503993186,0,0,0,0.0233910665188693,0,0.0170844088664277,0,0,0,-0.00261805493325851,5.42101086242752e-20,0,0,0,0,0,0
X600688.SH,0,0,-0.0895010779597012,0,0,0,0,-0.0375914924339684,0,0,0,0,0,0,-0.0521088138388834,0,0,0,0,0,0,0.0471437581257706,0.433250685604049,0,0,0,0,0,0,-0.144782595483225,0,0,0,0,0.0704987613601261,0,0,0.36468063249566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.297265891004013,0.197059459131849,0.0322833789495566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110837250035656,0,0,0.108328374054229,0,0.0770430577011289,0,0,0,0,0,0,0,0,0,0,-0.0251949713353899,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.042441927328713,0,0,0,0,0,0,0,0,0,0,0.0591518918308544,0,0.122512876275464,0,0,0,0,0,0,0,0,0,0,0,0.0430812496524625,0.0561814025442199,0,0,0.0767853372361623,0,0.144219425786306,0.0111506152561996,0.0681148648092351,0,0,0,0,0,0,-0.00884376494663234,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0125946075479597,0,0,0,0,0,0,0,0,0,0,0,0,0.0924913388973,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.271124905524031,0,0,0.012039308591176,0,0,0,0,0.00234872047180193,0,0,0,0,0,-0.00146846338443131,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0801889366917125,0,0,0,0.123063133836149,0,0,0,0,0,0,0,0.189503721386746,0,0,0,0,0,0.152244286357895,0,0,0,0,0.109289504795544,0,0,0.016820734072893,0,0.0220729487743481,0,0,0,0,0,0,0.0343547346551109,0,0,0,0,0,0,0,-0.00330195139567838,-0.0142040035771539,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.29057431948159,0,0,0,0,0,0,0,0.0593732529604298,0,0,0,0,0,0,0,0,0,0.157174249804588,0,0,0,0,0,0,0,0,0,0.03005494481807,0,0,0,0,0,0,0,0,0,0,-0.0180678642321685,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185371513295681,0,0,0.238532128115796,0,0,0.127924152794109,0,0,0,0,0.0121046583505249,0.0888236323490816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869493643984898,0,0,-0.000373323268831003,0,0,0,0,0,0,0
X000709.SZ,0.0398346062922209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752914386380601,0,0,0,0,0,0,0,0,-0.0151234723547696,0,0,0,-0.0924030889687262,0,0,0,0,0,0,0.502308419656641,0,0,0,8.67361737988404e-19,0,0,0,0,0.0434558127162724,0,0,0,0.0365892029340656,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196806513178621,0,0,0,0,0,0,0,0,0,0,0.0656744765791981,0,0,0.149457280689116,0,0.0135304522676305,0,0.0497023351332638,0,0,0,0,0.000622855203705267,0,0,0,0,0,0,0,-0.0026871819432607,2.71050543121376e-20,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0.557054914627842,0,0.0243712607417425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277222048646305,0,0.0745538540016566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590052686010462,0,0,0,0,0,0
