,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X601991.SH,X600688.SH,X601600.SH,X002466.SZ,X600362.SH,X600795.SH,X600886.SH,X000898.SZ,X300072.SZ,X600516.SH,X600547.SH,X600027.SH,X002460.SZ,X600111.SH,X601992.SH,X600176.SH,X600352.SH,X000553.SZ,X000786.SZ,X002110.SZ,X600299.SH,X000709.SZ,X600426.SH,X600808.SH,X600801.SH,X000932.SZ,X000408.SZ,X000883.SZ,X600315.SH,X601158.SH,X002271.SZ,X000830.SZ,X600219.SH,X601699.SH,X601003.SH,X000792.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.341078823469614,0,0,0,-0.00329902002053996,0,0,0,0,0.0544750130435521,0,0,0,0,0,0,0,0,0,0,0,0,0.0470030212764647,0,0,0,0.0416186801932781,0,0,0,0,0,0,0.0671338567851567,0,0,0.0133254811565904,0,0,0,0,0.0456728329500843,0,0.0372929295401434,0,0.0944447186624684,0,0,0.0123476124044171,0.00309435141007279,0,0,0,0,0,0
X600028.SH,0,0,0.288481723246745,0,0,0,0,0,0,0,0,0,0,0,-0.111553269358033,0,0,0,0,0,0,-0.0323414705609146,0,0,0,0,-0.0607755816770492,0,-0.0362703696496209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124879713486751,0,0,0,0,0.00717917616460608,-0.0132135282713865,0,0,0,0,0,0
X601088.SH,0,0.215755443456862,0,0.152491304623922,0,0,0,0,0,0,0.498330116492964,0,0,0,0,0,0,0,0,0,0,0,0,-0.00652165319560533,0,0,0,0,0,0,-0.102410890348748,0,0,0,0,0,0,0,0,0,0,0.0276409804004373,0,0,0,0,0,0,0,-0.00679965869937776,-0.000690902807818474,0,0,0,0,0,0
X600585.SH,0,0,0.284546566402065,0,0,0,0,0,0,0,0,0,0,0,0.0688524900453512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408528850464929,0.105315382889824,0,0,0,0,0,0.298872955207583,0,0,0,0,0,0.00612061056171621,0,0,0,0,0.0717565707296269,0,0,-0.000171185842443219,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.122372509288041,0,0,0,0,0.19754419325071,0,0,0,0,0,0,0,0,0,-0.11206769256218,0,0,0,0,0,0,0,0,0,0.0474904073134856,0,0,0,0,0.178017431275378,0.14206089711746,0,0,0,0,0,0,0,0.103316194178614,0,0,0,0,0.0182336672995357,0.00916614653956199,0,0,0,0,0,0
X600309.SH,0,0,0.168601016315932,0,0,0,0,0,0,0,0,0,0,0,-0.0290608850270542,0,0,0,0,0,0,0,0,-0.0422646553597665,0,0,-0.0189466659335549,0,0,0.0353399386564505,-8.67361737988404e-19,0.102396785583973,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.114945718070954,0,0,0.0291081529334623,0.0550996358387149,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0890393889886718,0,0,1.73472347597681e-18,0,0,0,0,0,0.0573711876339748,0,0.356387234374683,0.0794520449429988,0,0,0,0,0,0,-0.041994296543823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029229019393661,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0708583988178418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421728594610002,0.121957622524436,0,0,0,0,0,0,0,0.030677450947732,0,0,0.164754440555854,0,0,0,0,0.254503582776867,0,0,0,0,0.104399150553083,0,0.0248554889370756,-0.0441056385640674,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0313906403533086,0,0,0,0.0943065834172153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591330760173006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581801968218328,0,0,0,0,0,0,0,0.00943555263142997,0.000622289685172692,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0284731830855057,0,0,0.218139662012506,0,0,0,0,0,0,0.110448552538819,0,0,0,0,0.065165140916154,0.0919643635415384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109710554778852,0,0,0.0226053655282318,-0.00527656535006385,-0.0174127770694963,0,0,0,0,0,0
X600188.SH,0,0,0.237715991316075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137462383087419,0,0,0,0,0,0,0.0557488642748654,0.0143357174394309,0.100094790320477,0,0,0,0,0,0,0,0,0,0,0,0,0.80327640719402,0.0480002639794836,0,0,0,-0.0182978499823407,-0.0320429453331243,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0391946180168673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180725171197012,0.152563382358448,0,0,0.0638934624697445,0.0947573517072772,0,0,0,0,0,0,0,0,0,0.00491437841887623,0,0,0,0,0,0,0,0.016186749699204,0.0478603444103662,0,0,0.0082480598423063,-0.0129689969366614,0,0,0,0,0,0
X600688.SH,0,0.218439217306127,0.0306614626648716,0,0,0,0,0.0307691499205885,0,0,0,0,0,0,-1.0842021724855e-19,0.135442336727575,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693585283848867,0,0.0212667619109259,0.0337923529418684,0,0,0,0,0,0,0,0,0,0,0.0895495812975829,0,0,0,0,0,0,0.0292543094520621,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0939972652696941,0,0,0.180349155269352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176248912923363,0,0,0,0,0,0,0,0,0,0,0,0.0243383558301691,0,0,0,0,0.0800010726129156,0,0.215874220686874,0,0,0,0,-0.00434206919990575,0,0,0,0,0,0,0
X002466.SZ,0,0,0.0911709322641256,0,0,-0.0252119374727968,0,-0.154788250472131,0,0,0,0,0,0,0,0,0,0,0,0,0.154622783895274,0,0,0.597610397692309,0,0,0,0,0,0,0,0,-0.191153952638037,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972493827154967,0,0,0,0.034502251450693,0,0,0,0,0,0,0
X600362.SH,0.0661793399914482,0,0.198310417086907,0,0,0.121719892020139,0,0,0,0,0,0,0.0510363275452872,0.290494166624338,0,0,0,0.0689543914748319,0,0,0,0.0270437157173249,0,0,0,0,0,0.0636172241445136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293713507097314,-3.46944695195361e-18,0,0.0666214447857205,0,0,0,0,0.0169737582954906,0,0,0,0,-0.0246512718277041,0,0
X600795.SH,0,0,0,0,0,0,0,0.0448678440146606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470901954238594,0.0410327446017476,0,0.0587586502990134,0.0682492692059378,0.0504040067400909,0,0,0,0,0,0,0,0,0,0.0374340890349876,0,0,0,0,0,0,0,0,0.0988589654998571,0,0,-0.00169101247104451,0,0,0,0,0,0,0
X600886.SH,0,0,-0.0471085902280998,0,-0.019817084980989,0,0.0516476081192578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117381587121531,-0.0685670913836501,0,0,0.0896250119394782,0.128774798349187,0,0.0986684464855169,0,0.11473168061394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0033069466218997,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.014847496867677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659833221112752,0.108101704031373,0,0,0,0,0,0,0,0.0365033831167416,0,0.200154996376145,0,0,0,0,0,0,0,0,0.15678817796417,0,0,0,0.0208219171483286,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.0890604216933122,-2.37462519804268e-05,0.0531667529015652,0.223728104347539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129577346125514,0,0,0,0.287067099380091,0,0,0.0800516313555546,0,0,0,0,0.0513150572976386,0,0,0,0.152509274072646,0,-0.013954320640352,0,0,0,0,0,0,0,0,0,0,0.00040131170785876,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0.0293646640745137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722211374630573,0,0.224719017796093,0,0.00857367113380317,0,0,0,0,0,0,0,0,0,0,0,0.36340408525692,0,0,0.136464715224494,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501274856786494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145576833588384,0,0,0,0,0,0.839387033958091,0,0,-0.000403089960144132,0,0,0,0.00105951327129286,0,0
