,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600886.SH,X600801.SH,X600362.SH,X002271.SZ,X000786.SZ,X600688.SH,X600188.SH,X002466.SZ,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X600027.SH,X600299.SH,X000723.SZ,X600176.SH,X000792.SZ,X002353.SZ,X600489.SH,X600426.SH,X000898.SZ,X600516.SH,X000553.SZ,X601158.SH,X000401.SZ,X000932.SZ,X600219.SH,X000883.SZ,X600126.SH,X000709.SZ,X002075.SZ,X600583.SH,X600808.SH,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232804548019696,0,0,0,0,0.000258529547487794,-4.33680868994202e-19,0,0.0207537030256407,0,0,0,0,0,0,0,0,0,0,0,0.172483020971808,0,0,0,0,0,0,0,0,0,0,0,0,0.103954744099576,0,0,0,0,-0.00740571966315902,0,0,0,0,0,0,0
X600028.SH,0.387205143941597,0,0,0,0,0,0,0,0,0,0,0,0,0.012786120186897,0,0,0,0,0,0.0915151338248938,0,0,0,0,0,0,0,0,0,0,0,0,0.0482622707183777,0,0,0,0,0,0,0,0,0,0,0,0,0.00870115952263086,0.0167372169550401,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0374130292148842,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3216473800135,0,0,0,0,0,0,0,0,0.0601337286006009,0,0,0,0,0,0,0,0,0,0,0.00699415205121965,0,0,0,0,0.0478440265711682,0,0,0,0,0,0,0,0,0,0,0.0024649186012699,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407178765838855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120306828074731,0,0,0,0,0,0,0,0,0,0,0,-0.0134123662045295,0.0164804694497816,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106146252875399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264287258930344,0,0.146701635648458,0,0.0796746828260428,0,0.0358504774527992,0,0,0,0,0,0,0,0,0,0.0221079045175918,0,0,0,0,0,0.00104590774460169,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113039442853564,0,0,0.0294785057954306,0,0,0,0,0,0,0.0426052400019748,0,0,0,0,0,0,0.047766642040496,0,0,0,0.112806394581232,0,0,0,0.133752694001222,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.000903285909386319,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0284600010564611,0,0,0,0,0,0,0,0,0,0.0333733867428116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908693011295618,0,0,0,0,0,0,0,0,0,0,0,0.0133996552040755,0,0,0,0,0.0401250088719572,0,0.0143831087053054,0,0,0,0.0129011749122915,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0769119329735719,0,0,0,0,0,0,0,0.189153025271645,0,0,0,-0.0823211496701815,0.19073205120433,0,0,0,0,0,0.142552539214424,0,0,0.231035918322805,0.199939369964774,0,0.0601105719947555,0,0,0,0,0.192699964714663,0,0,0,0.141517895543734,0,0,1.38777878078145e-17,0,0,0,0,-2.16840434497101e-19,0.026524427354469,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0180179031276579,0,0.0451023959187956,0,0,0,0,0,0,0,0,0,0.0049556660791247,0,0,0.138358369545808,0.0650223490112112,0,0,0,0.418813145759785,0.0246968039419412,0.031869853861551,0,0,0,0,0,0,0.0902269634346755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826635802515339,-0.0219704918391876,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.110117566792789,0,0,0,0,0,0,0,0,0,0,0,0,0.0959543527088035,0,0,0,0,0,0,0,0.120878003227332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442609211177505,0,0,0,0,-0.0129717245196928,0.0321636603205373,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230444600374722,0,0,0,0,0,0.0110222788681909,0.365483118022982,0,0,0,0,0,0,0,0.0486278726433006,0,0.0347243231652274,0,0,0,0,0,0.0348641125403145,0.0120963087330668,0,0,0,0,0,0,0,0.00181838742819222,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0088867559816435,0,0
X600660.SH,0,0,0,0,0,0,0,0.10985193012261,0,0.0783336706149119,0,0,0,0,0,0,0,0,0.0539792928892682,0,0,0,0.112117446506798,0,0,0,0,0,0,0.039847747078276,0,0,0,0,0,0,0.0787224408030665,-1.73472347597681e-18,0,0,0,0,0,0.00726657115279595,0,0,0.0687743994648919,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0261521596285569,0,0,0,0,0,0,0,0,0,0,0.0602235545655192,0,0.205531204654944,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0.0938874479529829,0,0,0,0.028740505080152,0.0769948716670128,0,0.0438058123713692,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0.0200651414195975,0,0,0,0,0,0,0,0,0.0126394728134047,0,0,0,0,0,0,0,0,0,0,0.192024702595758,0,0.0383412487752622,0,0,0,0.270874360382489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766009920655751,0,0,0.0377912391365468,0,0,0,0,0,0.00254507850162329,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.152655327933842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174793708803212,0,0,0,0,0,0,0,0,0,0.18722787134331,0,0,0,0,0.0447767335568618,0,0,0,0,0,0,0,0,0,0,0,0,0
X600801.SH,0,0,0,0.438392034661726,0,0,0,0,0,0,0,0,0,0,0,0,0.0257449090048516,0,0,0,0.0679203756790141,0,0.0609544261934673,0,0,0,0,0,0,0.0779302368326135,0,0,0,0,0,0,0,0,0,0.327018309799104,0,0,0,0,0,0.00684036835945961,0.00782512926702146,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0221430384960429,0,0,0,0,0,0,0,0,0,0,0,0,0.134852782236017,0,0,0,0,0,0,0.0702869108382113,0,0,0,0,0,0,0.192386623205254,0,0,0.0246740172121197,0,0.213821571434451,0,0,0,0,0,0,0,0,0,0,-0.00614357739795343,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.0787219020396304,0,0,0,0,0,0.14209545473251,0,0,0.0564060243574595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897844944939086,0,0,0,0.146310398179323,0,0,0.227889743083579,0,0,0,0,0,0.0407778331610364,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868285603614712,0,0,0,0,0.15411904187239,0,0,0.00613950174685157,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0591388291918819,0,0.447048771693287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.412212215059048,0,0,0,0,0.0947252347550911,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.325557362111372,0,0,0,0,0,0,0.107537199494923,0,0,0,0.104333723749535,0,0,0,0.0350797554664427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130695803166925,0.0570716279351793,0,0,0,0.0800219488361866,0,0
X600188.SH,0,0,0,0,0,0,0,0.0222088280860486,0,0.0199896605354056,0,0,0,0.289508205242054,0,0.151373186102551,0,0,0,0,0,0,0.15006300149544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819442784557848,0.207406536993391,0,0,0.011914275883747,0,0,0,0,0,0,0,-0.00503498114098574,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0711427512617784,0,0,0,0,0.524266009534296,0,0,0,0,0,0,-0.242769534168852,0,-0.0459338915225659,-0.011646326892863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154186177613663,0,-0.0451778402986696,0.585390646504824,0,0,0,0,0.0428992810055542,-0.055148604456725,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154984071563755,0,0,0,0,0.121538712339671,0,0,0,0,0.0870025937507167,0.122284588151861,0,0,0,0,0,0,0,0,0,0.24320777935734,0,0,0.0328602492440151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127058557648397,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.026725268204498,0,0,0,0,0,0,0,0,0,0,0,0.143595167668184,0,0.0500123014997375,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.160478832049197,0,0,0,0.0208496626779617,0,0,0,0,0,0.0132476556115732,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238986833312932,0,0,0.127904125669588,0,0,0.0373173382533434,0.0869796927882423,0,0.085784347111943,0,0,0,0,0,0,0,0.188550099963545,0,0,0.0632886589921357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517027049743699,0,0,0,0,0.155531175366407,0,0.192870865075709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113633158695155,0,0,0,0,0,0.0297949584560705,0.102403471645455,0,0,0,0,0,0.0175878738256487,0,0,0,0.0202716323621659,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361830034549022,0.0983952300239916,0,0,0,0,0,0.0807381431225241,0.145555556399546,0,0,0,0,0,0,0.0456898464432458,0.0411239786436594,0,0,0,0,0,0,0,0,0.075526660752187,0,0,0,0,-0.00218451018447886,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0147279345904326,0,0,0,0,0,0.00329866465405617,0,0,0,0,0,0,0.00650761703452921,0.00771724634922084,0.0106935226696001,0,0,0,0,0,0,0,0,0,0.0138377623866078,0,0,0,0,0,0,0.00613306836044287,0.190807274476412,0,0.0704611655061288,0,0,0.0623844390249602,0,0,0,0,0,0,0.0198939189619677,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.0667936666902856,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.181271956470383,0,0,0,0.0940212707821588,0,0,0.091806605308185,0,0,0,0,0,0,0,0.0984516665485192,0,0,0,0,0,0.0156566414004529,0,0,0,0,0,0.308883528843594,0,0.00834870666857011,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.209857111796143,0,0,0,0,0,0,0,-0.0596822994325571,0,-0.0902062623976413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590594786895751,0.240099959137669,0,0,0,0,0,0,0,0.140239890120732,0,0,0,0,0.0212782856220616,0.00746487062661406,0,0,0,0,0.0219343579458503,0,0
X600176.SH,0,0,0,0,0.109432579202159,0,0,0.0461193864679288,0,0,0,0,0,0,0,0.177288451204066,0,0,0,0.0328946321281144,0,0,0.172609032267663,0,0,0,0,0,0,0,0,0,0,0,0.0498989124227149,0,0,0,0,0.0392358026279571,0,0,0,0,0,0,0.0368565380948468,0,0,0,0,0,0.0200960301364308,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0912192844872071,0,-0.157312887808766,0,0,0,0,0,0.0648985607102558,0,-0.00215977522897448,0,-0.0133503376460747,0,0,0,0,0,0.210519668613363,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0732618377626258,0,0,0,0,0,0,0,0,0.0873245998338696,0,0,0,0,0.0498071245300155,0.00123980368319702,-0.00448865295736556,0,0.0248294390991567,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692141155076928,0,0.0553343510183725,0,0,0,0,0,0,0,0.111617721098477,0,0,0,0,0.154545556667024,0,0,-0.0593858345933269,0,0,0,0,0,0,0,0,0.345596534663794,0,0,0,0,-0.040866229699394,0.0238845718937807,0,0,0,0.0317345845957111,0,0
X600489.SH,0,0,0,0,0,0,0.457503488577429,0,0,0.0912448607991929,0,0,0,0,0,0.00724660064491757,0,0,0,0.0237169943667231,0,0.022992869260437,0,0,0,0,0,0,0,0.0813042462525622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0.0249390817326079,0,0,0,0,0,0,0,0.222421722104628,0,0,0,0,0,0.0522807740034167,0,0,0,0,0,0,0,0.0434273811041287,0.215745940288133,0,0.0931535955206551,0,0,0,0.0825818830221753,0,0,0,0,0,0,0,0,0.065986543021795,0,0,0,0,0.086147064472163,0,0.0048681042495267,0,0,0,0.046612736271804,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0.0175472837178103,0,0,0,0,0,0,0,0,0,0,0,0,0.162539572794567,0,0,0,0,0,0,0.0606994970188468,0,0,0,0,0,0,0.0204160327260829,0,0,0.0547999676003506,0.152531439732709,0,0,0,0,0.0063892474996998,0.042629583746661,0,0,0,0,0,0.00105179974582805,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0.00869599874688342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363280088870906,0,0,0,0.409890589393757,0,0,0.0699151391682117,0,0.0179839064541617,0,0,0,0,0,0,0,0,0,0,0,0.0293252656851511,0,0,0,0,0.225480229893555,0,0.0523859252356165,4.33680868994202e-19,0,0,0.190396009728321,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271158572161958,0,0.07820038307283,0,0,0.0963418313529915,0,0,0,0.163284762927533,0.0695399265689138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256245608987375,0,0,0,0,0,0,0,0,0,0,0.108780606782808,0,0
X601158.SH,0,0,0,0,0,0,0,0.0468757878102964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152935900357817,0.0585952176704401,0,0,0.0142194832828626,0,0,0,0,0,0,0.0313730740413697,0,0,0,1.73472347597681e-18,0,0,0.0313279319065306,0,0,0,0,0,0.00605517768332347,0.0601749376909598,0,0,0,0,-0.00293706065083641,0,0,0,0,0.00955349854370274,0,0
X000401.SZ,0,0,0,0.0795934683227022,0,0,0,0,0,0.0831929236705161,0,0,0,0,0,0.456223874640386,0,0,0.0699013460272137,0,0.135457842442329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100120112007537,0,0,0,0,0,0,0,-0.00401608871312192,0.00401353106393899,0,0,0,0.013548993150853,0,0
X000932.SZ,0,0,0,0,0,0,0,0,0,0.0322783879045161,0,0,0,0,0,0,0,0,0,0,0.292131109885651,0,0.11544056916929,0,0,0,0,0,0,0,0.0918017445950626,0,0,0,0.0225207768195933,0,0,0,0,0.0228388747087565,0,0,0,0,0,0.0662398535333186,0,0,0,0,0,0,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108441120377596,0,0,0,0.346141783765667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519739337879104,0,0,0,0,0,0,0,0,0.032850509290725,0.0482669836008371,0,0,0,0,-0.00853191606735736,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0.028595583402481,0,0,0,0.202765744666071,0,0,0,0,0,0,0.100373554754576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303397496306159,0.059377175559259,0,0,0,0,0,0.111375193231255,0,0,0,0,0,0.0182765812465235,0,0,0,0,0,0
X600126.SH,0,0,0,0,0,0,0,0.33634964720108,0,0,0,0,0,0,0,0,0,0,0,0.0479178741389067,0,0,0,0,0,0,0.0326078902678754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28801403649401,0,0,0,0,0,0,0,0,0,0,0,0
