,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600299.SH,X600547.SH,X600623.SH,X600660.SH,X600489.SH,X000709.SZ,X601158.SH,X000792.SZ,X600583.SH,X600309.SH,X600352.SH,X002466.SZ,X000898.SZ,X000539.SZ,X000883.SZ,X000629.SZ,X002075.SZ,X000630.SZ,X000027.SZ,X000060.SZ,X000983.SZ,X000959.SZ,X600021.SH,X601699.SH,X002470.SZ,X600022.SH,X300072.SZ,X600578.SH,X600612.SH,X600098.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0848637785539886,0,0.108206057086363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612804991990173,0,0,0,0,0.00662082310388793,0,0,0.118480053021275,0,0,0,0.0133315779444906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0582309721907494,0.11117985114965,0,0.14793024576569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329207733139295,0,0.0250321261798041,0,-6.93889390390723e-18,0,0,0.0550703681578933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153297763495784,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.291261235841773,0,0,0,0,0,0,0,0,0,0,0.0442298168173482,0,0,0,0,0,0,0,0.020998807972596,0,0,0,0,0,0,0,0.0156889552739852,0,0,0,0.0256477035726758,0,0,0,0,0.0201052366065575,0.199498345403041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.165356735404727,0,0,0,0,0,0.00380442945286834,0,0,0,0,0,0,0,0,0,0,0.0752914389134928,0,0.0311843420934476,0,0,0,0,0.0163442517055978,0,0,0,0,0,0.156052469566365,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0535353476093129,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0755390006255627,0,0,0,0,0,0,0,0,0.214786716226606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128321535207804,0,0.0889967171337021,0,0.0667969173215774,0.003393481759479,0.101602741123841,0.0552228098952839,0,0,0,0,0,0,0,0.0873591407519187,0,0,-0.0093141991217711,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0817121262442742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4183257865877,0,0,0,0,0,0,0.107757591163088,0,0.107520297530091,0,0,0,0.158370932266891,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016167988086843,0,0,0,0,0,0.0241842806213965,0,0,0,0,0.110013769147141,0,0.0780110612790298,0,0,0.157779342669314,0,0,0,0,0,0.0288228259056379,0,0,0,0.11223717387058,0,0,0,0,0.0295653670135911,0,-0.022583279076799,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.223416212579805,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175435408046464,0.109121890862777,0,0,0,0,0,0,0.0243049601667042,0.042975702379615,0,0,0,0.170408548521523,0,0,0.0568023049325431,0,0,0,0,0.00587750233557391,0,0,0,0,0,0,0,0,0,0.0983259083048,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.132444026058937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818786157618228,0,0,0.0361246156228611,0.155205868643717,0,0,0.0389175027351675,0,0,0.16822284469336,0,0,0,0,0,0,0,-0.0176583315725317,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.116025596853691,0,0,0,0,0,0.105565899928863,0,0,0,0,0,0,0,0,0,0,0,0,0.276616403036729,0,0,0,0,0,0,0,0,0,0,0,0.111194466989877,0.0206642287888559,0,0.105018494388205,0,0,0,0,0,0,0.0631197778842736,0.0107588311723853,0,0,0.00449516764907328,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0226516550139366,0,0,0.0243066313028667,0,0,0,0,0,0.0638224767859368,0,0,0,0,0.0586629363498833,0,0,0,0,0,0.0791965031231829,0,0,0.0636391386913334,0,0.00644761957640556,0,0,0,0,0.0415473303814545,0,0.064062400519338,0.0539088485338521,0,0,0,0,0,0,0,0,0,0,0.211351252515358,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991453186845479,0,0,0,0,0,0,0,0.00423638439787701,0.0293646645272213,0,0,0,0,0.0781047702378786,0,0.0731127112477078,0,0,0.074281420313671,0,0,0,0.12121809534866,0,0,0.0791179003357069,0,0,0,0.27291130792049,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0211931031076401,0,0.0399683620284037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610157334340928,0,0,0.0798475797695355,0,0,0,0.081164773672685,0,0,0.0163406768952135,0,0,0,0.0159267059035862,0,0,0,0,0,0,0,0,0,0.298329702673172,0.0685887267816945,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.170583573010727,0,0.0972631329120469,0,0,0,0,0,0,0,0,0,0,0,0.0302972458649308,0,0,0.233689447441222,0,0.0984560145292679,0,0,0,0,0,0,0,0,0,0,0,0.0656695358513335,0,0.0930579175706074,0,0,0,0,0,0,0,0,0.0283894826616628,0,0,-0.00678202948703499,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182819755334886,0.190408743542027,0,0.185686688874723,0,0,0.0592556794854696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523931403128665,0,0,0.189092939668802,0,0,0,0,0,0,0,0.0465622879334294,0,-0.0505700991230848,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0.0786655447145812,0.152137936694626,0,0,0,0,0,0,0,0,0,0,0.310642305354681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187032067820448,0.132938163383578,0,0,0,0,0,0,0,0,0,0,0.0781789315957168,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.224425165476893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182681993118937,0,0,0,0,0.205616328453363,0.0232227483039432,0,0,0,0,0,0,0,0.150571865933729,0,0.0215429414685357,0,0,0,0,0,0,0,0,0,0,-0.0163206063725748,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0190482418608017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208335654001416,0.0292953952022061,0,0,0,0,0,0,0,0.022901956678314,0,0,0,0,0,0,0.0317296136505926,0,0,0.0271326790158015,0.0090580248798789,0.0496775665226034,0,0,0,0,0.0254969411772424,0,0,0,0.14013475881819,0,0,0,0,0,0,0,0,0,0
