,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X601898.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X000708.SZ,X600010.SH,X000301.SZ,X600426.SH,X600795.SH,X000877.SZ,X600362.SH,X002271.SZ,X601699.SH,X000983.SZ,X600489.SH,X600803.SH,X600176.SH,X600027.SH,X000807.SZ,X000786.SZ,X601991.SH,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X600985.SH,X000408.SZ,X600688.SH,X002080.SZ,X000629.SZ,X002353.SZ,X300037.SZ,X002128.SZ,X601168.SH,X600801.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.629139479926652,0,0,0,0,0,0.239361071706159,-0.0251394876155579,0,0,0,0,0,0,0,0,0,0,0.0257366924682488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633680095422923,0,0,0,0,0,0,0,0,0,0,0.0978655671552341,0,0,0.0483191914326546,0,0,0.0556553230583285,0,0,0,0,0
X600028.SH,0.511194893119496,0,0,0,0,0.0836141951416458,0,0.0167640329253703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643290411615765,0.0683346299673523,0,0,0,0,0.130238927491751,0,0,0.0401605020311387,0,0,0.0250796547741512,0,0,0,0,0,0,0,0,0,-0.146673961041899,0,0.0153774743472799,-0.00497105190673842,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.25269789800275,0.0219757262251132,0,0,0,0,0,0,0,0,-0.0160794677740163,0,0,0,0,0,0.070184477653165,0,0,0,0,0,0,0,0.0127632532907799,0,0,0,0,0,0,0,0,0,0,0.115244010097513,0,0,0,0,0,0,0,0.0903225178916827,0,0,0,-0.0138384388224436,0.0164079134649586,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0467304280663313,0.00980048348537351,0,0,0,0,0.199301992337288,0,0,0,0.0146143345717953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144276463126308,0,0.0244991704814481,0,0,0,0,0,0,0,0.00493767125217977,0,0,0,0,0.0752329242696934,0,0,0,0.0210977617028625,0.00685438259360502,0,0,0,0,0,0
X600188.SH,0,0,0.261950391190974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351580775965758,0,0,0,0,0.0399995268305255,0.396383647627404,-0.0945621816197058,0,0,0,0,-0.0828320114696539,0,0,0,0,0.073626885383606,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,-1.0842021724855e-19,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130344730359377,0,0,0,0,0,0,0.0518222567979172,0,0.0961880448106818,0,0.133143548937545,0,-0.0361046529693025,0,0,0,0.231569075879472,0,0,0,0,0,0,0,0,0,0,-0.192060647291573,0,0,0.154454971325447,0,-0.0235538316274453,0.00960875391379463,0.0186147207238602,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.110065244319819,0,0,0,0,-0.0117092035982485,0,0,0,0,0,0,0,0,0.083549005481947,0,0,0,0,0,0,0,0.0776408879547259,0,0,0,-0.0235630995294907,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.369895484481692,0,0,0,-0.0257727662818366,0,0,0,0,0,0
X601898.SH,0.128622162773913,0,0,0,0.0776247340699425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763854311372281,0.145575388543425,0,0.0779157423323246,0,0.0224969630704097,0,0,0,0,0,0,0.0345005916006217,0,0.186375205148854,0,0,0,0,0,-0.00318495325292087,0,0.0799866514917942,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.172735250070503,0,0,0,0,0,0,0,0.30729042369195,0,0,0,0,0,0,0,0,0,0,0,-0.135688744872094,0,0,0,0,0,0.786843550409274,0,0,0,0,0,0.0656337470923923,0,0,0,0,0,0,0,0,0.108823832124595,0,0,0,0,-0.127555923546066,0,-0.0196515141195918,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.151291042680085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49355726434946,0.187724298373513,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898447190032816,0,0,0,0,0,0,0,0,-0.0117416970246225,-0.000901450209691346,0,0,0,0,0,0
X601600.SH,0,0,0,0.0253138725003591,0,0,0,0.0288324404957712,0,0,0,0,0,0,0,0,0.069282019708502,0.121923535765258,0,0,0,0,0.148947340713114,0,0,0,0,0,0,0.0973267853769864,0,0.350572050732126,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476140434176139,0,0.0486989330341241,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.0520990640594565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502597099468932,0,0,0,8.67361737988404e-19,0.0804694489505088,0,0,0,0,0,0.0969529043266342,0,0,0,0,0.146703574101673,0,0,0,0,-0.16494293256275,-0.00406781302808084,0.00899190771528784,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0308360240921983,0,0,0.270825489254458,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138829654580657,0,0,0,0,0,0,0,0,-0.0279629444928719,0,0,0,0,0,0,0,0,0,0.0467549028538007,0,0,0,-0.00672922905553384,0.0355679729965769,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343188521666151,0,0,0.0280936525149439,0,0,0,0.0423234376593754,0,0,0.0691694914983425,0,0.04712254402956,0,0.00852453366097936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00965064077716378,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.0379396532056989,0,0,0.0245709932285151,0,0.787828043112437,0,0,0,0.014484113430238,0,0,0,0,0.0399723880629784,0,0,0,0,0,0,0,-0.0356398216650604,0,0,0,0,0,0,0,0,0,0,0,0,0.142209615113281,0,0,0,0,0,0.0105883187229023,-0.03389452736734,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842412597834216,0,0,0,0,0,0,0,0,0,0.0140305801505022,0,0,0,0,0,0.0390267319076739,0,0,0,0,0,-0.0397201260221018,0,0,0.0959832859587529,0,0,0,0,0,0,0,0,0,-0.0461419682751553,0,2.71050543121376e-20,0.00601049136492159,-0.0233658990104185,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.0727816895224582,0,0,0,0.225037949788976,0,0,0.0432804566938012,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.106814382243894,0,0.0486256355991679,0,0,0,0,0,0,0,0,0,0,0,0.0746900689605807,0.323926332248057,0,0,0,0,0,0,0,-0.00812639501275328,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.00711611188250276,0.192249703296955,0,0,0,0,0.0500985416848932,0,0,0,0.0473758648880245,0,0,0,0,0,0,0.0378695847162056,0,0,0.194662570219528,0,0,0,0,0.0400679615380861,0,0,0,0,0,0,0.0129215743335456,0.0150582734731472,0,0,0,0,0.0519824423077607,0,0,0,0,0,0,0,0,0,-0.00729317723725129,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0754077765300873,0,0,0,0,0,0,0,0,0,0.181274249437739,0,0,0,0,0,0,0.025818020139765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335606288490917,0,0,0,0,0,0,0,0.0532432446653046,0,0,0.0138505814468869,0.00806229230241109,0,0,0.011182761841595,-0.00696395188504177,0,0,0,0,0,0
