,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X600362.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600111.SH,X600886.SH,X600489.SH,X600660.SH,X600309.SH,X000723.SZ,X600623.SH,X000792.SZ,X600299.SH,X601158.SH,X002466.SZ,X000959.SZ,X002075.SZ,X000898.SZ,X000709.SZ,X000408.SZ,X000983.SZ,X600583.SH,X000012.SZ,X000883.SZ,X000630.SZ,X600352.SH,X600549.SH,X000937.SZ,X000539.SZ,X002092.SZ,X000060.SZ,X601699.SH,X000027.SZ,X600176.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0365997245126717,0,0,0,0,0.00803215602609888,0,0,0,0,0,0,0,0.0222632212071246,0,0,0,0.120570375804702,0,0,0,0,0,0,0.00445412364975158,0,0,0,0.0056855256344509,0,0,0,0,0,0,0,0.0112531792378445,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.0144044930466694,0,0,0,0.0315410202672249,0,0,0,0,0,0,0,0.0247434986165672,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,-0.017712087126234,0,0,0,0,0,0,0.0517263633931549,0.153840104543272,0,0,0,0,-0.026892312502938,0,0,0.07715295163541,0,0,0,0,0,0,-0.0114486323292094,-0.0089295810085317,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.218202288782491,0,0.0422669752542508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104758706420919,0.00539599864441374,0,0.0569743543481049,0,0,0,0,-0.052045052779386,0,0.0591655416152251,0,0,0,0,0,0.00514186394967295,0,0.00566554646331717,0.035801774815234,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0757659689010715,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0230905460645231,-0.0324345447114105,0,0,0,0,0,0.0455148089762324,0,0,0,-0.0127203965634693,0,0.19591055636008,0,0,-0.0163498116327685,0,0.0579872835657769,0,0,0,0,-0.0356008796237449,0,0,0,0,0.0340987025808942,0,0,0,0,0,0,0,0,0.0341831786890773,0,0,0,0,0,0,-0.0369998668487863,0.0367949523347353,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.29485951242388,0,-0.0427550973811788,0.00353253885914323,0,0,-0.048397243663672,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0093237688770527,0,-0.0149258391838205,0,0.00955979478879432,0,0,0,0,0,0,0,0,0.146847375559946,0,0,0,0,-0.00130285672402871,0,0.0535666496714198,0,0,0,0,-0.00438652404582051,-0.00811580385098951,-0.0484178731112304,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0176641846457635,0,0,0,0,0,0,0,0,0,0.0125272106359973,0,0.063487315434838,0,0,0.0725700128433878,0,0,0,0.0465268589586928,0,0,0.0650343071094992,0,0,0,0,0,0.125454444933124,0,-4.33680868994202e-19,0,0,0.0344980865251723,0.130475080628122,0.0442456691205198,0,0,0,0,-0.00460457718114821,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.111475757479388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21103181580868,0,0.0346195025824529,0,0,0,0,0,0,-0.1267062060643,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190401933077855,0,0.152577360915972,0,0,0,0,0,0.0266669938238517,0,0,0,0,0,0
X601898.SH,0,0,0.22856722029361,0,0,0,0,0,0,0.0820263753138568,0,0.0891050050501874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950020567403977,0,0,0,0,0,-0.101487196868726,0,0,0.0247837866818997,0,0.185890130651979,0,0,0,0,-0.018479553265197,-0.0513052277774995,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127441240573755,0,0,0,0,0,1.0068923412881,0,-0.0229621085066971,0,0,-0.0347440118595568,0,0,0,0.0593079320116297,0,0,0,0,-0.0220984473999277,0,0.0203621815961038,0,0.024441575597817,0,0,0,0,0.0844640570260202,0,0,0,0,0.00532063372569322,0,0,0,0,0,0,-0.306456379133369,0,0
X600362.SH,0,0,0,0,0,0,0,0.0856440901247219,0,0,0,0,0,0,0,0,0,0,0.0328932734280268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453716487478616,0,0.0521628273342415,0.155228406083754,0,0.0685071664354532,0.0933529573192954,0.0348512316836506,0,0,0,0,0,0,0,0,0,0,0,0
