,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600795.SH,X600352.SH,X002466.SZ,X601991.SH,X002353.SZ,X600688.SH,X600176.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600583.SH,X600426.SH,X600516.SH,X600299.SH,X600489.SH,X000898.SZ,X601158.SH,X000932.SZ,X600219.SH,X000883.SZ,X000709.SZ,X600612.SH,X000792.SZ,X000553.SZ,X002080.SZ,X600486.SH,X000027.SZ,X000630.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0996169867599577,0,0,0,0,0,0,0,0,0,0,0.0261929031905235,0,0,0.253208841810581,0,0,0,0,0,0.0199164733428105,0,0,0,0.156973590849216,0,0,0,0,0,0,0,0,0,0.0415889179668419,0,0,0,0,0,-0.00185802772510507,0,0,0,0,0,0,0
X600028.SH,0.0993094654191318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297828158615963,0,0,0,0.0399347667081683,0,0.0219503730903582,0.262849266221215,0,0,0,0.0110172734288505,0,0,0,0,0,0.00505129728155232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00818931943672596,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0922542560575009,0,0,0,0,0.0165526658965979,0.226636959084791,0,0,0,0,0,0,0,0,0,0,0,0,0.112340822182822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264644305131265,0.0172448393441194,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398903510846215,0,0.00610877145210697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812064845224494,0,0,0,0.0194240155027822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207263694515302,0,0
X600309.SH,0,0,0,4.88632766274885e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.248364990541104,0.0589158402125574,0,0,0,0,-0.0417446737180785,0,0,0,0,0,0,0,0,0,0,0.169673987273934,0,0,0,0,0,0,0,0,0,0,0,0,0.0792450633994532,0,0,0,0,8.67361737988404e-19,-0.00975888962934169,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0548187874292293,0,0,0,0.132452370945,0,0,0.0511596063337537,0.0909617929862585,0.106849895589254,0,0,0,0,0.010322275761727,0,0.0331536624682754,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0352609586874308,0,0,0,0,0,0,0,0,0,0,0,0,0.0073055075915757,-2.71050543121376e-20,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0415198791754649,0,0,0,0,0,0,0,0,0,0,0,-0.0845715559276285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894637446328357,0,0,0,0,0,0,0,0.0327249228579917,0,0,0,0,0,0,0,0,0,0,0,0,0.01182119407712,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0165541661927748,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.195264954415597,0,0,0,0.285519820961382,0.170395652718388,0.0237941949966711,0,0,0.008732125510036,0,0,0,0.0325103655264838,0,0,0,0,0,0.00366125912572417,0.0269036002483401,0,0,0,0,0,0,-0.00335764534259094,0,0,0,0,0,0
X000708.SZ,0,0,0,0.0398304351384563,0,0,0,0,0,-0.103536198935256,0,0,0,0,0,0,0.0269151845683047,0,0.0262081810445554,0,0,0,0,0,0.123616378144732,0,0,0,0,0,0.23924208668091,0,0,0,0.219084953734408,0,0,0,0.193109275227173,0,0,0,0,0,0,0.115488459665543,0.0803013202102134,0,0,-8.67361737988404e-19,0,0,0.0376876195233121,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140823022429542,0,0,0.28536582044282,0,0,0,0,0,0.315948748693418,0,0,0.034078599402125,0,0,0.164797043212384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340319926575288,0,0,0,0,0.0209713843937505,0,0
