,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X601600.SH,X600795.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600352.SH,X000709.SZ,X600299.SH,X600516.SH,X600489.SH,X002460.SZ,X601158.SH,X600808.SH,X000629.SZ,X600219.SH,X600801.SH,X000786.SZ,X000825.SZ,X000883.SZ,X000539.SZ,X300072.SZ,X600612.SH,X000553.SZ,X000301.SZ,X000408.SZ,X600583.SH,X000027.SZ,X002110.SZ,X002470.SZ,X000630.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.204087962358856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157354539373468,0,0,0,0,0,0,0,0,0,0,0,0,0.0768171416414219,0,0,0,0,0,0,0,0.0306097240274675,0,0,0,0,0,0,0.272448271317695,0,-0.0200523769016557,0.0308326134339711,0,0,0,0,0,0
X600028.SH,0.12645436673953,0,0,0.116496168543087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592436245017842,0,0.020244415440566,0,0,0.0527075218285042,0,0,0.06264960921247,0,0,0,0,0,0,0,0,0,0,0,0.101486968143487,0,0.265780155381009,0,-0.00526275866812199,0.0883003203146006,0,0,0,0,0,0
X601088.SH,0.27194228585373,0,0,0.0943812264579053,0,-0.0567149020661688,0,0,0,0,0.0123271948697143,0,0,0,0,0,0,0,0.279445724684426,0,0,0,0.119616265644168,0,0,0,0,0,0,0,0,0,0.0105589116796565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109353362582944,0,0.00389512989059015,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.1764810514307,0,0,0,0,0,0,0,0.0618844682711293,0,0,0,0,0,0,0,0,0,0,0.157604246033265,0,0,0,0,0,0,0,0.0256435251098337,0,0.468187298251296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.125567575465597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379298381305243,0,0,0,0,0,0,0.106213375866136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104954305744056,0,0,0,0,-0.000170983783312467,0.0284008597659677,0,0,0,0.0509682288793389,0,0
X600011.SH,0,0,0,0.0489754534231168,0,0,0.162984660764258,0,0,0,0,0,0,0,0,0,0.74119501280772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299592756145239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173671463813126,0.0465637487400879,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.250667811143601,0,0,0,0,0,0,0,0,0,0,0,0,0.283628654200504,0,0,0,0,0,0,0,0,0,-0.224601461348897,0.0522716340071358,0,0,-0.100276743783787,0,0,0,0,0,0.230761705857626,0,0,0,0,0,0,0,0.226488253007126,0,0,0,-0.114656171207492,-0.0408713890132421,0.111827570471765,0,0,0,0,0,0
X600010.SH,0,0.168439248535434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231961339787172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276721305576225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101562780537578,0,-0.0131603607056465,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.00411798411422101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011227457117667,0.510048150546564,0,0,0,0,0,0,0,0,0,0,0.0172746699290841,0.144908086612928,0,0,0,0,0,0.0141015623308264,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822827464417365,0,0,0,0.0988689069558198,0,0,0,0,0,0,0,0,0,0.0473600110692386,0,0,0,0,0,0,0,0,0,0.153924899679551,0,0,0,0,0,0,0.266875984697586,0,-0.00564363074664937,0,0,0,0,-0.0218416294982795,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.103485341175306,0,0,0,0,0,0,0,0,0,0,0,0.11064543408185,0.0173227195980567,0,0,0,0,0,0,0,0,0,0,0,0.0260094565105494,0.00393900974627328,0.0278559310309211,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0216279409285237,0,0,0,0,0,0,0
