,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600795.SH,X600688.SH,X601991.SH,X600623.SH,X600027.SH,X600362.SH,X600886.SH,X600111.SH,X600157.SH,X600188.SH,X601992.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X000709.SZ,X000883.SZ,X000539.SZ,X600309.SH,X000898.SZ,X600583.SH,X000027.SZ,X600547.SH,X600352.SH,X600489.SH,X000630.SZ,X002470.SZ,X300072.SZ,X000629.SZ,X600098.SH,X600176.SH,X000012.SZ,X000723.SZ,X600160.SH,X000761.SZ,X600021.SH,X600610.SH,X600315.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0286029333097966,0,0,0.0367252340085878,0,0,0,0.121679520869352,0,0,0,0,0.0198181825692907,0,0,0,0.045408732755968,0,0,0,0,0,0.0606286065444101,0,0,0,0,0,0,0,0,0,0.043088289381781,0,0.0395661724826257,0.0419107839045241,0,0.0119508559376827,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.230606946207582,0,0,0.0954074027898622,0,0,0,0,0,0.0221214422360113,0,0.00900208863192567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282301439063268,0,0,0,0.0100926486966515,0,0.0134195251144631,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.347560308228679,0,0,0,0,0,0,0,0,0,0.107988056287657,0,0,0,0,0,0,0,0,0,0,0,0.0692772123876117,0,0,0,0.00266908451624514,0,0,0,0,0,0,0,0.0176210057852486,0.0665955145826675,0.00653893087730852,0,0,0,0,0.00383976154844505,0,0,-0.00109255513154795,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389847823619517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218947626184418,0.0758416226891003,0,0.0633591908194083,0.0213112988944068,0.02905687767356,0.0327492738970929,0.136839571526646,0.0182014439684628,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0.155360911855537,0,0,0,0,0,0,0,0.393314244237865,0,0.093197508605198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105431870791144,0.019158069317954,0,0.0565090757803598,0,0,0,0.123577061452574,0.0236019048753403,0,0,0,0,0,0,0,-0.000145678265175623,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752163108549891,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.413175387431634,0,0,0,0.0791684969579351,0,0,0,0,0,0,0,0.0699373182842973,0.207467131931824,0,0,0,0,0,0,0,0,-0.00685735482436477,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.163953264136991,0.104439652394791,0,0,0,0,0,0,0,0,0.140760479908487,0,0,0,0,0,0,0,0.0989886519571859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02931052806048,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0145070803139593,0,0,0,0.0971687591999147,0,0.0675292330971748,0,0,0,0.0453461643538138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612287846642908,0.0618528400510779,0,0.222382128368486,0.14945269967258,0,0.0016864985815028,0,0.0358888612922407,0,0,0,0,-0.000615006807395261,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240512745590126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115567377953304,0,0,0.0809769307502494,0,0,0,0.207893000836648,0.108793421046735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0669286893013392,0,0,0,0,0,0,0,0,0,0,0,0,0.053921833223943,0,0,0,0,0,0,0,0.0329524836616375,0,0,0,0,0,0.0133223399129169,0,0,0,0,0,0,0.0446458879935787,0.102473163354648,0,0,0,0.0282693103686348,0.0231874743298171,0.256055313113682,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.118829303703644,0,0,0,0,0,0.107209090505354,0,0,0.113339801406299,0,0,0.0154869689470547,0.0300825645259252,0,0.0937034832249805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111245705850285,0,0,0.141973938126218,0,0,0,0.0367277212932332,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.154091041586292,0,0,0,0,0,0,0,0,0,0,0,0.014360560906537,0,0,0.0703299341048928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202094967949723,0,0,0.0402041907106297,0,0.0703723599501993,0,0.229510853611711,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.000436212296921102,0,0,0,0,0,0,0,0,0,0,0,0.0125090275866291,0,0,0,0,0,0,0,0,-0.00592991125695092,0,0,0,0,0.25625047560323,0,0.19477628857951,0,0,0.214887908251841,0,0,0,0.160900473134556,0,0,0,0.12784485407967,0.0865184535391374,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0959141150957724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827538722964133,0,0,0,0,0,0,0,0,0,0.0308112201749398,0,0.0822077722071312,0.00993599301692306,0.0320602871150677,0.0436295394385593,0.228232865907212,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.311329375323257,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.272506359200571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260491262435204,0,0,0,0,0,-4.33680868994202e-19,0.0623389577386574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162643385718349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086177775158618,0,0,0,0,0.0254829081162379,0,0.0322260606498726,0.0808521324849692,0,0,0.0129744286138804,0.028756028947801,0,0.125325426980788,0,0,0,0,0,-0.00181315837286415,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.336419415096286,0,0,0,0,0,0,0,0,0,0.308927834701713,0,0,0,0.0315926810863535,0,0,0.0538088811193668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174470862493787,0,0.0202476997646984,0,0,0,0,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.148662958733109,0,0,0,0,0,0,0.000894455745437121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473723900470396,0,0,0,0,0.214377695603469,0,0.188599279826315,0.103554671053489,0,0,0.0747221606008688,0,0,0.0669084061785332,0.037578760787893,0,0,0,0,-0.00196786786567044,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.191683829333284,0,0,0.229844182713522,0,0,0,0,0,0,0.135522189594999,0,0,0,0,0,0,0,0,0.110346078741814,0,0.0837116523197533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00960798783639298,0,0,0,0.0330811326340031,0,0,0,0,-0.0268774605764656,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160435287134474,0,0,0,0,0.023983951738961,0,0,0,0,0,0,0,0.147439271528625,0,0,0,0,0,0,0,0.035421888593566,0.076634400702108,3.46944695195361e-18,0,0.0039715206605568,0.216643084907804,0,0.105431115344449,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.183072317647899,0,0,0,0,0,0,-0.0573283191837807,0,0,0,0.407357370899203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656193667904292,0,0,0.181981987667598,0,0,-0.45839976322059,0.0168124438329627,0.0190399198353337,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129439783098211,0,0,0,0,0,0,0,0.191110463302541,0,0,0,0,0,0,0,0.0293547886069782,0,0.121215840578699,0,0.269359066153436,0,0,0.017380556055522,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325582795329958,0,0,0,0.0510679240038156,0,0.0837585277157386,0,0.0722438322641921,0,0,0,0,0,0,0.111288651860776,0,0,0,0.0450173721455036,0,0,0,0,0,-0.00808492600270724,-0.0221009805366855,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0110843383473216,0,0,0,0,0,0.0518809788914041,0,0.183097607923425,0,0,0,0,0,0,0,0.314449456540338,0,0,0,0,0,0,0,0,0,0,0,0,0.115172890110565,0,0.131500465764495,0,0,0.101776732191402,0,0,0,0,0.00516145481821237,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520597359218916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891278803523586,0,0,0.100872677262049,0.241578916147834,0.0856124758524988,0.00102739259603489,0.0176974325137746,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206997626034222,0,0.122295702572815,0,0,0,0,0,0.0536795541726004,0,0,0.00729468231100081,0,0,0,0,0,0.538313018187293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575127944577936,0.0308913719866645,0,0,0,0.00356631800735168,0,0,-0.0359566912392521,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0.037298386647485,0,0,0,0.149092247453233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107876921905787,0,0,0,0,0,0,0.143796847711493,0.00611271937069133,0,0,0.0033869582684363,0.0492572646935027,0.0125384917880314,0.0840111134427547,0,0,0.0264945331791986,0,0,-0.0282110889955138,0,0,0,0,0,0
