,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600362.SH,X600795.SH,X000708.SZ,X600489.SH,X600010.SH,X600111.SH,X002460.SZ,X601699.SH,X600027.SH,X600160.SH,X000983.SZ,X000301.SZ,X002466.SZ,X600426.SH,X000786.SZ,X600803.SH,X601991.SH,X000877.SZ,X000933.SZ,X000630.SZ,X600985.SH,X000807.SZ,X600176.SH,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X002271.SZ,X600612.SH,X600096.SH,X600348.SH,X000883.SZ,X000932.SZ,X600995.SH,X000027.SZ,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.622221660028318,0,0,0,0,0,0.118677891181439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0220485092022239,0,0,0,0.0627457934305776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338237132108634,0.018651676717421,0,0,0,0,0,0
X601088.SH,0.191546006296317,0,0,0,0.0190937486957357,0.21681669460053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107812242459735,0,0,0,0,0,0,0,0,0,0.0789570627729902,0,0,0,0,0,0,-0.0219515513082543,0,0,0,0,0,0,0,0.0046822824993534,0,0,-0.0024642714127141,0,0,0,0,0,0
X600028.SH,0.44172039580533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127272961680837,0.0432012616514165,-0.0441436127118194,0,-0.0689348080239852,0.0156616697353055,0,0.0205602239425789,0,0,0,0,-0.0960501466108481,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0551907254668415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229577400706496,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305835141219578,0,0,0,0.144579971776117,0,0.00247729775493096,0.0182791722179871,0,0,0,0,0.00187285482241932,0.0647417925255986,0,0.161970110342375,0,0,0,0,0,-0.0920835073975335,0,0,0,0,0,0,0,0,-0.006428630664505,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.255529878804721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347806753477332,0,0,0,0,-0.0198387118250349,0,-0.117563807736062,0,0,0,0.0525501254600498,0,0,0,0,0,0,0,0,-0.000545003341376255,0,0,0,0,0,0,0,0,0,0,-0.0213397556663205,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130774484794509,0,0,0,0,0,0,0.0580459040684934,0.14188314140683,0,0,0,0,0,0,0,0,0,0,0,0.522735170954505,0,0,0,0.00386838623931415,0.0440705576319614,0,0,0,0.0185504249456612,0,0,0,0,0.0430779518123225,0,0,0,-0.0211385824049157,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0715582478957213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269946683008407,0,0.160155044999081,0,0,0,0,0.0354617770128836,0,0,0,0.081642055161862,0,0,0,0,0,0,0,0.196805594230774,0,0,0,0,0.00686694527403606,0.0279484915983683,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639739419604203,0,0,0,0,0,0,0.13467964256889,0,0,0,0,0,-0.0254825647707761,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565619373015601,0,0,0,0,0,0,0,0,0,-0.0314016274029009,0.029029705162511,-0.0436597372775205,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,-0.10881020278278,0,0,0,0,0,0,0.268904836304213,0,0,0,0,0,0.152509985942504,0,0,0,0,0.0869033469049655,0,0.0333958825837806,0,0.0109964882403931,0.158221710619744,0,0,0.167921392613602,0.0238444490460056,0,0.210654032308581,0.0603516950564507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300113044401405,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0818004200679163,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.755275588923274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147448557957285,0,0,0.0166477454070786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153513132928995,0,-0.0474921442214089,0.0826015580681804,0,0,0,0,0,0
