,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X002466.SZ,X600803.SH,X600027.SH,X000301.SZ,X600160.SH,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X000408.SZ,X002128.SZ,X600176.SH,X000630.SZ,X600096.SH,X601168.SH,X000877.SZ,X600985.SH,X000933.SZ,X002353.SZ,X600378.SH,X002271.SZ,X600995.SH,X600352.SH,X000883.SZ,X000027.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.370045867368555,0,0.170899596916685,0,0,0,0,0,0,0.034445614448628,0,0,0,0,0,0,0.356655993121429,0,0,0,0,0.0267171872368854,0,0,0,0,0,0,0.060963053876441,0,0,0,0,0,0,0,0,0,0,0,0.0982005555476323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0307216090566577,0,0,0,0.315970112200585,0,0,0.0841410803048377,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.064816818333828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125803314888558,0,0,0,-0.0276313663927183,0,0,0,0,0,0,-0.0284463125882385,0,0,0,0,0,0,0
X600028.SH,0.428197801138416,0,0,0,0.20324360341871,0.102862520376368,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0529459451088022,-0.0794025533266071,0,0,0,0,0.172727510501956,0,0,0,0,0,0,0,-0.0807565904768363,0,0,0,-0.0288773654901232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172166023105451,0,0,0,0.0275817604567183,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143433325887668,0,0,0.148532771599405,0,0,0,0,0.0592557127939337,0,0.381905521664237,0,0,0,0,0.0418048014676059,0,0,0,0,0,0,0,0.069105682096088,0,0.0249209116153477,0,0,0,0,0,0,-0.108981739651186,0,0,0,0,0,0,0
X601898.SH,0.0185303745992556,0.164599720346588,0.364701097988539,0,0,0,0,0,0,0.0497972503932308,0,0,0,0,0,0,0,0,0.0268582141665548,0,0,0,0.00941217575147366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132165712730884,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.175087000089052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150912372692958,0,0,0,0,0,0,0,0,0,0,0.442092341650971,0,0,0,0,0,0,0,0,0,0,0.241824122176989,0,0,0,0,0.0294460179341957,0,0,0,0,0.084596246834771,0,0,0,0,0
X600660.SH,0,0,0,0.177549163601961,0,0,0,-0.209164649028428,0,0,0,0,0,0,0,0,0,0.525478841694836,0.0299875493749073,0,-0.471408106114238,0,0.029743963328623,0,0,0.066365312951956,0,0.294824459154171,0,0,0,0,0,0,0,0,0,0,-0.273457606122111,-0.0297592170627538,0,0,0,0.0134324376804473,-1.73472347597681e-18,0,0,0,0,0,0,-0.04124398480659,0,-0.127049226296971,-8.67361737988404e-19,0,0.0145915307384176,0,0
X600019.SH,0,0,0.317851113655549,0,0,0,0,0,0,0,0,0,0,0.0195245120876536,0,0,0.0441414811404735,0,0.086942824295355,0,0.24776902172646,0,0,0,0.116813239267161,0,0,0,0,0,0.056599844562486,0,0,0,0,0,0,0,0,0.0353778060761513,0,0,0,0,0,0,0,0,0,0,0,-0.0228355108604348,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128447908405162,0,0,0,0.0392491154549324,0,0.103355980324854,0.100706006391487,0,0.416933819698327,0,0,0,0,-0.00808335505931962,0,0,0.350665099363698,0,0,0.190544889246536,0,0,-0.0118906107940729,0,0,0,0,0,0,0,-0.0346711702067542,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0394235456412913,0,0,0.155437626528441,0,0,0,0,0,0.187556480359479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171759497725632,0,0,0,0,0,0.0450705940066225,0,0,0,0,0,0.250184099439119,0,0,0,0,0,0,0,0,-0.0120777028341571,0,0,0.0234501092815539,0,0,0,0,-0.0820580528937479,0,0
X600547.SH,0,0,0.044445307787725,0,0,0.0322003518404108,0,0,0,0,0,0,0,0,0,0,0,0,0.766179655580228,0,0,0,0,0,0,0,0,0,-0.0871613547082615,0,0,0,0,0,0,0,0,0,0,0.0572663103439289,0,0,0,0,0,0,0,0.0154386064503778,0.0284539550071299,0,0,0,0,0,0,0,0.0200948575182725,0,0
X600886.SH,0.0540493660319811,0,0,0,0,0,0,0,0.00188980394656149,0,0,0,0,0,0.255795828146086,0,0,0,0,-0.146527919263731,0,0,0.099810020243,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494958237914586,0,0,0,0,0,0.100003777009491,0,0,-0.137759850802361,0,0,0,0,0,0,-0.00668045369141873,0.0558105328005387,0.174615614050022,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806769982246218,0,0,0,0,0,0,0,0.157933316458564,0.187838716931996,0,0,0.208444316135567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00930479004039031,0,0,0.169984213943142,0,0,-0.0153840515934819,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0.0225857890638975,0,0,0,0.023140723916433,0,0,0,0,0,0,0,0,0,0,0,0.268938319960494,0.174773718777904,0.100349051344978,0,0,0,0.0578221421427623,0,0.0331721928479057,0,0,0,0,0,0.181502761612693,0,0,0,0,0,0,0,0,0,0,0.00715971973000914,0,0,0,0,0,0,0,0.000193279392513738,0,0,0,0,0,0
X600795.SH,0,0,0.188203405848016,0,0,0,0,0.00828778069274573,0.0691325265838298,0,0,0.27104466140567,0.157381518456833,0,0,0,0,0,0,-0.0254698814317648,0,0,0.0453571867101155,0,0,-0.0920928119263731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589615428576781,0,0,0,0,0,-0.0345847543574481,0,0,0,0,0,0,0
X600362.SH,0.100379824778806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821143501418493,0.0754677816021848,0,0,0,0,0,0,0,0,0,0,0,0,0.00245864205015256,0,0,0,0.18950605714769,0,0.265717344715376,0.0751577596796967,0,0.0473321919644429,0.0507850330223415,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
