,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600010.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X601992.SH,X600309.SH,X600688.SH,X600583.SH,X600352.SH,X601158.SH,X600547.SH,X000898.SZ,X600489.SH,X000792.SZ,X000709.SZ,X000831.SZ,X002353.SZ,X000883.SZ,X000539.SZ,X600008.SH,X000027.SZ,X000629.SZ,X000630.SZ,X600549.SH,X000825.SZ,X600660.SH,X600808.SH,X600315.SH,X601699.SH,X600578.SH,X000983.SZ,X002470.SZ,X600307.SH,X600863.SH,X600098.SH,X000937.SZ,X000959.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.627945582451446,0,0,0,0,0,0,0.036749422965283,0,0,0,0.106872596388233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470941784002898,0,0,-0.00753305876591581,0,0,0,0,0,0,0
X600028.SH,0.506134573106823,0,0,0,0,0,0,0,0,0,0,0,0.0857150748289872,0,0,0,0,0,0.271178051014267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300576394840861,-0.00153291126430488,0,0,0,0,0,0
X601088.SH,0,0.0593332483521186,0,0,0,0.0580581174919354,0.092422392960032,0,0,0,0,0,0.133376909382206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012859981389991,0,0,0.0211038339303591,0.366750232014085,0,0,0,0,0.0152626292327633,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.0283626681425487,0,0,0,0.109541134780706,0,0.0580734374776733,0.0703708709803279,0.107998714837089,0,0.23360129971912,0.0888202365339421,0,0,0.0785605080171256,0,0,0.00205757943216209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722689113359761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.0323663845966358,0,0,0,0,0,0.0657390219507233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420982942968727,0,0,0,0,0,0,0,0,0,0.0456532389032272,0,0,0.291221283580138,0,0,0,0,0,0.142403185191294,0,0,0,0,0,0.0027595886691042,0,0,0,0,0,0
X600019.SH,0.011850639963536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147867124322038,0,0,0.348886589436558,0,0,0,0,0,0.00155662008744376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242886615970431,0,0,0,0,-0.0102414470640667,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.131843026784159,0.0846095715787185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906327017314519,0,0,0,0,0,0,0.157206249328281,0,0.420107306128894,0,0,0,0,0,0,0,0,-0.00613630417578525,-0.00893349354996812,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056043719095857,0,0,0,0,0,0,0,0,0,0.459134286772629,0,0.0907708525376732,0,0,0,0,0,0,0,0,0,0,0.141772468017454,0,0,0.0873845791149885,0,0,0,0,0.00818421530346852,0,0,0,0,0,0,0,-0.00936289964429119,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.203704736002802,0,0,0.357155610188603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498710410469475,0,0,0,0.0329670918188366,0,0,0,0,0,0.0698759546652981,0,0,0.0472906115125208,0,0.131616649358362,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000430292236099238,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.161870951730115,0,0,0.0861118397341392,0,0,0,0,0,0,0,0.0431722593313862,0,0,0,0,0,0,0,0,0,0,0,0,0.00669812531754159,0,0,0,0.06788523946589,0,0,0,0,0.0695923201248956,0,0,0,0,0,0,0,0,0,0,-0.0201899754410759,0,0,0,0,0,0
