,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X600426.SH,X600362.SH,X000877.SZ,X600795.SH,X600176.SH,X000983.SZ,X000807.SZ,X601699.SH,X600803.SH,X600489.SH,X600027.SH,X000786.SZ,X601991.SH,X600160.SH,X000932.SZ,X000630.SZ,X000933.SZ,X000408.SZ,X600219.SH,X002080.SZ,X300037.SZ,X000629.SZ,X002409.SZ,X600688.SH,X000539.SZ,X600612.SH,X600157.SH,X600096.SH,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.772532081043363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349386369494526,0,0,0,0,0,0,0,0,0,0.136920795193128,0,0,0,0.0935093403842425,0,0,0,0,0,0,0,0,-0.0405314508436089,0,-0.0134927386404653,0,0,0,0.0785177960289744,0,0,-0.0157208074399483,0,0,0,0,0,0
X600028.SH,0.524106991476564,0,0,0,0,0,0.160902460392,0,0,0,0.168764193272936,0,0,0,0,0,0,0,0,-0.029911998481667,0,0,0,0,0,0,0,0,0.0987283546154794,0.0435626260492696,0,-0.0544601040537685,-0.0652071987801106,0,0,0,0,0.021316374027246,0.00368192902753858,0,0,0,0.000820121098702719,0,0,0,0,0,-0.246620680936427,0,0,0,0.0317477408684107,0,0,0,0,0,0
X601088.SH,0.0186025308917283,0.10257056828357,0,0,0.144496909143127,0,0,0,0.0165963248991592,0,0.132145542357375,0,0,0,0,0,0,0,0,0.0483446726354897,0,0,0,0,0,0.0100866297825817,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748215378289183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0311926718983947,0,0,0,0,0.074282572503754,0,0,0,0,0.0768772374390642,0,0.147122902890387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00873265090787558,0,0.00983806053498034,0,0,0,0,0,0.0577575556284099,0,0.0130920185949631,0,0,0,0,0,-0.00755657256222523,0,0,0,0,0,0,0
X600188.SH,0,0,0.4812263364727,0,0,0,0,0,0.0658145372673732,0,0,0,0,0,0,0,0,0,0,0,0,0.0534553191924851,0,0,0,0,0.350983653846075,0,0.0216682902268711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142837147653297,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.159774660692188,0,0,0,0,0.0613923497660544,0,0.036616756980732,0,0,0,0,0,0,0,0,0,0,0,0.10531561761859,0,0,0.10565105392088,0,0,0,0,0.128482989433377,0,0,0,0,0,0,0.135767892868653,0,0,0,0,0,0,0,-0.126134229996991,0,0,0,0,0,0,0,-0.0124125386989154,0.0398020011197171,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.233445191169774,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0405175842168587,0,0,0,0,0,0,0,0,0,0,-0.023113553706523,0.0323908346832961,0,0,0,0,0.245793317130258,0,0,0.0805392075018871,0,0,0,0,0,-0.0358184449067992,0,0,0,0,-0.00250014150627523,0,0,0,0,0,0,0
X600011.SH,0,0,-0.401266973898151,0,0,0,0,0,0,0,0,0,0,0,0,0.427207926621405,0,0,0,0,0,0,0,0,0,0,-0.13341907402817,-0.0572463587548365,0,0,0,0.413026582362374,-0.0581016241641107,0,0,0,0,0,0,0,-0.145960153275594,0,0,0,0,0.102882781375889,0,0,0,0.0532741101586201,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601600.SH,0.00565255063889756,0,0,0,0.0276327623576226,0,0,0,0,0,0,0,0,0,0,0,0.179286066754005,0,0,0,0.0338410449732524,0.0310177625042225,0,0.038758366048986,0,0,0,0.38380658434252,0,0,0,0,0.0630036295050703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377355714725841,0,5.42101086242752e-20,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.108111409068365,0,0,0,0,0,0,0,0,0,0,0,-0.0402732937492648,0,0,0,0,0,0,0,0,0,0,0,0.510924716887402,0,0,0,0,0,0,0,0,0,-0.0608284472294471,0,0,0,0,0,0.0403891816069555,-0.0170491826872362,0,0,0,0,0.00572762253674446,0,0,0,0,0,0
X601898.SH,0.212130472365614,0,0,0,0,0,0,0,0.0121728876071832,0,0,0,0,0,0,0,0,0,0,0,0.0575664182147821,0,0,0.0357478258760251,0,0,0.156478046529049,0,0.0964590207616393,0.109172410883581,0,0,0,0,0,0,0.0258879209104176,0.0321209616832592,0,0,0,0,0,0,0,0,0,0,0,0.0582290430127725,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0682587657227827,0,0,0.00521441449759385,-0.0597051760984993,0,0,0,0,0,0,0,0,0,0,0.0222425699728876,0,0,0,0,0,0,0,0,0.00364174386257621,0,0,-0.0109485501869444,0.0377746940102766,0,0,-0.0566990097924738,0.0922023761100798,0,0,0,0,0,0.0469199468679185,0,0,0,0,0.130986180747078,0,0,-0.0312191024227614,0,-0.066844521808117,0.0549103483176091,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344386341572432,0.0714682439099845,0,0.00785432139291638,0.0923182366458322,0.0880613031774442,0.0485403180670585,0,0,0,0,0,0,0,0,0.0321366044429244,0,0,0.0302136017541744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00289533214531137,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.107090619168718,0,0,0,0,0,0.851420943243705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110778452425817,0,0,0.018317967394418,0,0,0,0,0,0,0.0307313075822588,0,0,0,0,0,0,0,-0.0158252005603049,0,-0.0201805657940776,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765214580478081,0,0,0,0,0,0,0.0846246926343161,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684191043863713,0,0,0,0,0,0,0,0,0,0,0,0.0636617035688784,0,0,0,0,0.0152233891926261,0.00662090936784514,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.187903212221619,-0.00681155805968478,0,0,0,0,-0.0847990946381513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312474012792606,0,0.0101608831896882,0,0.135834300606537,0,0,0,-1.73472347597681e-18,0,0,0,-0.0222684071428146,-0.0800211207928018,-0.0204422502860279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.165212912930991,0,0,0,0,0.166637762293589,0,0,0,0.156537478092013,0,0,-0.0461298537580161,0.00814658548405251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422166232897358,0,0,0.0312604546663559,0.0204938405245859,0,0,0,0,0.0494460021776435,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0204936009530354,0,0,0,0,0,0,0,0,0.0592280482798984,0,0.2726795452405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910697485752763,-0.0149638070872377,0,0,0,0,0,0.036355646206579,0,-0.0182721045158283,0,0,0,0,0,0,0
X000301.SZ,0.0245389029341014,0,0,0,0,0,0,0,0,0.142286004911163,0,0,0,0.0584010828490927,0.192383801492376,0,0,0,0,0.108972543735543,0,0,0,0,0,0,0,0,0,0.000302148288378484,0,0,0,0,0,0.0887852512338666,0,0,0,0,0,0,0,0.0192430750315697,0,0,0,0,0,0.0938104261669202,0,-0.0310577605989939,0.0188373750090467,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.00220145794903639,0.127501477506543,0,0,0.0334005055388276,0,0,0,0.128791541524038,0,0,0,0,0,0,0,0.127408348441255,0.0520304994971893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524623826916956,0,0,0,0,0,0,0,0,0,0.112000670343563,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0.379779666682607,0,0,0,0,0,0,0.074273806822418,0,0,-0.121510963440003,0,0,0.184193325972972,0,0,0,0,0,0,0.0944915358861221,0,0,0,0,0,0.430908953519371,0,0,0,0,0,0,0,0,0,-0.0890035673518884,-0.084627458169401,0,0,0,0.0956863116584636,0,0,0,0.0432308207558701,0.0660547046248079,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.333437079592857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175714515913209,0,0,-0.155759680023596,0,0,0,0,0,0,0,0.0213535269992872,0,0,0,0,0,0,0,0,0.0335735170180068,0.021401575137284,0.154798391292282,0,0,0.0836571544673935,0,0,0,0,0,-6.93889390390723e-18,0.0457910030981755,0,0,0,0,0,0
X600362.SH,0,0.00410672476958741,0.073105009181029,0,-1.73472347597681e-18,0,0,0,0.124349399475927,0.0623454536902298,0,0,0,0,0,0,0.080263113714388,0,0,0.186121038641789,0,0,0,0,0,0,0,0.0468213676302009,0,0.0406209298101447,0.00912235249183405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325443117253103,0,-0.0127867304121145,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0679291119589324,0,0,0.0734370502340916,-0.0211023373719816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111081738785124,0.213388815551117,0,0,0.0293726059758603,0,0,0,0.106101601851752,0,0.129978181018538,0,0,0,0,0,0,0,0,0,0,-0.040147716311233,0,0,0.0669735082024183,0,0,0.0461976895888381,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0144478761995363,0.0726607190870089,0,0,0,0,0.152163714379299,0,0,0.0115634293439616,0,0,0,0,0,0,0,0,0,0,0,-0.0302199801600159,0,0,0.0965701568921871,-0.0191485529028732,0.299451182457313,-0.0568267596310908,0,0,0,0,0,0,0.0960113400686061,0,0,0,0.0486917344933694,0,0,0,0,0,0,0.0377853257146986,0,0,0,0,0,0
X600176.SH,0,0,0.0617650786202216,0,0,0.0424790277143186,0.0247855403310714,0,-0.0109890185450809,0,0,0,0,0,0,0,0,0,0,0.113196864060196,0.014901837091452,0,0,0.0661037666931184,0,0,0,0,0,0,0,-0.0158834468390997,0,0,0,0,0,0,0,0,0.227588898551444,0,0,0.0506494797064397,0,0,0,0,0,0,0,0.0720385513666829,-0.112009263222622,0,-0.111505126303244,0,0,0,0
X000983.SZ,0,0,0,0,0.247795402816913,0,0,0,0,0,0,0,0,0.0321417646897861,0,0,0,0,0,0.0625693553428576,0.0489446180544255,0,0,0.182224258224106,0,0,0,0,0.0716029650059066,0,0,0,0,0,-0.0189406528237232,0,0,0,0,0,0,0,0.0436686248775532,0.132760331180589,0,0,0,0,0,0,0,0,0,0.0205376096825022,0,0,0,0,0
X000807.SZ,0,-0.0793345697689604,0,0,-0.00744471994806018,0,0,-0.212650404302416,0.449036712305173,0,0,0,0,0,0,-0.101637949722802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430758572448637,0,0,0,0,0,0.244693547650181,0,0,0,0,0,0,0,0,0,0,0,0.171010597385768,0,0,0.0112278510109599,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.118182361372696,0,-0.18324813895232,0,0,0,0,0,0,0,0,0,0,0,0,0.0480095413892202,0,0,0,0,0,0,0.468068048006046,0,0,0,0,-0.172266036522502,-0.015653506405213,0,0,0,0,0.205896673818991,0,0,-0.130644998189125,0,0,0,0,-0.0172280516074532,0.0755306187557764,0,0.134551976821157,0,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0.216614342393819,0,0,0,0,0.0306088064397078,0.179941790117225,0,0,0,0,0,0,0,0,0.0603949276158673,0,0.0227491579852321,0,0,0,0,0,0.320003932478877,0.249829048621804,0,0,0,0,0,8.12422591044177e-05,0,0,0,0,0,0,0,0.103963435547331,0,0,-0.0408122153083884,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.0292833715693334,0.606997647067272,0,0,0,0.0338140184834917,0.0724036504807465,0,0.0572624192904885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126631235733044,0,0.0924829030814936,0,0,0,0,0,0,0,0,0.0424704850855896,0,0,0,0,0,0,0.0695179752242207,0,0,0,0,0,0,0,0
X600027.SH,0.00310611179405905,0,0,0.0832042727035629,0,0,0,0.53420036297155,0,0,0,0,0,0,0,0,0.0134447877596712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076628326494508,0,0,0.473261788411341,0,0,0,0.0561897994332471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126718290690666,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,-0.106460768740047,0,0,0,0,0,0,0,0,0,0,0.441642470587082,0,0,0,0,0,0.0141259423439071,0.102080144072192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122725622205843,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191937454228634,0,0,0,0,0,0,0,0,0.0257062826457782,0,0,0,0,0.0150645282260453,0,0.225478526371849,0,0,0,0,0,0,0,0,0,0,-0.191399877221339,0,0,0.123822967637244,0,0.0418696501900126,0,0.0650726020145497,0,0,-0.0316347042700333,0,0,0,0,0,0
X600160.SH,0,0,0,0,-0.0640255136034768,-0.120995755237905,0,0,0,0,0,0,0,0,0,0.0822944209216395,0,0,0,0,0.160211042536975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464320992408342,0.0704506107779093,0,0,0,0,0.288744063395382,0,0,0.000312578455934113,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0.258939079706159,0,0,0,0,0,0,0,0,0,0,-0.0816722904425057,0,0,0.104773038662455,0,0,0,0.0979836774853409,0,0,0.0571162509291513,0,0,0,0,0,0,0,0.0161680108121258,0,0,0,0,0,0.0148218500221815,0,0,0.00540663980852555,0,0.000775230797064054,0,0,0,-0.00365723656567694,0,-0.0344933761925401,-0.0125330531555205,0.0764357287087411,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0.145391860318369,0,0.0655237245092796,0,0,0,0.109061955021845,0,0,0,0,0,0,0.111155274360471,0,0,0,0,0,0.0995485408656998,0,0.0368172487459151,0,0,0,0,0,0,0,0.00607358881435224,0,0.0386248023562852,0,0,0.0265069714722358,0.0387727646337278,0,0,0,0,0,0,0,-0.0121359208620754,0,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.395702576230046,0.0639251809473284,0,0,0,0.0746504341878822,0,-0.0391432734261339,0,0,0,0.00561034698916212,0,0,0,0,0,0,0,0,0,0.110238980095882,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30376580602657,0,0,0,0,0,0,0.0280084525354503,0,0,0,0,0,0,0,0.100773733261275,0,0,-0.015025729738134,0,0,0.0170072512334667,0,0,0,0,0,0,0,0,0,0,-0.00794365467282668,0,0,0.235357928780648,0.0484242474623533,0,0,3.46944695195361e-18,0,0,0,0,0,0
