,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600547.SH,X601600.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600886.SH,X601992.SH,X600660.SH,X600309.SH,X600489.SH,X601158.SH,X600299.SH,X000898.SZ,X002466.SZ,X000723.SZ,X000792.SZ,X000709.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000408.SZ,X600623.SH,X600352.SH,X000883.SZ,X600219.SH,X000630.SZ,X000983.SZ,X600549.SH,X000539.SZ,X600098.SH,X000027.SZ,X002092.SZ,X000060.SZ,X601699.SH,X000937.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00510370550510272,0,0,0,0,0,0,0,0,0,0.0412286907670394,0,0,0,0,0,0,0,0,0,0,0,0,0.042391721103073,0,0.0701513879086732,0,0,0,0,0,0.041425497076982,0,0,0,0.00654387356636483,0,0,0.00796501778555074,0,0,0.022693840439366,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735978258521073,0,0,0,0,0,0,0.0834029066817771,0,0,-0.0115569626520344,0,0.110528860820524,0,0,0,0,0,0.0119920161664833,0.275741357841993,0,0.0318392836059867,0,0,0,0,0,0,0,0,0,0.027055507840331,0,0,0,0,0,0.0219325831783595,0,0,0,0,0,0,0
X601088.SH,0,0.0370626890624281,0,0,0,0,0,0.221317947964643,0,0.0161861101259655,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520730413484711,0,0,0.177642544364479,0,0,0,0,0,0.0212859335007525,0,0.0692702444180583,0,0,0,0,0,0,0.0205431116413807,0,0,-0.00281055884471978,-0.0571689711449498,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0476813369590368,0.092740197116431,0,0,0,0,0.0226174058211633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012852593892312,0,0,0.0137460900586955,0.0414178694627713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0352883026247478,0.03440207268808,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.11813016928529,0,0,-0.0945810111078399,0,0,0.0042486296352203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010969501694854,0,0,0,0,0,0,0.0504966657966397,0,0,0,0,0,0,0.0371319392624916,0.162727200083215,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00736432759675229,0,0,0,-0.03621262967393,0,0,0,0,0.059129037365465,0.070024524096934,0,0,0,0,0,0,0.0742647388094356,0.0326120158017716,0,0.0221405495570236,0,0.0954890424292986,0,0.00793108965920653,0,0,0,0.0713783124973562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432058123810672,0,-0.00409491165222317,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0109236945224195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531860717395086,0,0,0.15462266739947,0,0,0.0626005760584728,0.019462297662137,0,0,0,0,0.0555440588708812,0,0,0,0,0.0559120332973757,0,0,0,0,0,0.0386362369703399,0,0,0,0,0,0.0100701044371974,0,0,0,0,0,0
X601898.SH,0,0,0.216535142653177,0,0,0,0,0,0,0,0,0.0319601060706693,0,0.062903794011063,0,0,0,0,0,0,0,0.0583224800533797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267092522907205,0,0,0,0,0.112887927312156,0,0,0,0,0.0208480076548142,0,0.163105118558896,0.0415553805836641,0,0,-0.00720694304355974,-0.0572076384121515,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0571618133642927,0,0,0,0,0,0,0,0,0,0.059289067724204,0,0.970197672937536,0,0,0,0,0,-0.00324312870335713,0,0,0,0,0,0,0,0,0,0,-0.0011787748065366,0,0,0,0,0,0,0,0,0,0,0,-0.0286727158379251,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00424782164818767,0,0,0,0,0,0.0690626709199357,0.267429965079406,0,0,0,0,0,0.0928806091661151,0.408135639211015,0,0,0,0,0,0.0432673393022615,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,-0.015782019878933,0.0516293470673438,0,0,0,0,0,0,0,0,0,0,0,0.0735268258399488,0,0,0,0,0,0,0,0.148785714303919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368151023527658,0.0408401834290645,0,0,0,0,0,-0.00169292268705891,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0517730956145702,0,0,0,0,0,0.0351292783873021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341791816853636,0.0812176071866162,0,0,0,0,0,0,0,0,0.124435132942815,0.439616987350768,0,0.0248101544621706,0,0,0,0.0414825950176691,0,0,0.260844914909663,0,0,0,-4.33680868994202e-19,0.0145463527509435,0,0,-0.0445519461114221,0,0
X600795.SH,0,0.0791818423686517,0,0,0,0.117966663973889,0,0,0,0,0,0,0,0,0.00732999027039389,0,0,0,0,0,0,0,0,0.0333299314983179,0,0,0,0,0,0,0,0,0.0106257449774548,0,0,0.0470101745296548,0,0,0,0,0,0,0,0.100934014685379,0,0.0742127172171017,0,-0.0225088760546225,0,0,0,-0.0162455294733304,0,0,0,0,-0.0148844359355389,0,0
