,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600362.SH,X000786.SZ,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X601600.SH,X600886.SH,X601898.SH,X600010.SH,X000301.SZ,X600111.SH,X600188.SH,X600352.SH,X600801.SH,X601991.SH,X600219.SH,X600489.SH,X002080.SZ,X600795.SH,X600486.SH,X300037.SZ,X600688.SH,X600803.SH,X601168.SH,X002353.SZ,X600399.SH,X600027.SH,X601992.SH,X600299.SH,X600157.SH,X002497.SZ,X000027.SZ,X002409.SZ,X300073.SZ,X000932.SZ,X000898.SZ,X600529.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.00547234039228565,0,0,0.00691835370358721,0.0249054790932999,0,0,0,0,0.117214483411884,0,0,0,0,0,0,0,0,0,0.0118796955498325,0,0.0681140174293496,0,0,0,0,0,0.00401385942012493,0,0,0.000654828108842378,0,0,0,0,0,0,0,0,-0.0128326054989465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371324942762664,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.0511644076208493,0,0,0,0.0441479193311761,-0.0174207529564014,0,0,0.0281596510628988,0,0.0327304137192423,0,0,0,0,0,0,0,0.00726527086952471,0,0,0,0,0,0.000874818885034557,0,0,0,0,0,0,-0.0163574238057291,0,0,0,0,0.0680163281792101,0,0,0,0.0110731652965424,0,0,0,0,-0.00373511704640605,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0791179984034324,0,0,0,0,0,0,0,0.280978193708089,0,0,0,0.250736116623353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00592427159264776,0,0
X600309.SH,0,0,0,0,0,0.0780490632884004,0,0,0.146942037943169,0,0,0,0,0,-0.12143976780788,0.0254047143530739,-0.00768621017865127,0,0,0,0,0,0,0,0,0,0,0,0,0.0640385969683572,0,0.204329624831721,0,0,-0.00810043262363147,0,0,0,0,0,0,0,0,0,0.0123755052875101,0,0,0,0,0,0,0.036613901768985,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0481265067881073,0.0942082205841339,0,0,0.0428340542445063,0,0,0,-0.0271050763557343,0,0,-0.033388323010679,0,0,0.168183347620106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347830203241739,0,0,0,0,0,0,0,0,0,0,0.0585449427956264,0,0.120958389463026,0,0.0021811679651753,0.0220295032902923,0,0,0,0.00187790931169402,0,0
X002460.SZ,0,0,0,0,0,0,0,0.073702480296998,0,0,0,0,0,0,0,0,0.279109444992653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100028064112782,0,0,0,0,0,0,0,0,0,0.46700661359602,0,-0.0679050100170951,0,0,0,0,0,0,0,-0.0403480460843776,0,0,0,-0.011506760082044,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0137353690063475,0,0,0,0.240612405926507,0,0,0,-0.125307973538332,0,0,0,0,0,0,0.104542243509152,0,0,0,0,0,0,0.0449140288327916,0,0,0,0,0,0,0,0.00286947761091861,0,0,0,0,-0.0921932470686847,0.014123292749564,0,0.0657417079458083,0,0.123975696994328,0,0,0,0.0414382714235121,0,0,0,0,5.42101086242752e-20,0,0
X600660.SH,0,0,0,0,0,0.134404027874594,-0.0927645999285524,0,0,0,0,0,0,0,0,-0.0579797210831306,-0.0447290943181137,0,0,0,0,0.0426515320477643,0,0,0.0578461689116893,0.124196075012262,0,0,0,0,0,0,0.138416617043063,0,0,0,0,0.0200672775375429,0,0,0,0,0,0.010604209765317,-0.0657904784559201,0,0,0,0,0,0,0,0,0,0,0,0.0174404497699151,0,0
X000708.SZ,0,0,0.0368251307703636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059610237114098,0,0.153244828622095,0,0,0,0,0,0,0,0.0473267160421802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128843410216678,0.0202952518715116,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0366471907467745,0,0.0153493857071695,0,0,0,0,-0.0406357594801712,0,0,-0.0348841540714943,0,0,0,0,0,0,0,0,0,0,0,0.643293638143536,0,0,0,0.039800644299219,0,0,0.00737305274397107,0,0.025063218436568,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.00482295099652471,0,0,0,0,0.00618966296398685,0,0
X002271.SZ,0,0,0.0458181895551131,0,0,0.0133395277864941,0,0,0,0,0,0,0,0.237911472267842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112647844558729,0,0,0.0311362958876704,0,0,0,0,0,0,0,0,0,0,0,0,0.0803850423096841,0,0,0,0,0,-0.0829200307895265,0.172775030695889,0,0,0,0.00745452776617884,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096830040387543,0,0,0.108545701966255,0,0.148839027163701,0,0,0.423615583090104,0.0241039361063365,0.190256883395816,0,0,0.0164474124825028,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145405524746366,0,0,0,0,0,0,-0.0212437863436079,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13914939703217,0.0857981121336217,-0.0993965963570956,0,0,0,0,0,0,0,0,0,0,0,0,0.0528225149539785,0,0,0,0,0.204621404736692,0,0.0816576573532762,0,0,0,0,0,0,0,0,-0.0328131300329918,0.17385354527923,0,0.125943329664108,0,0,0.0280816648192219,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.236278484287281,0,0,0,7.03957953029737e-06,0,-0.150402712101812,0,-0.0119591539564213,0,0,0,0,0,0,0,0,0,0,0,0,0.117980471869381,0,0,0,0,0,0,0,0,0,0,0,0,0.0901181387598943,0,0,0.351902781497415,0,0,0.0397361639067303,0,0,0,0,0,0,0,0.00235777586163523,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.151085396152271,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122510657400868,0,0,0.0803228264417523,0,0,0,0.0883636936051216,0,0,0.00131056903413663,0,0,0,0,0.00982462248836465,0,0
X600426.SH,0,0,0,0.362429866699691,0,0,0,0,0,0,0,0,0.0407970585062087,0,0,0,-0.0391431825385074,0,0,0,0,0.0152288071297118,0.107387578210607,0,0,0,0,0,0,0.0522877837563714,0,0.168474957621646,0,0,0,0.0514096001692612,0,0.00604709357748153,0,0,0,0,-0.0393923106639584,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00448645229600926,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606586693813256,0,0,0,-0.0306329233535678,-0.273675657545718,0,0,0,0,0,0.481893955075674,0,0,0.0647146696433964,0,0,0,-0.647252582956354,0,0.00832303728308211,-0.0552885484102754,0,0,0,0.0112386032666973,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.177322014497668,0,0,0,0,0,0,0,0,0,0,0.202841273038118,0,0,0,0,0.122930780127897,0,0,0,0,0,0,0,0.041399821072519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00625346976651622,0,0,0,0,-0.0173073412563244,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.119964135599337,0,0.207127014030298,0.0698426677018985,0.0608912006761359,0,0,0,0,0,0.00896783785068928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157962559151475,0,0,0,0,0,0.0493796180112653,-0.0575837288497641,0,0,0,0.00457162339681399,0,0
X601898.SH,0,0,0.0433112800075629,0,0,0,0,0,0,0,0,0.0717471298387756,0,0,0,0,0,0,0,0,0,0,0,0.317476934417956,0,0,0,0.0306709395946034,0,0,0,0.109440358582843,0,0,0,0,0,0,0,0,0,0,-0.00385124256670673,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109657424469866,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0634405148031765,0,0.0183382652595343,0.0491623140057173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294172590208445,0,0,0,0,0,0.0466913789065374,0,0,0.0579825904079476,0.0402823487512222,0,0,0.0379108310683821,0.0338989234200081,0,0.00745188884321595,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,-0.0385161001161846,0,0,0,0,0,0,0.216357982036278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233615370044774,0,0,0,0.410757158539148,0,0,0,0,0,0,0,0,0,0,-0.125029079175711,0.0544796963767331,0,0,0.0554038495966438,0.0163050038443423,0,0,0,-0.027715615051542,0,0
X600111.SH,0,0,0,0,0,0.199549299864527,0,0,0,0,0,0.195125725065217,0,0,0.0806131194381595,0,0,0.257218643623981,0,0,0,0.0478113998391054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154440072968083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403954522857856,0,0,0,0,-0.01200012472014,0,0
X600188.SH,0,0,0.372257164485883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.102110651633134,0.0731491048642396,0,0,0,0,0,0,0,0,0,0,0,0,0.133156020488643,0,0,0,0,0,0,0,0,0,0,0,0,0.0185205365678618,0,0,-0.0187317779723325,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0207220363327614,0,0,0,0,-0.0307376400954979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103877462943635,0,0.0623314510770085,0,0,0.112227127239908,0,0,0,0,0,0,0,0.0852519388948715,0,0,0.0285729251277838,0.037968390724803,0,0,0,-0.00347635486159887,0,0
X600801.SH,0,0,0,0,0.349600892833619,0,-0.23577498227097,0,0,0,0,0,0,0,0,0,0.00100467784226597,0,0,0,0,-0.0113304877598643,-0.0133175700669816,0,0.0114982006154544,0,0,0,0,0,0,0,-0.014540835437033,0,0,0.0509777490817872,0,0,0,0,0.0352701403679157,0,0,0,0,0,0.309133747499477,0,0,0,0,-0.0127974677519168,0,0,0,0,-0.00598820339507078,0,0
