,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X000301.SZ,X600660.SH,X600188.SH,X000877.SZ,X600011.SH,X000708.SZ,X002271.SZ,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X600803.SH,X300073.SZ,X000408.SZ,X600219.SH,X002326.SZ,X600688.SH,X300037.SZ,X600399.SH,X601991.SH,X600096.SH,X600141.SH,X600795.SH,X000786.SZ,X600516.SH,X000959.SZ,X000155.SZ,X000831.SZ,X600486.SH,X000825.SZ,X600352.SH,X600157.SH,X600489.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121507996491557,0,0,0,0,0,0,0,0,0,0,0,0.150213383758457,0,0,0,0,0,0,0.066772566879914,0,0,0,0.173140480999654,0,0,0,0,0,0,0.0244685313230814,0,0,0,0,0,0,0,-0.019231801212025,0,0,0,0,-0.0305102630667751,0,0
X600028.SH,0.05297337325832,0,0,0,0,0,0,0,0,0,0,0,0,0.066937095787977,0,0.00430461690584728,0,0,0,0,0.0368235753446532,0,0,0,0,0,0,0,0,0,0,0,0.100277700056186,0,0,0.107042478624073,0.0100341079706015,0,0,0,0,0,0,0,0,0,0,0.0496927711471432,0,0,0,-0.0209134353781124,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236902797146729,0,0.0821819400860923,0.0833528474721177,0,0,0,0.451403384379976,0,0.0262171078284059,0,0,0,0,0,0,0,0.0613302117834318,0,0,0,0,0,0,0,0,0,0,0,0,0.000605731914147015,0.0470984769076705,0,0,0,0,0,0,-0.0057353877100426,0,0,0,0,0.0141380739382452,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.0638113040257703,-0.0176926570917258,0,0.0197367212824976,0.0880338195221324,0,0,0,0,0,0,0.219041607788059,0.0843226272762732,0,0,0,0,-0.0664789603105591,0,0,0,0,0.0252678725892353,-0.0751717982026669,0,0.0753421393505357,-0.0244783719326124,0,0,0,0,0,0,0,0,0,0,0.0133633725410793,0.0141539089560488,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.528548128776945,0,0,0,0,0.221760014484294,-0.0242955384288303,-0.0327373177334133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191215057708157,0.111893397454003,0,0,0,0,0.00453834075661533,0,0,0.0539375805533738,0,0,0,0,0,0,0,0,0,0,0,0.0671025306339942,0,0.00194297364520853,0,0,0,0,0,0,0
X600585.SH,-0.0111501216367073,0,0,0,0,0,0,0,0,0,0,0,0,0.0752313361903786,0.365221976365919,0,0,0.00424822380999662,0,0,0,0,0,0,0,0,-0.0719896250202113,0,0,0.104372478169026,0,0,0,-0.00440203712872919,0,0,0,-0.0967880723941341,0,0.308888098777013,0,0.00780232068242799,0.0573442368797861,-0.00335647360251066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.107039284897225,0,0,0.292377543719085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214640260312775,0,0,0,0,0.209747108271677,0,0,-0.0263457678780831,0,0,0,0,0,0.172997710061867,0,0,0,0,0,0,0,-0.00999878462282681,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.432411972431331,0,0.0125781628741405,0,0,0,0.0744017334539027,0.0153334345325222,0,0,0,0,0,0,0,0,0,0.019867950005639,0,0,0,0,0,0,0,0.173964805396521,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.107946680592554,0,0,0,0,0,0,0,-0.00665253059250053,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.212484802843662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510383716845431,0,0,0,0,0,0,0,0,0,0.280812751534475,0.0657492718074301,0,-0.184514957311927,0,0,0,0.327567610134542,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.114700566076596,0.100553265230163,0,0,0,0,0,0,0,0,0,0.0244389783963429,0,0,0,0,0.0253569710847844,0,0,0,0,0,0,0,0,0,0,0.0275165947866022,0,0,0,0,0.211183866207113,0,0.0240851244534311,0,0.0802700780522452,0,-0.0108683206916805,0,0,0,0,0,0,0
