,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600660.SH,X600188.SH,X600027.SH,X601992.SH,X600157.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X002466.SZ,X601158.SH,X600299.SH,X000959.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000408.SZ,X600352.SH,X000883.SZ,X600219.SH,X000539.SZ,X000983.SZ,X002460.SZ,X000723.SZ,X000825.SZ,X000027.SZ,X600098.SH,X002092.SZ,X600021.SH,X600623.SH,X600578.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.20805652199307,0,0,0,0.0359461740869285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149967725949107,0,0.0572223153452398,0,0,0,0,-0.0163199270210137,-0.00610234566703219,0,0,0,0,0,0,0
X600028.SH,0.314542950505802,0,0,0,0,0,0,0,0,0.186550891910671,0,0,0,0,0.0744978631854488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222363141036065,-0.0133103731295,0,0,0,0.212465054449114,0,0,-0.117082234108798,-0.0164704086195267,0.00963953629098053,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0503602839901208,0,0,0,0,0,0,0,0,0,0,0,0.0219846415471766,0,0,0,0,0,0,0.155883879138986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142873100532234,0,0,0,0,0.0165986027728264,0,0,0,0,-0.0375539260271407,-0.0141462918902807,0.00714717705117086,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.117109086127859,0,0,0,0,0,0,-0.109710423172129,0,-0.170445937341434,0,0,0,0,0,0,0,0.257184349699736,0,0,0,0,0,0,0,0,-0.112298564626437,0,0,0,0,0,0,0,-0.148128458225129,0,0,0,0.0162724810136383,0,0.0875660250121533,0,0.188731464200948,0.07562950672467,-0.0221019726634966,0.0122267247777201,0.00750473136520954,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0140567617637023,0,0,0,0,-0.0541354123139916,0,0.0257026859884852,0,0,-0.00773902980281001,0,0,0.343600125727462,0,0,0,0,-0.0785952205713588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105529603554984,0,0,0,0,0.0293637955505075,0,0,0,0,-0.00449782918999036,0.00744735684691213,0,0,0,0,0,0
X600585.SH,0,0.016826434991341,0,0,0,0,0,0,0.215228627499557,0,0,0,0,0,0,0,0.136436181207271,0.0213430023361077,0,0.0981900363962178,0,0,0,0.0740461709595345,0,0,0,0,0,0,0,0,0,0,-0.249639310072908,0,0,0,0,0,0,0,0.0959512210011945,0,0.00632948556385202,0,0,0,0,-0.14092456817319,-0.0086731733795749,0.0026472812114891,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,-0.0158692995252397,0.10802017007351,0,0.076239882341665,0,0,0,0,0,0,0,0,0,0.230164979222213,0,0,0,0,0,0.0105929658089245,0,0,0,0,0,0,0,0.0250454113940516,0,0,0,0.00234609869960031,0,0,0.0616579173986351,0.141960471848578,0,0,0,0,-0.00489656527384591,-0.00266800822268696,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0120767844424135,0,0,0,0,0.159097329179002,0,0,0,0,0,0,0,0,0,0.0703951974234021,0,0.0763666648814526,0,0,0,0,0,0,0.19162570757913,0,0,0,0,0,0,0.100015492762288,0,-0.0256907679538562,0,0,0.058425811483836,0,0.0248159920325955,0,0,0,-0.00388880191412205,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.0612495145803644,0,0,0,0,0,0,0,0,0,0.299040928562927,-0.00375433872949606,-0.0247410389932406,0,0,0,0,0,0,0,0,0,-0.147230292790218,0,0,0,0,0,0,0,0,-0.155316442834198,0,0,0.358387630481276,0,0,0,0,-0.00695376795524549,0,0,0.0888552608065477,0.118612369526973,0,0,-0.0897802174632119,-0.00737203244195094,0,0,0,0,0,0,0
X600688.SH,0,0.462933396854983,0,0,0,0,0,0,0.0335992673429183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580221004514762,0,0,0,0,0,0,0,-0.0335299117497161,0.00643644178333853,0,0,0,0,0,0,0,-0.0522108390228452,0.00489588573541501,0,0,0,0,0,0,0
