,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X600176.SH,X000898.SZ,X601992.SH,X600516.SH,X002466.SZ,X000709.SZ,X600352.SH,X600111.SH,X600299.SH,X002460.SZ,X000786.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X002271.SZ,X002110.SZ,X002470.SZ,X600021.SH,X600157.SH,X601699.SH,X000408.SZ,X600612.SH,X000630.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.359621635722442,0,0,0,0,0,0,0,0,0,0,0,0,0.0741157976304334,0,0,0,0,0,0,0,0,0.0785722586380339,0,0,0.0503609729497614,0,0,0,0,0,0,0,0,0,0,0,0,0.064142081491112,-0.0191540420810878,0,0,0,0.0339294734856652,0,0,0.00517382128418725,0,0,0,-0.00663498195364042,0.00064444089688528,0,0,0,0,0,0
X600028.SH,0.63537154451963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792730876235681,0,0,0,0,0,0,-0.0299399731453935,0,0,0,0,0,0,0,0,0,0,0,0,0.1697678458696,0,0.051320302865383,-0.0264648689187855,-0.0550442390435651,0,0,0,0,0,0,0.0289478968237813,0.0476313049041964,0,0,0,0.040464429578073,-0.0633118479681977,0
X601088.SH,0,0,0,0,0,0.107918685774886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148612636254501,0,0.00793299341212193,-0.104389900408702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413486081178964,0,0,-0.0795204471816802,0,0,0,0,0.0257433151739153,0,0,0,0.0954884287998931,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014621523985773,0,0,0,0,-0.0419272678099336,0,0,0,0,0,0,0.043206432646544,-0.0838528763781341,0,0,0.446206294276281,0,0,0,0,0,0,0.132759118969372,0,0,4.33680868994202e-19,0,0,0,0,0.0437912630071747,0,-0.0176987583880121,0.0465421178908471,0,0,0,0.0562617839696565,-0.154519463661868,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816890058808071,0.138331444969069,0.0507459840068975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195964023665116,0,0,0.0179338415039283,0,0,0,0,0.00745909111063534,0,0.00674185376732729,0.025383170957479,0,0,0,0.0361738429904259,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120909554203385,0,0,0,0.0509024173840485,0,0,0,0,0.452166933437742,0,0.0801456598943872,0,0,0.146917962274547,0,0,0.17645395813814,0,0.0673201807104912,0.0127009481564961,0,0,0,0,0,0,0,0.00238069789538905,0.0172029399971038,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473680945418712,0,0,0.542760819662644,0.0601624873831023,0,0,-0.0800929385562833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957637015755699,0,0,0,0,0,0,-0.1194383208573,0,0.00267287436935262,0.0187982262893008,0,0,0,4.33680868994202e-19,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10110860720859,0.00422313708410202,-0.118941690138561,0,0,0.10470078134784,0,0,0,0,0,0,0,0.0342478060683774,0,0,0,0,0,0.201749844783776,0.115975372850037,0,0,0,0,0,0,0,0,0,0.00370917566160117,0.00908358617976896,0,0,0,0.0304184172885983,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531465622777448,0.0211429400578062,0,0,0,0,0,0,0,0,0,0,0,0.0989459370223075,0,0,0,0.147770334610746,0,0.0605353487506765,0,-0.00156291138237539,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511081651912574,0,0,0,0.00405886892768051,0,0.111635521813378,0,0,0,0,0,0,0.224940076636028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192789029048199,0,0,0,0,0,0,0,-0.00643317676550397,0.0414277489993613,0,0,0,0.0528489005831752,0,0
