,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X000792.SZ,X600585.SH,X600019.SH,X002466.SZ,X600111.SH,X600010.SH,X000301.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601600.SH,X601898.SH,X600188.SH,X600362.SH,X600011.SH,X600547.SH,X600426.SH,X600176.SH,X600886.SH,X600219.SH,X000786.SZ,X000408.SZ,X600803.SH,X000723.SZ,X600399.SH,X000932.SZ,X601991.SH,X000825.SZ,X000831.SZ,X000959.SZ,X002080.SZ,X600795.SH,X000807.SZ,X000898.SZ,X002409.SZ,X300037.SZ,X600549.SH,X002407.SZ,X600352.SH,X600489.SH,X600516.SH,X600801.SH,X601699.SH,X000983.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0920379743312926,0,0,0,0,0.0481979301896012,0,0,-0.01671681192886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494499870517134,0,0,0,0.0253435045969006,0,0,0,0,0,0,-0.021394465305125,0,0,0.00111200137675005,0,0,0,0.0003331066044384,0.00764630736628045,0.0725247213778229,0,0,0.00484696740570034,0,0,0,0,0,0,0
X600028.SH,0.145585386917721,0,0,0,-0.0765658270983084,0,0,0,0,0,0,0.0287529620846368,0,0,0,0,0,0,0,0,0,0.0132523614521207,0,0,0,0,0,0,0,0,0,0,0.0344145146181839,0,0.0116023500611038,0,0,0.0392690512083425,0,-0.0194794265494543,0,0,0,0,0,0,0.104442659352577,0,0.0352411521578344,0,0,-0.0091198339345402,0.058554407150654,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0229231178747604,0,0,0,0,0,0,0.103076879217048,0.144378354687149,0.0707560070486988,0,0,0,0,0,0.0509246091462071,0,0.0988644277709831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106232355662403,0,0,0,0,0,0.0180565215787449,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.00958866311143335,0,0,0,0,0.126262942762339,0,0.0788950331771109,0.0851038226973005,0,0,0,0,0,0,0,0,0.144066360890974,0,0,0,0,0,0,0,-0.0751950735322396,0,0,0,0,0,0,0,0,0,0.0581275677782595,0.00169875056246047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.301981415113091,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213676686136881,0,0,0,0,0,0,0,0,0,0,0,0.142816395308707,0,0.0527929452810916,0,0.154870436353157,0.282578183249188,0,0,0,0,0,0,0,0,0,-0.0327507731020353,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471194429486051,0.0164765114376692,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0270590614919785,0.0287888030539085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758867991036727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462367722400156,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.101944817360948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163453827381736,0,-1.73472347597681e-18,0,0.0176122169574857,0,0,0,0.30157919179949,0,-0.0574054935606279,0,0.0409662530446679,0,0,0,0,0,0,0,0,0,-0.036928634893014,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.240454631191484,0,0,0,0,0.184335510534303,0.143572172837831,0,0,0,0,0.0471117382535224,0,-0.0761209616051935,0,0,0,0,0,0,0,0,0.307048799944117,0,0,0.0150246274620575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0450882403833298,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.153099110318506,0,0,0,0.0982854141680909,0,0.255074852029628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819464619786554,0,0,0,0.188141386223581,0,0,0,0,0,0,0,0.202779260056389,0.0727079378707624,0,0,0,0,0,0,0,0,0.0568449720850843,0.0975251892661933,0,0,0,0,0,0
