,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X002460.SZ,X601898.SH,X600111.SH,X000877.SZ,X002271.SZ,X600011.SH,X002466.SZ,X600010.SH,X000708.SZ,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X000786.SZ,X000723.SZ,X600803.SH,X600795.SH,X600096.SH,X000959.SZ,X601991.SH,X600295.SH,X600219.SH,X000408.SZ,X000807.SZ,X000932.SZ,X600801.SH,X000630.SZ,X000825.SZ,X600486.SH,X600489.SH,X600141.SH,X600985.SH,X600157.SH,X600688.SH,X000830.SZ,X002080.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.145308660585075,0,0,0,0,0,0,0,0.16998039864846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222757645386767,0,0,0.0766835466732734,0,0,0.030691601553944,0,0.171475551633236,0,0,0,0,0.0854888832125306,0,0,0,0,0,0,0,-0.0180830959021198,0,0,0,0,0,0
X601088.SH,0.0922271608027323,0,0,0,0,0.0516524355110708,0,0,0,0.211437916404832,0,0,0,0,0,0,0,0,0,-0.0608270327366726,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353552568175126,0,0,0,0,0,0,0.0181692117999834,0,0,0,0.152657199209313,0,0
X600028.SH,0.0506006444596795,0,0,0,0,0.032465107692201,0,0,0,0.0158972609481421,0,0,0,-0.0134567941259575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198588768378431,0,0,0.0387112073495622,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.187407383593448,0,0,0,-0.019463493699562,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140045501644315,0,0,0,0.0674062713455427,0,0,0,0,0,0,0,0,0.0516396893148303,0,0,0.0287899104090447,0,0,0,0,0,0,0,0.0602377515081587,0,0,0,0,0,0,0,0,0.0577399645915829,0,0,0.00572467988327736,0,0,0,0,0,0
X600585.SH,0.031647296465326,0,0,0,0,0,-5.9641582402612e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123824487868966,0,0,0,0,0,0,0,0,0,0,0,0.416482565781268,0,0,0,0,0,0,0,0,0.0130248537010501,0,0,-0.00306105297345354,-4.33680868994202e-19,0,0,0,0,0,0
X600188.SH,0,0.241665229578019,0,0,0,0,0,0,0.0439046843435531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155144635739262,0,0,0,0,0,0,0,0.615683380450658,0,0,0,0,0.0879546507804541,0,0.0588078514074193,0,0,0,0.204109695629186,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391528708651382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160242172527059,0,0,0.0642796572518536,0,0,0,0,0,0,0,0,0,-0.0432460361497472,0,0,0.341372173196402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00812652802312937,0,0,0,0.0179673705350346,0,0,0,0.00230252668786844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107927831404632,0,0,0.0203068092964034,0,0.355696238641155,0,0,0,0,0,0.0945969414289811,0,0,0,0,0,0,-0.0136447573062224,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.240119637673856,0,0,8.67361737988404e-19,0.460911115677833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18372401255415,0,0,0,0,-0.125585582954863,0,0,0,0,0,0,0,0.168413232593916,0,-0.0351149085972088,-0.0312130517015626,0,0,0,0,0,0
X601898.SH,0,0.140232028772722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178311569608923,0.000848422051243525,0,0,0,0,0,0,0,0,0,0,0.0450372019281501,0,0,0.0412938863343068,0,0,0,0,0.335469002223799,0,0,0,0,0,0,0.00261794473667868,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.399565088940276,0,0,3.46944695195361e-18,0,0.07426710706027,0,0.10750335097136,0,0.14695971994971,0,0,0.172822433982306,0,0,0,0,0,0,0,0.0260510376224446,0,0,0,0,0,-0.0390622995039804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100956867825719,-0.0238970848518396,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00547949161544987,0,0,0,0.0772826304189635,0,0,0,0.0777099269277532,0,0,0,0.147633954792839,0,0,0,0,0,0,0,0,0,0.0154930296136642,0,0,0,0,0.367772859483186,0,0,0,0,0,0,0,0,0,0,0,0,0.00484672351171052,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408155615788171,0,0,0,0,0,0,0.113530321523667,0,0,0,0,0.0210934875646112,0,0,0,0,0,0.178973707316669,0,0,0,0,0,0,0.0138960380077798,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775237593135188,0,0,0,0,0.537591243660123,0,0,0,0,0,0.0568480906585668,0.089605885528286,0,0,0.205982341692707,0,0,0,0,0,0,0,0,0,0,-0.0898475815895114,0.0926030840347459,0,0,0,0,0,0
X002466.SZ,-0.0990829524893914,-0.00927422992423745,0,0,0,0,0,0,0.907790956278862,0,0,-0.0968768144307687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409217527695393,0.104187977284967,0,0,0,0,0,-0.0136664385534537,0,0,0,0,0,0,-0.0834714474875258,0,0,0,0,0,0,0,0,0,0,0,0.0450190730834988,-0.0436810571454411,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.226640900514812,0,0,0,0,0,0.0747821920992864,0.0314815550111993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598501131530373,0,0,0,0.152741155577526,0.181977616077861,0.00401592220486687,0,0,0,0,0,0,0,0,0,0,0,-0.00322746679261365,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.046217562370773,0,0,0.0848621899237382,0,0,0,0.0536642267932608,0,0,0,0,0,0,0.0349003648152614,0.0484512186589624,0,0,0,0,0,0,0.0988254320084464,0.0501591359719679,0,0,0.224310507056855,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456467602881554,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160953422629396,0,0,0,0,0,0,0,0,0,0,0.0469992552502352,0.134709107098547,0,0.540143953684188,0,2.16840434497101e-19,0,0,0.0344457192752835,0,0.0167786737334206,0,0,0,0,0,0,-0.0114022113731523,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286732296930638,0,0,0,0,0,0,-0.0459294837580712,0,0,0.0622561028112842,0,0,-0.0850866270709721,0,0,0,0,0,0.0620534548077411,0,0,0,0,0,0,0,0,0,0,0.00594637275106771,0.880403329918116,-0.0282166699151624,0,0,0,0,0,0,-0.0669301127897607,0.0252440618529674,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0519713882155808,0,0,0,0.265891196547785,0,0,0.0368363777516615,0.0219800269882846,0,0,0,0,0,0.065919778038227,0,0,0,0,0,0,0,0,0.1744775838714,0,0,0,0,0,0,0,0,0,0,-0.17479355113943,0,0.144722336161647,0,-0.0200260287364194,0,0,0,0,0.148966966533605,0,0,0,0,0,0,0.0523405161004776,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.180457899537372,0,0.0923936825092991,0,0,0,0,0,-0.0686100334031782,0.17648792084593,0,0,0,0,0,0,0,0,0,0,0,0.220445910358235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100116993494215,0,0,0.026152204688525,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.112247820106283,0.0103321530669489,0,0,0.212325919753271,0,0,0,0,0,0.00651411330539803,0,0,0,0,0,0,0,0,0,0.08600489829734,0.0857891799545755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292657044858233,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0.136365683980215,0.0267590381619176,0,0.154195795898637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153636839707435,0,0,0,0,0,0.00899074797754579,0,0,0,0,0,0,0,0,0,0,-0.0261516047269335,0,0.259440521194412,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0234167342936908,0,0,0,0,0.38029531672784,0,0,0,0,0,0,0,0.0918298577569039,0,0,0,0,0,0,0,0,0.0285011597558109,0,0,0,0,0,0.17661966708378,0.0433275857046867,0.0191468352827983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0857518005469986,0,0,0,0,0,0,0.0246244243405373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221461327159639,0,0,0.0334442230217318,0,0,0,0,0,0,0,0,0,0.0282162444177256,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.209198383457693,0,0,0,0.644813831165565,0,0,0,0,0.0173445685166669,0,0,0,0,0,0,0,0,0,0,0,0.196884663385909,0,0,0,0,0,0,0,0,0,0,0,0,-0.00081896822093675,0,0,0,0,0.10561461137736,0,0,0,0,0,0,0.0301994969710481,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0.189952476426371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384744469797435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348869102538638,0,0,0,0,0,-0.0016190772797181,-0.0196111330205657,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.15785970821221,0.00209005425678296,0,0,0.218093203736371,0,0,0,0,0,0,0,0,0,0,0,0.0867926503689238,0,0,0,0,0,0,0,0,0.0562805250952707,0,0,0.0181533092151232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0482203362719159,0,0,0,0.0574979482772247,0,0.0812706085304665,0,0.00934011840860838,0,0,0,0,0,0,0,0,0,0,0,0,0.114470626880139,0,0.0821352990890202,0,0,0,0,0,0.178646201335987,0,0.211911255538617,0,0,0,0,0,0,0.0131622053322971,0,0,0,0,0,0,0.0180402047945846,0.0172775030257332,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339424630656699,0,0,0,0,0,0.106486380486213,0,0,0.216313873763375,0,0,0,0,0,0.029780854072167,0.0448676181181763,0,0,0,0,0,0,0.342463205984656,0,0,0,0,0,0,0,0,0.00715722207931712,0.0211721012787218,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260962288834117,0,0,0,0,0,0,0,0,0,0,0,0.052785264592035,0.0295672642953638,0,0,0,0,0,0,0.0781178226342315,0.0673688962218008,0,0,0,0.15571661491863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
