,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X002271.SZ,X000708.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601898.SH,X601600.SH,X600010.SH,X600362.SH,X600489.SH,X600176.SH,X600352.SH,X601991.SH,X600111.SH,X600426.SH,X600188.SH,X600795.SH,X600027.SH,X600299.SH,X600688.SH,X601992.SH,X002080.SZ,X002466.SZ,X002353.SZ,X600219.SH,X600529.SH,X000932.SZ,X600486.SH,X600315.SH,X000301.SZ,X600612.SH,X000959.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X002409.SZ,X601158.SH,X000883.SZ,X000898.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.020138839901987,0,0,0,0.0515367607054382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240865169743622,0,0,0,0,0,0,0,0.0941626442710647,0.0872973318604168,-0.0170961412168959,0,0,0,0,0,0.0206210130953315,0.0255550009086765,0,0,0,0,0,0,0,0,0.00200946766676708,-0.00487264712385315,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125147769617387,0,0,0,0,0,0,0,0,0,0,0.00954647980891633,0,0.123877495115989,0,-4.33680868994202e-19,0,0,0,0,0,0.0242741080108702,0.0215167737097582,0,0,0,0,0,0.0176724873988992,0,0,0.000632680967267962,0.0074711731993309,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0256200375121062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163414332519163,0,0,0,0,0.0742874986221025,0,0,0,0,0,0.0109152973223563,0.0175992562098155,0.0920812915714407,0.109073861743931,0,0,0,0,0,0.129561594080855,0,0,0.0126103292140502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.100838204548125,0,0,0,0,0,0,0,0,0,0,0.0863449248462608,0,0,0,0.119998987502861,0,0,0,0,0,0,-0.0179768807712732,0.0506914384237583,0,-0.0103582730831378,0,0,0,0,0,0,0,0,0,0,0,0,0.146993991234538,0,0,-0.0131260092718735,0.00846053878269422,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.144867222174128,0,0,0.111245207653702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120334240485783,0,0,0,0,0,0,0,0,0.0447491627847888,0,0,0,0,0,0,0,0,0,0.00438743630566605,0,0.076231067669693,0,0,0,0,0,0.0191652988289912,-0.0208198671213966,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609734328847453,0.592801977238787,0,0.0117800863087896,0,0,0,0,0,0,0.0374716587959535,0,0,0,0,0,0,0,0,0,0,0,0.079355848556574,0,0,0,0,0,0,0,0,0,0,0,-0.0227764001717301,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165763658034605,0,0,0,0.0110965188613949,0,0,0,0,0,0,0,0,0,0,0,0,0.00589203094191811,0,0,0.164243388199877,0,0,0,0,0,0.0770291358247453,0,0,0.0243579475128688,0,0,0.114836838149764,0,0,0.00802136651059382,0.00121548149451205,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.23206008273128,0,0,0,0,0,0,0.0244702216868289,0,0,0.118165613832028,0,0,0,0,0,0,0,0,0.300400680022511,0,0,0,0,0,0,0,0,0.0498761383536747,0,0,0,0,0,0.100802002684292,0,0,0,0,0.0319734490240093,0,0.00407365724484598,0,0,0,0.0355795560885703,0,0,-0.00704596908350366,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.160110614331214,0,0,0,0,0,0,0,0,0,0,0,0,0.0362623950099925,0,0.194282717664943,0,0.0180617539780899,0,0,0,0.308905952985679,0,0,0.00976330667524881,0,0,0,0,0.0217341231887959,0,0,0,0,0,0,0,0,0.171035353938641,0,0,0,0,0,0,0.0929636411497661,0,0.00833712103321401,-0.0131222236601167,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189042598204318,0,0,0,0,0,0,0,0,0.0175423956663722,0,0,0,0.332230147886646,0,0,0,0.11577797567824,0.0375781847041197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398132462685589,0.018101727100481,0,0,0,0.214827187663635,0,0
