,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X600660.SH,X601992.SH,X600886.SH,X600111.SH,X600489.SH,X600299.SH,X000898.SZ,X000792.SZ,X601158.SH,X000723.SZ,X000959.SZ,X000709.SZ,X600583.SH,X002466.SZ,X000408.SZ,X000883.SZ,X000630.SZ,X600352.SH,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000983.SZ,X000027.SZ,X600021.SH,X002470.SZ,X000060.SZ,X000937.SZ,X600549.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.387369390477002,0,0,0,0,0,0,0,0,0.0368078493670952,0,0,0,0.0073562255175987,0,0,0,0,0,0.0165050594164943,0,0,0,0,0.0593067139526249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779462705404786,0,0,0,0,0,0,0,0,0,0,0,-0.00240260854122349,0,0,0,0,0,0
X600028.SH,0.707735222219732,0,0,0,0,0.254920020034538,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0411064688898723,0,0,0,0,-0.0281424974042865,0,-0.0120146237273925,0,0,0,0,0,0,0,0,0,-0.0304082595204746,0,0,0,0,0,0,-0.0194704260878773,0,0,0,0.00976465129763563,0,0.0380880483392175,0,0,0,0,0
X601088.SH,0,0.0554610222005435,0,0,0.0294870976490192,0,0,0.158518616815453,0,0,0,0,0,0,0,0,0,0,0,0.0576017324770273,0,0,0,0,0,0.0604207546439916,0,0,0,0,0,0,0,0,0,0.0486847527762257,0,0,0,-0.0300874051686365,0,0,0,0,0,0,0.0540640992895383,0.0847825860107648,0,0,-0.0185774798401539,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0150591115701431,-0.0290792604115664,0,0.398481132925267,0,0.0316176696984988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215051900374314,0,0,0,0,0,0,0,-0.0411171713329334,0,0,0,0.00136992065715677,0,0,0,0,0,0,0,0,0,0,-0.0440452916583416,0.0395104404967249,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.125151359178523,0,0,0,-0.0951651869617613,0,0,0.0552477424062982,0,0,0,0,0,0,0,0,0,0,0,0,0.0767356312989513,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.246170659825546,0,0.0607010617160177,0,0.161175285318339,0,-0.00120906521858813,-0.04265126305057,0.0597054473574215,0,0,0,0,0,0
X600585.SH,0,0.0699001925427885,0,0,0.0504207348978359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132260469919671,0.0100355859952236,0,0,0,-0.0449631569025467,0,0.11976851009749,0,0,0.0336223479011832,0.00296680508838875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115840989358852,0,0,0,0,0,0,0,0
X600010.SH,0,0,0.0134625510968854,0,0,0,0,0,0,0,0.0985319442759597,0,0,0,0,0,0.023140636619402,0,0.0947879870275627,0,0,0,0,0,0,0.194012307623729,0,0,0,0.0420887789649503,0,0,0,0,0,0,0,0.0911143623324336,0,0.0684259678010338,0,0,0,0,0,0,0.0649561692175561,0,0,0,-0.0331074704301916,0.00990465018371974,0,0,0,-0.0194011653001406,0,0
X601898.SH,0,0,0.243053452409646,0,0,0,0,0,0,0,0,0,0,-0.0275935709850819,0.0816176686461829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140820025320621,0,0,0,0.0351206826122634,0.14932047058242,0,0,0,-0.0117744361681599,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0142540120828586,0,0,0.0110373120706042,0,0,0,0,0.0197936586219069,0,0,0,0,0,0,0,0,0,0.057863824314248,0,0,0,0.121931874933199,0.0194999035581608,0,0,0,0.321760053089389,0,0,0,0,0,0,0,0,0,0,0,0,0.155555506608093,0,0,0,0,0,0,0.00593532971536815,0,0,0,0,0,0
X600547.SH,0,0.07622037657101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302433205719745,0,0,0,0.976714293115197,0,0,0,0,0,0,0,0,0,0,0,0.0213668944284286,0,0,0,0,0,-0.0418430525813513,0,0,0,0,-0.0386068851347309,0,0,0,-0.00711979307362022,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0195681589326304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100760550004633,0,0,0,0,0,0.10324002631492,0,0,0,0,0,0,0,0,0,0.170702392773678,0,0,0.00837265642889246,0,0,0,0,0,0.161506433679299,0.304512064126912,0,0,0,-0.0572113227339908,-0.079527825575516,0.0576023227619455,0,0,0,0,0,0
X600795.SH,0,0.0409664396219132,0,0,-0.141404741700123,0,0,0,0,0,0,0,0.129499990974991,0.0173868779915101,0,0,-0.0380990741397373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482083481133011,0,0,0,0,0.0252902319053847,0,0.108880378469743,0,0,0,0,0,0,0,0,0,0,-0.0367152519553665,0.0164075521505732,0.0423633688007099,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0370024932761234,0,0,0.0978636852875881,0,0,0,0.133768837048129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084219112165706,0,0,0,0,0,0,0.329987235834527,0,0,0.151932846659443,0.0642539475824344,0,0,0,-0.100395156215771,0,0.0505889434381604,0.174775230084733,0,0,0,-0.0214646057277886,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,-0.0385285844103983,0,0,0.228525540545822,0,0,0,0,0,0.165170164849873,0,0,0,0,0,0,0,0,0,0.0539163334652533,0,0,0,0.0612630612264001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430121921132822,0,0,0,0,0,0,0,0.0378764987094383,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,-0.0105205172756544,0,0,0.0394884452256319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181573983335873,0,0,0,0,0.293798141756463,0,0,0,0,-0.0167938272339377,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0221517185800679,0.00112595718354873,0,0,0,0,0,0,0,0,0,0,0,0.0283273060730077,0.0281509260712853,0,0,0,0,0.0437197411771245,0,0,0,0,0,0,0,0.0897174836943086,0,0.0453049724310008,0,0,0,0,0,0,0.164195801424124,0,0,0,0,0,0,0,0,0
