,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X000708.SZ,X600362.SH,X600426.SH,X002271.SZ,X000877.SZ,X600795.SH,X601699.SH,X000983.SZ,X600027.SH,X600489.SH,X600176.SH,X600803.SH,X000807.SZ,X601991.SH,X000786.SZ,X000932.SZ,X000630.SZ,X600160.SH,X000933.SZ,X600219.SH,X000408.SZ,X000629.SZ,X600612.SH,X002080.SZ,X600688.SH,X600985.SH,X002353.SZ,X000539.SZ,X600157.SH,X601168.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.782580726916162,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0655011745099008,0,0,0,0,0,0,0,0,0.0049900189832915,0,0,-0.027966580924605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454284571968299,0,0,0,-0.0239723805928573,0,0,0,0,0,0
X600028.SH,0.523538914028421,0,0,0,0,0,0,0,0.199542043062199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348371552285234,0,0,0.022406337087935,0,0,0,0.0649754241929813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491538620994828,-0.152187788888816,0,0,0.0479316322920579,0,0,0,0,0,0
X601088.SH,0,0.133813571145328,0,0,0.143364793939431,0,0,0,0.0262592807985913,0,0,0,0,0,0,0,0,0.108055900528071,0,0,0,0,0,0.0274175287821702,0,0,0.118644452774096,0,0,0,0.0237695105726802,0,0,0,0,0,-0.0228293914617383,0,0,0,0,0,0,0,0,0,0,0,0.0548087830512905,0,0,-0.00510842791178599,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0128245617755145,0,0,0,0,0.0135621021207931,0.102408650822479,0,0.139308483083716,0,0,0,0.041707078274228,0,0,0,0.115991772406735,0,0,0,0,0,0,0,0.0206602524514578,0,0,0,0,0,0.0194334669613214,0.0506053972204672,0,0,-0.0374991770331669,0,0,0,0,0.00243878797263058,0,0,0,0,0,-4.33680868994202e-19,-0.00354464367344036,0,0,0,0,0,0
X600188.SH,0,0,0.725019066847437,0,0,0,0,0,0,-0.0510953747348187,0.079998532989247,0,0,0,0,0,0,0,0,0,0,0,-0.01886391497676,0,0,0.239303057029269,0,0,0,0,0,0,0,0,0,0,-0.0255745178693195,0,0,0,0,-0.215965035419733,0,0,0,0,0,0,0,0,0,-0.00304371745703885,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0731240244280894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0858763413530208,0.0283260255473756,0,0,0,-0.0138023393690475,0,0,0,0,0,0,0.0816314512491555,0,0,0.184204200594121,0,0,0,-0.0923428027684746,0,0,0,0.110065901506621,0,0,0,0,0,-0.00646403928388501,0.0139937207859205,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0262046343477756,0.0890669525923911,0,0,0,0,0,0,0,0,0,0,0.229889167571919,0,0,0.0477905052656859,0.153005871147375,0,0.0520233065628984,0,0,0,0,0.0187573959939748,0,0,0.0822485870120676,0,0,0,0,0,0,0,0,0,0,0.000250858191634857,0,-0.112835211027567,0,0,0,0,-0.028030429274905,0.0496949103611416,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253589432929529,0,0,0,0,0,0,-0.0372848424211577,0,0,-0.00708839675254416,0,0.483105686167688,0,0,0,-0.217793273203138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145920662089947,0,0,0,0,1.73472347597681e-18,0.0792104912914198,0,0,0,0,0,0
X601898.SH,0.0516765408519148,0.162093897145926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182793434698498,0.154105200941012,0,0,0,0.0589153981589455,0,0,0,0,0,-0.054686827686469,0,0,0,0.04443728640888,0,0.040936186371269,0,0.171931979408747,0,0,0,0.0373816476751196,0,0,-0.00499799836529839,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.101290399877032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094838599817729,0.0464020141348327,0,-0.00742658535078851,0,-0.0377419284119,0,0.408832645593505,0,0.0854784286939531,0,0,0,0,0,0,0,0,-0.074093389937055,0,0.131802315255943,-0.0845810468751687,0,0,0,0,0,0,0,0,-0.0155772884970754,0,0,0,0,0,0,0
X601600.SH,0.0373994776649989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14985978168149,0,0,0,0.068932492208197,0.0190446565611143,0,0,0,0,0,0,0,0,0.44404178897345,0,0.0457298875069704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0082596585538998,0,0,0,0,0,0,0
X600660.SH,0,0,0,0.0374250680094618,0,0,0,0,0,0,0.0355883004202359,0,0,0.135422114671531,0,0,0,0,0,0,0,0,0,-0.0555139791051965,0,0,0,0,0,0,0,0,0,0,0.189948728581921,0,0,0,0,0,0,0.0474931897034811,0,0,0,0,-0.0298068187324809,0,0,0,0,0,0.0193614504604396,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0250213122885915,0,0,-8.67361737988404e-19,0,0,0.132170372910982,0.218083436349752,0,0,0.0577035220114428,0.0740595425926159,0.036454150290945,0,0,0,0,0,0.0671261039869378,0,0,0,0,0.0382447660054,0,0.07147370798423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428322532970083,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676474502114286,0,0,0,0,0,0,0,0.105634046007888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270660459599211,0,0,0,0.108071200069775,0,0,0.0319472684263829,0,0,0,0,0,0,0,0.0226111868640728,-0.0522328608455086,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0571771380305416,0.759451023488103,0,0,0,0,0,0.0612089604745879,0,0,0.0289984666256141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517429102642505,0,0,0,0,0,0,0,0,0,0,0,-0.0152230201722929,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.131164591031071,0,0,0,0,0,0,-0.0958392290346977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121466909337944,0,0.30414560677266,0,0.117460681061571,0,0,0,0,-0.0458067609772754,0,0,-0.0452329085468,0,0,0,0,-0.00386650041090747,0,0,0,0,0,0.0413404990521358,0,0.0175220656731842,0,0,0,0,0
X600010.SH,0,0,0,0,4.33680868994202e-19,0,0.0483496686337085,0,0,0,0,0,0,0,0,0,0,0.227019800238084,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.016833094792411,0,0,0,0,0,0,0,0,0.173116778260588,0,0,0,0,0.0178554260545064,0.0319241625719547,0,0,0,0,-0.00916962810365188,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.207212450349937,0,0,0.098876785926466,0.068448299670469,0,0,0,0,0,0,0,-0.0543658186116804,0,0.0183659333602097,0,0,0,-0.0403708900418269,0,0,0,0,-0.0837243554337909,0,0,0,0,0,0,0.562586618758038,0,0,0,-0.0670065244086053,0,0.0679097988201351,0,0,0,0,0.0297425564095614,-0.0529770403380101,0,0,0,0,0,0
X000301.SZ,0.0867372394118838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20485488530056,0,0,0,0,0.0564348722809802,0,0,0.010986623199431,0,0,0,0,0.0169880282464428,0,0,0,0,0,0,0.099680662631061,0,0,0.0131420331024869,0,0,0,0,0,0,0,0.109295778141069,0,0,0.0248419446834404,0,0,-0.00748525480188613,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.016581741872747,0,0.262733775089775,0,0,0,0.021409918097855,0,0,0,0.0773552078139684,0,0,0.0350584189380528,0,0,0,0,0.115331367992296,0,0,0,0,0,0,0,0,0,0,0,0.0635171003750549,0,0,0,0,0,0,0,0,0,0,0,0.0565624790053842,0,0,0,0,-0.000762539234738293,-2.16840434497101e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0861413999190787,0,0.0871953467589681,0,0.00464925626876055,0,0.0755024922308536,0,0,0,0,0,0,0.00703951871158142,0.0495576515065071,0,0,0,0,0,0,0,0,0,0.0164229687888654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269087068174259,0,0,-0.00990039564222343,0,0,0,0,0,0,0
