,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600547.SH,X601600.SH,X600362.SH,X600688.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600886.SH,X600660.SH,X600309.SH,X600489.SH,X000898.SZ,X600299.SH,X000723.SZ,X002466.SZ,X601158.SH,X000792.SZ,X000709.SZ,X002075.SZ,X000959.SZ,X000630.SZ,X600583.SH,X000408.SZ,X600623.SH,X600219.SH,X000883.SZ,X600352.SH,X000983.SZ,X600098.SH,X000060.SZ,X600549.SH,X000539.SZ,X601699.SH,X000027.SZ,X000937.SZ,X002092.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.124185159563991,0,0,0,0,0,0,0,0,0.0132463222689814,0,0,0,0,0,0,0,0,0.0498382099366118,0,0,0,0,0.039101199211322,0,0,0,0,0,0,0,0,0,0.139604880862819,0,0.0858128505639095,0,0,0,0,0,0,0,0,0,0,0,0.0206864757092518,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.224834046174979,0,0,0,0,0,0,0,0,0.0372249645478473,0,0,0.0409493522307485,0,0.0704340089884691,0,0,0,0,0,0,0.106777054603692,0,0,0.042329203221384,0,0,0,-0.00553648135353306,0,0,0,0,0,0.186781711107962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239217534797856,0,0,0.0145980410501807,0,0,0,0,0,0,0
X601088.SH,0,0.109472196544843,0,0,0,0,0,0.195407568192699,0,0,0.017812754591368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132777440667736,0,0,0.01828602064554,0.0300212170020486,0,0,0,0,0,0,0,0,0.0583316634967409,0,0,0,0.0267187704814122,0,0,0,0,-0.0574948314309539,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.118449166127203,0,-0.0937760161906205,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737953371616161,0,0,0,0,0,0,0,0,0,0.11478241556691,0,0.0980284865935836,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0.1357296523622,0,0,0,0,0,0.0339042967192981,-0.0481210975101419,0.0167182818379252,0,0.0198062473234688,0,0,0.0513950809471477,0,0,0,0,0,0,0,0,0,-0.0444546485650759,0,0,0,0.040635979310574,0,0,0,0,-0.041120439621457,0.00503622513393349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219961986630228,0,0,-0.0611040846320475,0.098499975136188,0,0,0,-0.0505166694433681,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500156323291044,0.256079078766633,0,0,0,0,0.0366096419477677,0,0,0,0,0,0,0.0333235326703023,0,0,0,0.0493510892147436,0,0.0162510932055948,0,0,0,0,0,0,0,0,0,0.0230364372912993,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.0461852948527507,0,0,0,0,0,0.0636201402460139,0,0,0,0,0,0,0.0947480006705194,0.0806908657406775,0,0.0806559352688895,0,0.0112517900929421,0,0.0385539069572281,0,0,0,0.0648508841918121,0,0,0,0,0,0,0,0,0,0,0,0,0.0547349320235392,0,0,0,0.00221789847682155,0,-0.000693044437389597,0,0,0,0,0,0,0
X601898.SH,0,0,0.253195251197436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391772831712971,0,0,0,0.130326889637264,0,0,0,0,0.124212943665656,0,0.121655794350411,0.000130328729621471,0,0,0,-0.0736231700159771,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0575938988900586,0,0,0,0,0,0,0,0,0,0,0.0590402517484605,0,0.97037184008325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00235611784052139,0,0,0,0,0,0,0,0,0,0,0,-0.0287846594477806,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00505949254692762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229622203248536,0,0,0,0.105439065350117,0,0,0,0,0.388312196198558,0,0,0,0,0,0.140812010839577,0,0,0,0.0437991537711456,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0386178527525378,0,0.010942070041412,0,0,0,0.0856281247108513,0,0,0,0,0,0,0,0,0,0,0,0,0.088745756769921,0,0,0,0,0,0.0364082404733741,0.370509415802207,0,0,0,0.169062180567108,0,0,0,0,0,0,0,0,0,0.264465435781044,0.0955397379807676,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0383637003661049,0,0,0,0,-0.00243638071179751,0,0,0,0,0,0,0,0,0,0,0,0,0.0565160655954486,0,0,0,0,0,0,0,0.173101754859079,0,0,0,0,0.0872238465690493,0,0,0,0,0,0,0,0.021209462180341,0,0,0,0,0,0.0723459518225421,0.00615518423101296,0,0,-0.00168699658990142,0,0,0,0,0,0
X600795.SH,0,0.0710018097116364,0,-0.05020120895682,0,0,0,0,0,0,0,0,0,0,0.0143269425086408,0,0,0,0,0,0,0,0,0,0.0934803414862881,0,0,-0.0435081506702709,0,0,0,0,0.0134683536537842,0,0,0,0.0286702547699167,0,0,0,0,0.136522356340345,0,0,0,-0.0119033860915391,0,0,0.0501626099185851,0,0,-0.0111440771347469,0,0,0,0,-0.0607630882288236,0,0
X600188.SH,0,0,0,0,0,0,0,0.0417983629311651,0,0,0.00892816232701818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296327388088447,0.0468280472613661,0,0.308266385196272,0,0.122300889963485,0,0,0,0,0,0,-0.0339171743225888,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0.0978920089723301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00346594602261673,0,0.0447317569137532,0.0708078226167153,0,0,-0.0389774964558141,0,0,0,0,0,0,0,0,0,0,0,0,-0.307212599726381,0,0,0,0.0863993084132642,0,0,0,0,0.0436365874126711,0,0,0,0.302849534697664,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.04857496986961,0,0,0.306104392095325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300809738678322,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0913974411782652,-0.0668776113785854,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045847421601165,0,0,0,0,0,0,0,0,0.0122711942013188,0,0.0708939346944681,0,-0.00278052672276824,0,0,0.0226655683415079,0,0,-0.00553573321832107,0,0.145261567207438,0,0.0637087521254872,0,0,0,0,0,0,0.00861032266087136,0,0,0,0,0,0.0376812061534841,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.0829297688231234,0,0,0,0.0121079724503914,0,0.0725626055890046,0,0,0.0138057058617062,0,0,0,0,0,0.057284059185126,0,0.0132744409459208,0,0.00893162496551792,0,0,0,0,0.0359480999305514,0,0,0,0,0,0,0,0,0,0,0,0.0468104989287328,0,0,0,0,0,0.0168023152126152,0,0,0,-0.0213389662176417,0.0163598829418441,0,0,0,0,0,0
