,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600176.SH,X000786.SZ,X002466.SZ,X600426.SH,X000301.SZ,X600362.SH,X600111.SH,X601600.SH,X600011.SH,X600886.SH,X601898.SH,X600352.SH,X600010.SH,X002353.SZ,X600219.SH,X600486.SH,X600803.SH,X600188.SH,X002080.SZ,X601991.SH,X600801.SH,X600795.SH,X600688.SH,X600489.SH,X600299.SH,X000723.SZ,X300037.SZ,X600315.SH,X601168.SH,X600399.SH,X600027.SH,X000807.SZ,X000932.SZ,X601992.SH,X002409.SZ,X600157.SH,X600409.SH,X000898.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10532894520339,0,0.0114613308743432,0,0,0,0,0,0,0,0,0,0.00425853946929397,0,0,0,0,0,0,0,0,0,0,0.0300900513704865,0,0,0,0,0,0,0,0,0,0,0,-0.00512548214590525,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0102235939224291,-0.0347410218913964,0,0,0,0,0,0.0575777269016393,0,0,0,0.00471589198732884,0,0,0,0,0,0,0,0,0,0.0022368980372252,0,0,0,0,0,0,0,0.014506490994318,0,0,0,0,0,0,0,0,0,0,0,0.196481142332474,0,0,0,-0.0123131648277241,0,0,0,0.00235592938133649,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.176795304921907,0,0,0,0,0.116874973427531,0.0250193050974573,0,0.0500176281455111,0,0,0,0,0,0,0,0,0.0940293306785648,0,0,0.0413835940903629,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0333985090345672,0,0.0365638430425836,0,0.00856428972273524,0.0123244605603552,0,0,0,0.00114965422019416,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115456864118811,0,0,0,0,0.0708295282285343,0,0,0,0,0,-0.0175713830455161,0.323782302108974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623528552480753,0,0,0,0,0,0,0,0.0248311034795241,0,0,0,0,-0.0180403903111509,0,0
X600585.SH,0,0,0,0,0,0,-0.00391812902520634,0,0,0,0,0,0,0,0,0,0.0236625636681265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210185613616983,0,0,0,-0.0132101997159363,0,-0.021149286488868,0.012921800706327,0.0554553116007693,0,0,0,0,0,0,0,0.090326671809091,0,0,0,-0.0112320829744944,0,0,0,0,0.00269202929693255,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0478493763212104,0.327980284393612,0,0,0.0192957228473657,0.309265457610986,0.25612877710393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374477242784118,0.176059008498335,0,0.274341435998368,0,0,-0.130643197951497,0,0,0,0,0.056145508451354,-0.191063926660099,0,-0.261209958726468,-0.0369865679187472,0,0,0,0,0.022730358447645,0,0
X600019.SH,0,0,0,0,0,0,0,0.121367785455563,0,0,0,0,0,0,0,0,0.00399270879853196,0.19651366984328,0,0,0,0,0,0,0,0.0795488887731679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323869380190722,0,0,0,0,0.290592245529271,0,0,0,0,0,0,0,-0.00179919761969767,0,0
X000708.SZ,0,0,0,0,0,0,0.0319489840403807,0,0,0,0,0,0,0,0,0,0.0784461581635402,0,0,0,0,0,0,0,0,0,0,0.0233858940293081,0,0,0,0,0,0,0,0,0,0,0,0.0759430010751018,0.0441251896295721,0,0,0.0873973593686465,0,0,0,-0.136919762975736,0,0,0,0,0,0,0,0,-0.00655782594356756,0,0
X600660.SH,0,0,0,0,0,0.0358452116210021,0,0,0,0.0157454580631876,0,0,0,0,0,0.105027846285067,0.0278709791522162,0,0,0,0,0,0.293560116405445,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0825653298998451,0.124298516940317,0,0,0.0154057802326377,0,-0.115468801883486,0,0,0,0,0.0643045591189661,0,0,0,-0.0148192557199562,0,0,0,0,0.00669369545719279,0,0
X002271.SZ,0,0,0.0907326858208161,0.00305887961648272,0,-4.33680868994202e-19,-0.00956372899100476,0,0.279785438010358,0,0,0,0,0,0.0454818136062513,0,0,0,0,0,0,0,0.0635905556400821,0,0,0.0155673346531513,0,0,0,0,0,0,0,0,0,0,-0.0387552134335929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154898011333369,-0.0372700458723576,0,0,0,0.0383553638843878,0,0
